AADFYear,CP,Estimation_method,Estimation_method_detailed,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2006,968389,"Counted","Manual count","East Midlands","Northamptonshire",C13,CR,500427,282498,52.431248804,-0.524320088,34,14,776,6,107,2,1,1,8,0,0,12,915
2006,968390,"Counted","Manual count","North West","Wirral",B5146,BU,331000,389900,53.401395060,-3.039258175,44,68,3856,139,812,62,11,51,2,11,5,142,5017
2006,969005,"Counted","Manual count","Scotland","Moray",C,UR,342990,865790,57.678339503,-2.957582872,67,76,4689,85,440,89,7,0,5,2,4,107,5397
2006,969121,"Counted","Manual count","South West","Cornwall excluding Isles of Scilly",C709,CU,207060,66359,50.465240070,-4.719964004,6,55,5078,132,841,42,8,2,1,1,0,54,6160
2006,969275,"Counted","Manual count","South East","Surrey",U,UU,521074,161784,51.342258313,-0.263111330,21,24,1181,4,331,54,5,3,4,11,4,81,1621
2006,969300,"Counted","Manual count","South West","Dorset",C50,CU,407000,100870,50.807344938,-1.902022865,208,86,11012,60,1210,103,6,6,10,9,2,136,12504
2006,969301,"Counted","Manual count","South West","Dorset",U,UR,412130,104615,50.840938049,-1.829095063,12,144,8045,28,1418,149,34,17,9,22,31,262,9897
2006,970000,"Counted","Manual count","Wales","Bridgend",C,CU,283066,177371,51.483168364,-3.685394830,23,18,3261,27,340,38,6,8,2,0,0,54,3700
2006,971054,"Counted","Manual count","Wales","Swansea",U,UU,257000,198000,51.662536399,-4.068943682,20,21,1925,23,235,21,1,3,1,0,0,26,2230
2006,972016,"Estimated","Estimated using previous year's AADF on this link","Wales","Ceredigion",B4343,BR,268090,260000,52.222365922,-3.932506293,6,2,1420,12,199,34,16,3,1,2,9,65,1698
2006,972077,"Counted","Manual count","Wales","Pembrokeshire",B4320,BR,195147,199997,51.661322403,-4.963313262,19,33,2442,153,642,73,14,11,5,45,36,184,3454
2006,972096,"Counted","Manual count","Wales","Merthyr Tydfil",C,CU,306000,206000,51.744788867,-3.362915486,4,29,5749,28,594,58,8,5,5,1,0,77,6477
2006,972108,"Counted","Manual count","Wales","Neath Port Talbot",C,CR,276000,208000,51.756920961,-3.797952383,3,22,1182,38,218,6,0,0,0,0,0,6,1466
2006,972210,"Counted","Manual count","Wales","Bridgend",U,UU,291000,180000,51.508384346,-3.571995641,2,6,524,3,35,1,0,0,0,0,0,1,569
2006,979001,"Counted","Manual count","Yorkshire and The Humber","North Yorkshire",C168,CR,443766,477489,54.191308102,-1.330755461,8,23,573,5,135,29,6,2,4,1,0,42,778
2006,979008,"Counted","Manual count","West Midlands","Shropshire",B4379,BR,376525,313860,52.721876791,-2.348995848,2,29,1855,9,325,26,1,0,7,0,1,35,2253
2006,979016,"Counted","Manual count","North West","Cumbria",B5322,BR,331837,524285,54.609108560,-3.056840055,23,18,792,12,166,31,2,1,1,0,5,40,1028
2006,979019,"Counted","Manual count","East of England","Cambridgeshire",B1043,BU,518621,259304,52.219185776,-0.265014759,107,65,6031,26,658,56,5,1,2,0,0,64,6844
2006,979023,"Counted","Manual count","South East","Hampshire",B3056,BR,435000,106301,50.855171892,-1.504137274,46,48,2204,11,269,12,2,1,1,1,2,19,2551
2006,979024,"Counted","Manual count","Yorkshire and The Humber","Kirklees",C,CU,422977,420944,53.684453459,-1.653583135,29,53,5216,60,775,50,22,10,1,6,1,90,6194
2006,979028,"Estimated","Estimated using previous year's AADF on this link","Yorkshire and The Humber","North Yorkshire",U,UU,429774,456255,54.001473302,-1.547264366,6,13,4352,1,150,23,0,0,0,5,0,28,4544
2006,979034,"Counted","Manual count","South West","Wiltshire",B3089,BR,387549,133503,51.100694112,-2.179199285,0,18,1859,20,298,34,4,3,0,4,5,50,2245
2006,979041,"Counted","Manual count","South West","Somerset",B3223,BR,278594,139835,51.144867297,-3.736974625,4,82,1336,4,120,33,1,1,2,0,1,38,1580
2006,979042,"Counted","Manual count","South East","Kent",B2075,BR,605323,122534,50.965627461,0.922738959,35,98,6341,84,951,113,26,137,11,24,19,330,7804
2006,979043,"Counted","Manual count","East of England","Cambridgeshire",B660,BR,508749,272980,52.344124142,-0.405053520,3,45,1471,6,194,41,3,1,6,17,8,76,1792
2006,979047,"Counted","Manual count","Yorkshire and The Humber","North Yorkshire",B6255,BR,374275,477643,54.193898633,-2.395772929,12,49,772,40,108,16,13,5,2,3,26,65,1034
2006,979050,"Counted","Manual count","East of England","Bedford",C12,CR,495059,263754,52.263745709,-0.608547155,24,28,2213,17,269,33,3,3,0,1,0,40,2567
2006,979051,"Counted","Manual count","West Midlands","Staffordshire",B5026,BR,381845,329771,52.865112592,-2.271120639,6,16,2359,23,389,54,16,15,11,5,3,104,2891
2006,979059,"Counted","Manual count","East of England","Bedford",B660,BU,505905,252353,52.159304929,-0.453246200,44,41,5074,59,565,87,10,10,2,9,6,124,5863
2006,979061,"Counted","Manual count","East of England","Essex",B1051,BR,556082,227462,51.923803848,0.268387990,9,2,895,8,196,31,1,24,3,0,2,61,1162
2006,979062,"Counted","Manual count","East of England","Cambridgeshire",B1166,BR,540569,308518,52.656175420,0.076746412,7,24,2785,44,475,110,12,6,3,7,7,145,3473
2006,979065,"Counted","Manual count","Yorkshire and The Humber","Bradford",U,UU,417745,433731,53.799584990,-1.732070120,5,0,1326,7,108,7,0,0,0,0,0,7,1448
2006,979068,"Counted","Manual count","North West","Lancashire",U,UU,348350,462100,54.052258571,-2.790418287,26,41,4480,11,518,51,3,0,0,0,0,54,5104
2006,979078,"Counted","Manual count","South East","Oxfordshire",U,UR,461655,189373,51.599835305,-1.111229927,206,27,2705,35,216,23,5,2,0,0,0,30,3013
2006,979080,"Counted","Manual count","East of England","Hertfordshire",C43,CU,537725,210075,51.772413454,-0.005298233,72,26,5027,65,572,92,5,1,0,2,0,100,5790
2006,979084,"Counted","Manual count","West Midlands","Shropshire",C,CR,344754,314681,52.726938444,-2.819480711,9,18,818,7,159,15,2,2,2,0,0,21,1023
2006,979088,"Counted","Manual count","South West","Gloucestershire",C,CU,402905,200392,51.702265074,-1.959363214,79,32,3541,10,836,103,34,36,9,10,4,196,4615
2006,979090,"Counted","Manual count","East Midlands","Derbyshire",U,UR,443239,341533,52.969420553,-1.357620991,0,5,664,40,44,3,0,0,0,0,0,3,756
2006,979092,"Counted","Manual count","South East","Oxfordshire",U,UR,460582,188600,51.593002047,-1.126853023,93,36,5610,67,510,41,2,3,1,0,0,47,6270
2006,979095,"Counted","Manual count","West Midlands","Shropshire",C,CR,372443,315495,52.736380988,-2.409567913,24,8,1508,10,222,22,1,3,1,1,0,28,1776
2006,979103,"Counted","Manual count","Yorkshire and The Humber","Leeds",U,UU,426459,433323,53.795549773,-1.599808800,38,30,4142,182,884,68,6,5,4,0,0,83,5321
2006,979126,"Counted","Manual count","South East","Reading",U,UU,472559,171325,51.436287878,-0.957535634,68,10,364,5,35,0,0,0,0,0,0,0,414
2006,979133,"Counted","Manual count","East of England","Luton",U,UU,507192,224410,51.907924636,-0.443187066,35,36,9334,128,810,66,9,2,3,0,1,81,10389
2006,979154,"Counted","Manual count","Wales","Conwy",U,UU,295060,377155,53.280950417,-3.575398678,5,4,389,0,92,9,0,2,0,0,0,11,496
2006,979155,"Counted","Manual count","North West","Cumbria",C1027,CR,347204,554429,54.881814010,-2.824439036,52,19,813,23,108,39,10,2,1,3,4,59,1022
2006,979156,"Counted","Manual count","North West","Cumbria",U,UR,313973,539445,54.742578777,-3.337813838,2,4,157,2,33,2,4,4,0,0,0,10,206
2006,979161,"Counted","Manual count","West Midlands","Staffordshire",U,UR,392065,317716,52.756994870,-2.119014850,4,4,315,2,72,3,4,3,2,1,1,14,407
2006,979162,"Counted","Manual count","Yorkshire and The Humber","Calderdale",U,UU,413512,424540,53.717102878,-1.796735324,3,2,917,3,65,6,1,0,0,0,0,7,994
2006,979167,"Counted","Manual count","East of England","Bedford",U,UU,506322,252251,52.158308181,-0.447184615,55,13,1382,14,131,38,2,0,0,0,0,40,1580
2006,979207,"Counted","Manual count","East Midlands","Leicestershire",B4114,BU,455470,300280,52.597491902,-1.182496941,17,193,28109,238,3297,447,112,86,26,80,163,914,32751
2006,979222,"Counted","Manual count","South East","Buckinghamshire",U,UU,489920,187330,51.577673402,-0.703761510,13,36,1266,4,188,34,5,0,0,4,2,45,1539
2006,979247,"Counted","Manual count","South West","South Gloucestershire",C,CR,365455,193657,51.640648203,-2.500597291,26,3,577,2,67,15,3,0,0,0,0,18,667
2006,979248,"Counted","Manual count","Yorkshire and The Humber","North Yorkshire",C46,CR,423500,504810,54.438166205,-1.639195264,19,8,692,23,107,14,2,2,10,2,3,33,863
2006,979249,"Counted","Manual count","South East","Oxfordshire",C,CR,451909,229274,51.959536227,-1.245973066,2,5,316,5,94,17,1,0,1,5,2,26,446
2006,979252,"Counted","Manual count","Scotland","Dumfries & Galloway",B737,BU,205314,561131,54.906843775,-5.038355174,10,8,2936,16,356,73,22,16,5,8,1,125,3441
2006,979261,"Counted","Manual count","South West","Gloucestershire",B4063,BR,388977,222416,51.900178451,-2.161612792,212,149,12916,176,2106,206,28,16,8,14,18,290,15637
2006,979263,"Counted","Manual count","West Midlands","Dudley",U,UU,394334,289644,52.504664577,-2.084902998,36,55,5464,58,725,132,45,16,3,13,22,231,6533
2006,979264,"Counted","Manual count","Wales","Caerphilly",U,UU,315169,191446,51.615426361,-3.226603486,27,32,2192,208,431,20,3,3,1,0,2,29,2892
2006,979265,"Counted","Manual count","Yorkshire and The Humber","Leeds",U,UU,427384,438141,53.838804819,-1.585339861,25,14,6609,65,420,17,4,0,4,0,0,25,7133
2006,979266,"Counted","Manual count","South West","Cornwall excluding Isles of Scilly",B3296,BR,168083,19206,50.027737478,-5.239442958,15,20,2254,24,352,39,9,5,7,0,0,60,2710
2006,979268,"Counted","Manual count","North West","Cumbria",B5299,BU,339399,555538,54.890891844,-2.946308923,69,111,14034,100,2045,233,41,44,7,31,28,384,16674
2006,979270,"Counted","Manual count","South West","South Gloucestershire",U,UR,376465,178882,51.508374182,-2.340503798,1,9,1786,6,217,23,1,2,0,1,2,29,2047
2006,979273,"Counted","Manual count","Yorkshire and The Humber","Leeds",U,UU,425942,426662,53.735707999,-1.608214488,13,35,4915,10,840,115,18,7,15,41,35,231,6031
2006,979274,"Counted","Manual count","West Midlands","Dudley",U,UU,395596,289466,52.503076292,-2.066308384,15,105,9021,210,1099,54,5,1,2,1,1,64,10499
2006,979275,"Counted","Manual count","South West","South Gloucestershire",U,UU,365090,179740,51.515497943,-2.504483576,30,67,4598,14,433,35,4,6,2,1,0,48,5160
2006,979278,"Counted","Manual count","East Midlands","Northamptonshire",B573,BU,490169,268068,52.303341741,-0.679025300,47,84,7464,18,1282,155,26,27,18,35,22,283,9131
2006,979280,"Counted","Manual count","North West","Lancashire",B5195,BR,332815,406404,53.549951548,-3.015500621,48,85,4069,13,530,109,13,14,6,10,8,160,4857
2006,979281,"Counted","Manual count","West Midlands","Stoke-on-Trent",C654,CU,389063,344443,52.997199208,-2.164403805,42,28,2887,112,232,14,1,0,0,0,0,15,3274
2006,979282,"Counted","Manual count","East Midlands","Derby",U,UU,436299,333775,52.900198158,-1.461817182,63,7,539,55,132,23,1,0,0,0,0,24,757
2006,979284,"Counted","Manual count","East Midlands","Derby",U,UU,435169,333697,52.899571895,-1.478623615,94,58,5995,241,485,38,1,2,0,0,0,41,6820
2006,979919,"Counted","Manual count","Wales","Rhondda, Cynon, Taff",C,CU,302000,202000,51.708149354,-3.419706378,3,7,3256,58,275,37,4,4,2,0,0,47,3643
2006,979932,"Counted","Manual count","Wales","Newport",U,UU,331000,190000,51.604593378,-2.997714182,3,7,1507,32,165,20,0,0,0,0,0,20,1731
2006,980004,"Counted","Manual count","North East","Newcastle upon Tyne",B1318,BU,424250,570000,55.023952099,-1.622225696,227,131,21610,668,1769,160,23,13,4,12,13,225,24403
2006,980005,"Counted","Manual count","North East","Newcastle upon Tyne",B6324,BU,420100,567100,54.998076715,-1.687339685,37,178,15132,315,2498,166,28,6,4,5,12,221,18344
2006,980006,"Counted","Manual count","London","Bexley",U,UU,548360,176690,51.469734440,0.134601799,123,104,11362,503,1525,76,7,5,1,6,0,95,13589
2006,981012,"Counted","Manual count","Scotland","Falkirk",B810,BU,293270,678360,55.986301620,-3.712317034,49,45,10228,207,786,146,21,0,3,1,3,174,11440
2006,981016,"Counted","Manual count","Scotland","East Ayrshire",B741,BR,248000,606000,55.324505087,-4.397263504,3,20,1201,16,214,55,8,0,7,3,1,74,1525
2006,981036,"Counted","Manual count","Scotland","South Lanarkshire",U,UU,265048,653885,55.759443231,-4.152159207,0,3,846,2,67,5,1,2,0,0,0,8,926
2006,981108,"Counted","Manual count","Scotland","Highland",B865,BU,266380,845740,57.482146293,-4.230305893,147,146,11805,291,1827,403,31,12,7,9,6,468,14537
2006,982012,"Counted","Manual count","Scotland","Aberdeenshire",B992,BR,363035,828000,57.341008509,-2.615758926,55,21,1982,57,308,78,16,3,0,4,5,106,2474
2006,982062,"Counted","Manual count","Scotland","Scottish Borders",B6399,BU,350100,614000,55.417362694,-2.789811769,19,9,1196,16,262,43,11,3,1,5,0,63,1546
2006,982080,"Counted","Manual count","Scotland","Highland",B863,BR,218700,761850,56.713028707,-4.963758225,50,10,911,35,160,32,5,4,2,2,0,45,1161
2006,982114,"Counted","Manual count","Scotland","Glasgow City",U,UU,257000,668000,55.883852886,-4.287728964,105,13,3833,45,363,49,1,1,1,0,1,53,4307
2006,982182,"Counted","Manual count","Scotland","Highland",U,UR,336100,950300,58.436320518,-3.096095937,12,2,748,9,102,12,1,0,0,0,0,13,874
2006,982349,"Counted","Manual count","Scotland","Aberdeenshire",C67C,CR,382000,820000,57.270294951,-2.300107420,0,1,91,2,19,1,0,0,0,0,0,1,114
2006,983045,"Counted","Manual count","Scotland","Aberdeenshire",B979,BR,387250,788000,56.983017557,-2.211409437,2,61,2165,12,454,121,24,12,40,84,96,377,3069
2006,983081,"Counted","Manual count","Scotland","Aberdeenshire",B9170,BR,388100,846000,57.504043729,-2.200232345,0,5,1206,11,218,56,39,25,2,15,10,147,1587
2006,983147,"Counted","Manual count","Scotland","East Lothian",B6414,BR,340000,672600,55.942684752,-2.962178034,34,40,4827,21,704,113,40,13,9,8,6,189,5781
2006,983159,"Counted","Manual count","Scotland","Aberdeenshire",B9077,BR,380000,797300,57.066301186,-2.331438688,1,52,2300,8,190,43,15,15,15,8,4,100,2650
2006,983161,"Counted","Manual count","Scotland","Aberdeenshire",B993,BR,362300,800255,57.091732242,-2.623748570,6,7,1711,17,211,40,5,4,9,4,1,63,2009
2006,990000,"Counted","Manual count","South West","Isles of Scilly",U,UR,91980,11760,49.926480507,-6.293287617,40,15,153,12,44,14,0,0,0,0,0,14,238
2006,990006,"Counted","Manual count","Yorkshire and The Humber","Kingston upon Hull, City of",C,CU,513720,429638,53.750713779,-0.276868578,134,221,10143,128,1728,295,63,71,51,87,100,667,12887
2006,990008,"Counted","Manual count","East of England","Suffolk",U,UU,618520,241900,52.032432854,1.184271876,84,77,2361,95,250,32,2,0,0,0,0,34,2817
2006,990010,"Counted","Manual count","North West","Halton",C,CU,349200,385350,53.362569750,-2.764819567,52,36,4744,136,701,58,8,3,7,3,1,80,5697
2006,990013,"Counted","Manual count","South East","East Sussex",B2202,BU,558810,109790,50.865809790,0.255409973,81,56,6685,53,773,64,8,3,2,1,0,78,7645
2006,990015,"Counted","Manual count","Yorkshire and The Humber","East Riding of Yorkshire",B1244,BR,516400,446600,53.902503289,-0.229833235,21,42,6105,78,808,111,31,7,10,2,4,165,7198
2006,990016,"Counted","Manual count","East Midlands","Lincolnshire",B1195,BR,535000,367200,53.184774473,0.018848379,3,10,1166,6,204,84,5,4,7,9,6,115,1501
2006,990017,"Counted","Manual count","West Midlands","Warwickshire",B4533,BR,444500,271800,52.342480842,-1.348232084,41,69,4128,40,534,107,25,18,16,42,38,246,5017
2006,990019,"Counted","Manual count","Scotland","Fife",B9097,BR,311900,697800,56.164693398,-3.420226163,6,14,843,12,188,31,4,2,8,0,3,48,1105
2006,990021,"Counted","Manual count","South West","North Somerset",B3124,BR,346000,174800,51.469578021,-2.778811168,29,148,7887,18,883,76,18,1,4,1,6,106,9042
2006,990022,"Counted","Manual count","Scotland","Dundee City",C,CU,337800,731890,56.475006096,-3.011321084,24,53,10659,117,1167,286,31,12,8,8,3,348,12344
2006,990023,"Counted","Manual count","Yorkshire and The Humber","North Yorkshire",C,CR,439600,467400,54.100976576,-1.395918659,37,21,2510,22,358,42,9,16,21,11,15,114,3025
2006,990024,"Counted","Manual count","East of England","Suffolk",U,UU,587200,242000,52.044779696,0.728335960,33,7,501,2,41,7,2,1,1,0,0,11,562
2006,990025,"Counted","Manual count","West Midlands","Dudley",U,UU,389300,283090,52.445667966,-2.158852696,37,13,2955,84,287,7,0,0,0,0,0,7,3346
2006,990026,"Estimated","Estimated using previous year's AADF on this link","South East","Surrey",U,UU,516600,156700,51.297498202,-0.328976490,27,4,440,2,36,6,0,0,0,0,1,7,489
2006,990027,"Counted","Manual count","London","Enfield",U,UU,537040,198465,51.668257001,-0.019783236,4,5,362,17,75,6,2,0,0,0,0,8,467
2006,990028,"Counted","Manual count","London","Hillingdon",U,UU,507500,182400,51.530287325,-0.451661799,15,7,354,0,31,1,2,0,1,0,0,4,396
2006,990030,"Counted","Manual count","West Midlands","Birmingham",B4124,BU,405500,290000,52.507869039,-1.920395924,38,55,12058,420,1011,131,11,3,0,1,1,147,13691
2006,990031,"Counted","Manual count","East of England","Peterborough",U,UU,519200,300700,52.591040102,-0.241815289,73,4,1701,12,121,8,2,0,0,0,0,10,1848
2006,990032,"Counted","Manual count","Scotland","Aberdeenshire",U,UR,358600,866020,57.682115441,-2.695906788,6,0,233,2,19,1,0,0,0,0,0,1,255
2006,990033,"Counted","Manual count","North East","Northumberland",U,UU,427000,576080,55.078444963,-1.578639683,9,25,2898,51,259,22,3,2,0,0,0,27,3260
2006,990034,"Counted","Manual count","East of England","Suffolk",U,UU,654820,294040,52.484720076,1.751659038,36,11,252,0,33,2,0,0,0,0,0,2,298
2006,990035,"Counted","Manual count","South East","East Sussex",U,UU,540990,100959,50.791062357,-0.001040027,3,1,333,0,33,2,0,4,0,0,0,6,373
2006,990036,"Counted","Manual count","South West","Gloucestershire",U,UU,385400,216980,51.851221359,-2.213368110,154,57,5858,117,581,15,2,1,0,1,0,19,6632
2006,990037,"Counted","Manual count","South East","West Sussex",U,UU,524300,105650,50.837042253,-0.236117806,39,14,1751,0,153,6,1,0,0,0,0,7,1925
2006,990038,"Counted","Manual count","South East","Surrey",U,UU,504600,162300,51.350163423,-0.499385266,69,13,1089,1,82,7,4,0,0,1,0,12,1197
2006,990039,"Counted","Manual count","South West","Swindon",U,UU,416200,187649,51.587467046,-1.767567526,76,42,2041,13,246,11,1,0,0,0,0,12,2354
2006,990040,"Counted","Manual count","East of England","Hertfordshire",U,UU,508200,192500,51.620932686,-0.438466725,3,5,1043,2,121,12,3,10,2,0,2,29,1200
2006,990041,"Counted","Manual count","East of England","Hertfordshire",U,UU,516325,207400,51.753224579,-0.316193884,26,4,772,2,48,5,0,0,0,0,0,5,831
2006,990042,"Counted","Manual count","Yorkshire and The Humber","York",U,UU,458000,454500,53.983309937,-1.117031273,146,11,620,3,85,4,0,0,0,0,6,10,729
2006,990053,"Counted","Manual count","East Midlands","Derby",B5020,BU,431029,334350,52.905695748,-1.540104314,44,61,9754,57,741,105,5,5,5,4,3,127,10740
2006,990054,"Counted","Manual count","East Midlands","Derbyshire",B5059,BU,405488,372914,53.253211083,-1.919203609,10,37,4491,48,517,70,30,60,20,22,19,221,5314
2006,990055,"Counted","Manual count","East Midlands","Nottingham",B679,BU,456770,336800,52.925620194,-1.156993243,169,130,17022,326,1720,301,73,55,32,56,86,603,19801
2006,990057,"Counted","Manual count","Yorkshire and The Humber","Wakefield",B6389,BU,434380,418800,53.664560325,-1.481174183,76,55,5092,39,740,51,8,6,0,0,0,65,5991
2006,990058,"Counted","Manual count","Yorkshire and The Humber","Bradford",B6145,BU,414760,433620,53.798679913,-1.777394357,67,146,18602,280,2341,408,44,18,40,68,33,611,21980
2006,990059,"Counted","Manual count","Yorkshire and The Humber","Bradford",B6141,BR,405390,434050,53.802724084,-1.919642399,15,34,1898,0,317,14,6,0,0,0,0,20,2269
2006,990060,"Counted","Manual count","North West","Trafford",B5213,BU,378450,394380,53.445742994,-2.325921958,123,124,14718,648,1678,265,24,6,8,11,2,316,17484
2006,990062,"Counted","Manual count","North West","Manchester",B6393,BU,387380,401400,53.509132903,-2.191758311,62,71,10530,340,1228,218,36,26,6,19,10,315,12484
2006,990063,"Counted","Manual count","North West","Salford",B6186,BU,381850,399540,53.492251662,-2.275032457,62,48,10866,29,1661,272,34,50,8,19,8,391,12995
2006,990064,"Counted","Manual count","North West","Wigan",B5375,BU,357400,406360,53.552131727,-2.644464098,23,39,6559,131,678,66,10,0,4,4,2,86,7493
2006,990066,"Counted","Manual count","South West","Devon",B3233,BU,253290,132480,51.072844897,-4.095485575,109,174,8116,153,1139,57,18,6,0,0,4,85,9667
2006,990067,"Estimated","Estimated using previous year's AADF on this link","South West","Devon",B3227,BR,247660,118110,50.942251821,-4.169750273,0,17,931,37,267,11,11,2,0,0,3,27,1279
2006,990068,"Counted","Manual count","South West","Bristol, City of",B4465,BU,362200,174140,51.464961372,-2.545528114,73,132,12893,195,2191,366,46,15,4,8,7,446,15857
2006,990069,"Counted","Manual count","South West","Bristol, City of",B4056,BU,357800,176670,51.487396687,-2.609166258,353,162,12038,126,1264,106,21,23,4,2,9,165,13755
2006,990070,"Counted","Manual count","South West","South Gloucestershire",B4059,BU,371670,183390,51.548685420,-2.409956416,38,77,13535,100,1275,271,74,37,5,26,70,483,15470
2006,990074,"Counted","Manual count","South East","East Sussex",B2100,BU,552070,130710,51.055605038,0.168440782,27,64,6970,46,827,129,26,14,1,6,8,184,8091
2006,990075,"Counted","Manual count","South East","West Sussex",B2110,BU,538810,138060,51.125013027,-0.017811065,18,66,8759,40,614,81,8,6,0,2,1,98,9577
2006,990077,"Counted","Manual count","South East","West Sussex",B2139,BR,509040,114440,50.919130272,-0.450123880,23,49,7741,31,645,94,3,8,0,2,4,111,8577
2006,990078,"Counted","Manual count","South East","Portsmouth",B2154,BU,464300,99380,50.790432993,-1.089137883,673,101,6867,371,723,80,14,2,7,2,4,109,8171
2006,990079,"Counted","Manual count","North East","Gateshead",B6317,BU,420240,561890,54.951253724,-1.685517056,5,41,13952,250,1587,208,19,11,16,7,14,275,16105
2006,990080,"Counted","Manual count","South East","Bracknell Forest",B3408,BU,485610,169630,51.419231477,-0.770232281,39,89,12595,97,987,194,17,22,42,8,12,295,14063
2006,990081,"Counted","Manual count","South East","Windsor and Maidenhead",B4447,BR,488110,183970,51.547755299,-0.730715723,25,27,6445,38,733,72,16,1,27,13,3,132,7375
2006,990082,"Counted","Manual count","South East","Wokingham",B3349,BU,480450,168480,51.409648014,-0.844682068,176,86,5665,89,1039,291,22,22,16,27,14,392,7271
2006,990083,"Counted","Manual count","South East","Wokingham",B3349,BR,471710,165550,51.384477701,-0.970913431,53,18,5822,45,840,175,15,9,20,3,11,233,6958
2006,990084,"Counted","Manual count","South East","Oxfordshire",B4493,BU,451890,189922,51.605753461,-1.252120356,132,145,7824,95,961,74,9,1,11,0,0,95,9120
2006,990086,"Counted","Manual count","South East","Buckinghamshire",B4544,BU,485490,210850,51.789785163,-0.761921639,11,47,6496,24,870,69,11,5,1,1,3,90,7527
2006,990087,"Counted","Manual count","South East","Buckinghamshire",B4032,BR,483900,227400,51.938791395,-0.780954376,6,9,1936,12,282,53,7,10,10,7,4,91,2330
2006,990088,"Counted","Manual count","South East","Buckinghamshire",B4011,BR,467520,210620,51.790171476,-1.022458929,6,53,4277,24,636,134,17,6,7,11,0,175,5165
2006,990089,"Counted","Manual count","East of England","Hertfordshire",B158,BU,532370,213460,51.804121717,-0.081572343,64,111,8026,69,979,48,7,8,2,0,0,65,9250
2006,990090,"Counted","Manual count","East of England","Hertfordshire",B652,BU,514340,214770,51.819868975,-0.342511623,56,64,7543,60,923,66,6,10,3,1,2,88,8678
2006,990091,"Counted","Manual count","West Midlands","Worcestershire",B4035,BU,404290,243580,52.090553208,-1.938798854,102,138,10283,102,1260,82,7,5,4,2,0,100,11883
2006,990092,"Counted","Manual count","West Midlands","Herefordshire, County of",B4361,BR,348400,264400,52.275316881,-2.757685184,4,8,1568,29,246,16,1,0,15,1,0,33,1884
2006,990093,"Counted","Manual count","North West","Cumbria",B6260,BR,362310,509530,54.479714601,-2.583189344,6,17,879,18,210,29,12,1,0,1,4,47,1171
2006,990094,"Estimated","Estimated using previous year's AADF on this link","North East","Durham",B6298,BR,416260,535620,54.715327919,-1.749123948,4,28,4831,29,725,96,11,4,0,0,0,111,5724
2006,990095,"Counted","Manual count","North East","Darlington",B6279,BU,431110,515950,54.537869926,-1.520702643,50,130,12823,147,1766,339,51,35,32,73,35,565,15431
2006,990096,"Counted","Manual count","North East","Middlesbrough",B6541,BU,448710,520090,54.573689306,-1.248029258,73,34,9043,382,1423,134,28,15,9,11,2,199,11081
2006,990097,"Counted","Manual count","West Midlands","Sandwell",B4149,BU,398650,291880,52.524794679,-2.021328083,38,92,6172,62,1623,266,100,67,18,74,105,630,8579
2006,990099,"Counted","Manual count","West Midlands","Solihull",B4025,BU,414580,279790,52.415916627,-1.787059998,53,75,16076,741,1078,58,25,6,3,6,3,101,18071
2006,990100,"Counted","Manual count","West Midlands","Solihull",B4102,BR,422500,281830,52.433989236,-1.670479296,25,102,6809,36,723,54,29,45,6,4,6,144,7814
2006,990101,"Counted","Manual count","West Midlands","Coventry",B4098,BU,432710,280530,52.421789159,-1.520434241,63,72,10855,207,1017,39,9,13,9,7,2,79,12230
2006,990102,"Counted","Manual count","South East","Milton Keynes",B526,BR,487000,245870,52.104332914,-0.731183436,20,79,4820,29,648,51,15,26,1,8,3,104,5680
2006,990104,"Counted","Manual count","East of England","Suffolk",B1115,BU,604400,258700,52.188648316,0.988812918,107,101,6629,40,579,78,9,6,6,4,2,105,7454
2006,990105,"Counted","Manual count","East of England","Cambridgeshire",B1052,BR,555780,246100,52.091325286,0.272468135,13,20,2086,8,402,66,6,1,6,12,22,113,2629
2006,990106,"Counted","Manual count","East of England","Cambridgeshire",B1040,BR,528640,264860,52.266862953,-0.116323392,19,35,4742,47,732,101,39,261,23,25,82,531,6087
2006,990107,"Counted","Manual count","East of England","Peterborough",B1443,BR,507850,305250,52.634295593,-0.407806235,22,14,2609,36,338,49,4,1,12,3,5,74,3071
2006,990108,"Counted","Manual count","South East","Hampshire",B3046,BR,457470,136340,51.123470787,-1.180199585,9,9,711,8,126,9,7,0,0,2,1,19,873
2006,990110,"Counted","Manual count","South East","Hampshire",B3349,BR,473310,158650,51.322241402,-0.949345078,16,98,6212,14,836,159,23,17,10,21,21,251,7411
2006,990111,"Counted","Manual count","South East","Hampshire",B2177,BR,451740,120050,50.977545715,-1.264390094,14,134,5294,45,952,188,28,20,16,25,23,300,6725
2006,990112,"Counted","Manual count","South East","Southampton",B3028,BU,442930,111630,50.902557088,-1.390860770,104,143,10923,26,2293,574,83,116,12,37,18,840,14225
2006,990114,"Counted","Manual count","North West","Knowsley",B5178,BR,346610,387250,53.379390623,-2.804056239,15,26,2739,227,326,62,4,2,0,1,1,70,3388
2006,990116,"Counted","Manual count","West Midlands","Shropshire",B4364,BU,370885,293115,52.535114815,-2.430660474,23,32,4702,37,502,64,7,7,2,1,3,84,5357
