AADFYear,CP,Estimation_method,Estimation_method_detailed,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2012,944914,"Counted","Manual count","South East","Buckinghamshire",U,UR,488627,199787,51.689854078,-0.719266106,30,18,1974,1,215,7,0,0,0,0,0,7,2215
2012,944915,"Counted","Manual count","South East","Buckinghamshire",U,UR,495016,197967,51.672451234,-0.627361238,2,1,318,0,32,0,0,0,0,0,0,0,351
2012,944918,"Counted","Manual count","South East","Buckinghamshire",U,UU,483343,212805,51.807682209,-0.792573224,4,1,820,0,69,2,0,0,0,0,0,2,892
2012,944923,"Counted","Manual count","South East","Buckinghamshire",U,UU,482757,212624,51.806142127,-0.801113877,12,4,425,1,56,0,0,0,0,0,0,0,486
2012,944929,"Counted","Manual count","South East","Buckinghamshire",U,UU,500174,181573,51.524199562,-0.557471789,5,16,2447,22,336,9,0,2,1,0,0,12,2833
2012,944931,"Counted","Manual count","South East","Buckinghamshire",U,UU,481374,214368,51.822021788,-0.820758916,18,26,634,0,399,39,3,1,2,12,5,63,1121
2012,944932,"Counted","Manual count","South East","Buckinghamshire",U,UU,476592,195772,51.655529617,-0.894213258,0,1,499,4,61,0,0,0,0,0,0,0,565
2012,944933,"Counted","Manual count","South East","Buckinghamshire",U,UU,499247,190681,51.606230831,-0.568260263,4,1,238,0,49,0,4,0,0,0,0,4,291
2012,944935,"Counted","Manual count","South East","Buckinghamshire",U,UU,481690,212099,51.801579560,-0.816709376,45,1,471,0,98,0,0,1,0,0,0,1,571
2012,944936,"Counted","Manual count","South East","Buckinghamshire",U,UU,483333,213469,51.813652385,-0.792558763,14,2,688,0,81,0,0,0,0,0,0,0,772
2012,944937,"Counted","Manual count","South East","Buckinghamshire",U,UU,500096,186548,51.568931371,-0.557182011,1,0,354,3,60,2,1,0,0,0,0,3,419
2012,944938,"Counted","Manual count","South East","Buckinghamshire",U,UU,500087,189171,51.592509763,-0.556565066,20,1,853,4,37,3,2,0,0,0,0,5,900
2012,944940,"Counted","Manual count","South East","Buckinghamshire",U,UU,483764,186497,51.571132451,-0.792774961,11,7,778,0,101,2,0,0,0,0,0,2,888
2012,944941,"Counted","Manual count","South East","Buckinghamshire",U,UU,498563,193572,51.632336604,-0.577321680,9,7,516,0,84,6,0,0,0,0,0,6,615
2012,944944,"Counted","Manual count","South East","Buckinghamshire",U,UU,503897,180937,51.517811096,-0.504014620,3,20,347,5,43,3,0,0,0,0,0,3,418
2012,944947,"Counted","Manual count","South East","Buckinghamshire",U,UU,501985,184100,51.546589623,-0.530645780,39,35,1795,1,226,10,2,3,0,0,0,15,2072
2012,944951,"Counted","Manual count","South East","Buckinghamshire",U,UU,487800,193853,51.636643075,-0.732715690,6,2,910,0,138,5,4,1,0,0,1,11,1060
2012,944952,"Counted","Manual count","South East","East Sussex",B2096,BR,560217,121111,50.967143972,0.280355322,13,49,4850,34,1029,83,10,12,3,2,4,113,6075
2012,944953,"Counted","Manual count","South East","East Sussex",B2244,BR,577081,122915,50.978417635,0.521164817,0,44,2977,11,700,61,6,51,13,4,7,142,3873
2012,944956,"Counted","Manual count","South East","East Sussex",B2102,BR,555504,121935,50.975838559,0.213641618,2,12,1421,10,347,52,4,17,2,4,1,79,1868
2012,944958,"Counted","Manual count","South East","East Sussex",B2088,BR,583600,123628,50.982782512,0.614287019,16,9,1313,26,162,21,4,0,0,0,1,27,1537
2012,944961,"Counted","Manual count","South East","East Sussex",B2204,BR,571736,115427,50.912762060,0.441571782,12,48,7212,64,1309,89,15,5,10,5,8,131,8765
2012,944963,"Counted","Manual count","South East","East Sussex",B2026,BR,546586,127093,51.024526859,0.088786403,21,31,3682,6,759,69,12,5,1,7,1,96,4574
2012,944965,"Counted","Manual count","South East","East Sussex",B2110,BR,543968,134716,51.093690957,0.054512724,156,32,6297,46,813,44,6,8,0,0,0,58,7246
2012,944966,"Counted","Manual count","South East","East Sussex",B2110,BR,548310,135825,51.102550878,0.116927832,46,56,3710,30,634,46,7,10,4,1,3,70,4500
2012,944967,"Counted","Manual count","South East","East Sussex",B2102,BR,555404,121599,50.972846380,0.212074857,17,57,4538,38,837,73,17,20,7,7,4,129,5599
2012,944968,"Counted","Manual count","South East","East Sussex",B2089,BR,588708,118909,50.938744312,0.684528639,23,25,2166,15,453,63,12,10,2,12,10,109,2769
2012,944975,"Counted","Manual count","South East","East Sussex",B2182,BU,574594,107949,50.844723004,0.478618093,48,45,6713,152,815,17,10,0,2,0,0,29,7755
2012,944976,"Counted","Manual count","South East","East Sussex",B2092,BU,578545,110619,50.867504558,0.535982500,47,147,13115,57,1878,168,25,27,10,6,6,242,15439
2012,944977,"Counted","Manual count","South East","East Sussex",B2157,BU,552868,130884,51.056956843,0.179891716,21,21,5044,7,590,70,9,3,5,1,2,89,5751
2012,944982,"Counted","Manual count","South East","East Sussex",C,CR,576029,126299,51.009140539,0.507833130,0,16,1057,2,233,15,2,1,3,1,1,23,1331
2012,944984,"Counted","Manual count","South East","East Sussex",C,CR,555377,128693,51.036596905,0.214724776,0,11,1569,0,271,16,0,11,0,0,0,27,1878
2012,944994,"Counted","Manual count","South East","East Sussex",C,CR,555487,118492,50.944905768,0.211929739,6,10,862,2,185,8,0,1,0,0,0,9,1068
2012,944996,"Counted","Manual count","South East","East Sussex",C,CR,544149,121322,50.973281690,0.051772293,26,1,277,2,65,9,1,0,0,0,0,10,355
2012,944999,"Counted","Manual count","South East","East Sussex",C,CR,544650,123821,50.995613320,0.059897099,10,3,223,0,44,1,1,0,1,0,0,3,273
2012,945001,"Counted","Manual count","South East","East Sussex",C214,CR,564634,125749,51.007570763,0.345304260,7,11,1506,2,210,23,2,3,0,0,0,27,1756
2012,945003,"Estimated","Estimated using previous year's AADF on this link","South East","East Sussex",C,CR,549583,114676,50.912175457,0.126387082,7,4,482,2,153,6,0,1,0,0,0,7,648
2012,945004,"Counted","Manual count","South East","East Sussex",C,CR,576711,116805,50.923641126,0.512936430,4,25,2129,15,423,21,8,2,1,0,1,32,2624
2012,945005,"Counted","Manual count","South East","East Sussex",C,CR,551009,112300,50.890453533,0.145674380,5,0,301,2,83,13,1,2,6,2,0,23,410
2012,945009,"Counted","Manual count","South East","East Sussex",C,CU,581502,110359,50.864248815,0.577831296,13,18,2413,3,297,13,2,0,0,0,0,14,2745
2012,945012,"Counted","Manual count","South East","East Sussex",C,CU,573143,123411,50.984070287,0.465359830,7,3,1099,26,174,23,6,7,0,3,1,41,1343
2012,945014,"Counted","Manual count","South East","East Sussex",C,CU,548267,100301,50.783335222,0.101866452,14,4,1738,0,211,15,1,2,0,0,0,18,1971
2012,945015,"Counted","Manual count","South East","East Sussex",C,CU,561338,98441,50.763135750,0.286317948,8,1,744,9,97,10,2,0,0,0,0,12,863
2012,945019,"Counted","Manual count","South East","East Sussex",C,CU,540377,102086,50.801339486,-0.009301158,24,33,2634,3,364,19,2,0,0,0,0,21,3055
2012,945020,"Counted","Manual count","South East","East Sussex",C,CU,581356,115382,50.909417757,0.578249705,9,6,1112,4,223,4,4,0,0,0,0,8,1353
2012,945021,"Counted","Manual count","South East","East Sussex",C,CU,551195,129440,51.044423935,0.155435356,13,38,3254,49,572,55,11,12,7,3,8,95,4008
2012,945022,"Counted","Manual count","South East","East Sussex",U,UR,574012,124210,50.990986585,0.478110308,21,39,1673,35,261,24,6,1,3,3,2,38,2047
2012,945023,"Counted","Manual count","South East","East Sussex",U,UR,540604,109187,50.865101457,-0.003360393,95,64,5105,35,755,61,8,11,2,2,3,87,6046
2012,945026,"Counted","Manual count","South East","East Sussex",U,UR,576191,108972,50.853429789,0.501771175,0,2,71,0,23,0,0,0,0,0,0,0,96
2012,945032,"Counted","Manual count","South East","East Sussex",U,UR,542308,100613,50.787631072,0.017513193,2,2,527,0,153,2,0,0,0,0,0,2,684
2012,945033,"Counted","Manual count","South East","East Sussex",U,UR,571062,118785,50.943131117,0.433567759,2,22,597,0,127,4,0,0,0,0,0,4,750
2012,945036,"Counted","Manual count","South East","East Sussex",U,UR,563256,112745,50.891123283,0.319854048,14,6,279,0,46,2,0,0,0,0,0,2,334
2012,945039,"Counted","Manual count","South East","East Sussex",C,CR,536434,113307,50.903127224,-0.061043462,24,11,1034,23,146,11,0,3,1,0,0,15,1230
2012,945043,"Counted","Manual count","South East","East Sussex",U,UU,562587,100731,50.783363762,0.305024334,18,1,280,0,43,4,3,0,0,0,0,7,332
2012,945046,"Counted","Manual count","South East","East Sussex",U,UU,578779,112786,50.886899727,0.540363198,6,2,481,0,45,1,4,0,0,0,0,4,533
2012,945047,"Counted","Manual count","South East","East Sussex",U,UU,540675,110537,50.877216604,-0.001833342,5,0,671,0,49,0,2,0,0,0,0,2,723
2012,945049,"Counted","Manual count","South East","East Sussex",U,UU,541602,111043,50.881537765,0.011530093,32,5,2097,36,312,6,2,0,0,0,0,8,2457
2012,945051,"Counted","Manual count","South East","East Sussex",U,UU,558907,101675,50.792865574,0.253272841,1,2,562,0,95,7,6,2,0,0,0,15,674
2012,945053,"Counted","Manual count","South East","East Sussex",U,UU,563257,102042,50.794955279,0.315102388,8,1,225,0,40,0,0,0,0,0,0,0,266
2012,945055,"Counted","Manual count","South East","East Sussex",U,UU,574583,108790,50.852281907,0.478862594,18,9,889,5,117,0,2,0,0,0,0,2,1022
2012,945057,"Counted","Manual count","South East","East Sussex",U,UU,558357,121542,50.971530534,0.254075703,19,10,607,0,129,7,1,0,0,0,0,8,754
2012,945063,"Counted","Manual count","South East","East Sussex",U,UU,559087,100775,50.784729208,0.255435335,69,6,1249,2,152,2,0,0,0,0,0,2,1410
2012,945066,"Counted","Manual count","South East","East Sussex",U,UU,573798,107897,50.844495299,0.467298032,30,80,2860,52,912,51,11,7,4,3,2,78,3982
2012,945067,"Counted","Manual count","South East","East Sussex",U,UU,565155,103647,50.808838953,0.342730705,4,5,191,0,42,0,0,0,0,0,0,0,238
2012,945072,"Counted","Manual count","South East","East Sussex",U,UU,580535,109352,50.855505006,0.563608313,20,23,1456,13,189,12,2,0,0,0,0,14,1695
2012,945073,"Counted","Manual count","South East","East Sussex",U,UU,574237,108302,50.848001922,0.473719997,20,12,857,3,129,6,6,0,0,0,0,11,1013
2012,945075,"Counted","Manual count","South East","East Sussex",U,UU,563470,101359,50.788758403,0.317818389,21,27,4050,85,473,22,2,3,1,0,0,28,4664
2012,945078,"Counted","Manual count","South East","East Sussex",U,UU,549580,100222,50.782288351,0.120446267,45,19,2881,1,599,49,14,7,1,2,1,74,3573
2012,945082,"Counted","Manual count","South East","East Sussex",U,UU,542065,110942,50.880516543,0.018068156,25,9,283,6,76,2,0,0,0,0,0,2,376
2012,945084,"Counted","Manual count","South East","East Sussex",U,UU,562643,103295,50.806386285,0.306952333,13,8,769,0,88,0,1,0,0,0,0,1,866
2012,945085,"Counted","Manual count","South East","East Sussex",U,UU,541424,110351,50.875362391,0.008733999,23,1,233,1,50,2,2,0,0,0,0,3,288
2012,945088,"Counted","Manual count","South East","East Sussex",U,UU,540217,102046,50.801018706,-0.011585491,3,6,246,0,45,1,0,0,0,0,0,1,297
2012,945089,"Counted","Manual count","South East","East Sussex",U,UU,587465,112112,50.878094405,0.663368977,4,10,664,0,88,5,0,0,0,0,0,5,766
2012,945092,"Counted","Manual count","South East","Hampshire",B3048,BR,441954,143696,51.190955718,-1.401034272,5,10,683,3,131,12,0,0,4,0,0,16,842
2012,945093,"Counted","Manual count","South East","Hampshire",B3004,BR,483157,132812,51.088605926,-0.814045530,16,48,7455,31,998,73,11,2,0,0,3,89,8622
2012,945095,"Counted","Manual count","South East","Hampshire",B3404,BR,451201,129419,51.061834953,-1.270747071,9,52,5401,68,596,42,11,2,0,3,1,59,6175
2012,945098,"Counted","Manual count","South East","Hampshire",B3006,BR,476912,130382,51.067629285,-0.903710988,23,82,6731,29,1591,125,3,0,0,0,0,128,8561
2012,945099,"Counted","Manual count","South East","Hampshire",B3272,BR,480171,161274,51.344906691,-0.850316367,52,50,5859,51,733,74,17,54,8,4,6,164,6858
2012,945100,"Counted","Manual count","South East","Hampshire",B2177,BR,463131,108094,50.868912346,-1.104222476,126,107,4732,10,697,77,9,36,3,2,1,128,5674
2012,945102,"Counted","Manual count","South East","Hampshire",B3342,BR,448700,115037,50.932735110,-1.308357462,57,102,10888,83,1415,276,38,20,2,30,26,392,12880
2012,945103,"Counted","Manual count","South East","Hampshire",B3400,BR,448199,148540,51.234018028,-1.311027606,23,30,3672,65,720,96,16,11,4,2,2,131,4618
2012,945104,"Counted","Manual count","South East","Hampshire",B3347,BR,415660,96962,50.772034603,-1.779285504,25,85,5046,23,919,146,19,9,7,6,6,194,6267
2012,945110,"Counted","Manual count","South East","Hampshire",B2177,BR,463508,107794,50.866173724,-1.098917670,108,143,4828,16,690,68,4,7,9,5,3,97,5774
2012,945112,"Counted","Manual count","South East","Hampshire",B3084,BR,434181,123296,51.008040104,-1.514183515,28,21,1674,2,223,36,7,3,3,0,1,49,1969
2012,945113,"Counted","Manual count","South East","Hampshire",B3420,BR,446383,133181,51.096069561,-1.339012319,9,76,9122,116,841,135,24,20,15,5,11,209,10365
2012,945117,"Counted","Manual count","South East","Hampshire",B3016,BR,474925,152745,51.268944155,-0.927410773,18,21,3430,16,524,42,14,12,2,1,2,74,4066
2012,945118,"Counted","Manual count","South East","Hampshire",B3046,BR,460768,143823,51.190410455,-1.131819219,16,29,1204,6,148,15,1,5,3,3,4,30,1416
2012,945121,"Counted","Manual count","South East","Hampshire",B3055,BR,436028,101775,50.814410558,-1.489977002,34,37,1815,6,208,24,0,5,0,0,0,30,2096
2012,945123,"Counted","Manual count","South East","Hampshire",B3400,BR,441885,146529,51.216433490,-1.401691802,4,26,3104,53,501,73,7,8,15,12,8,122,3808
2012,945125,"Counted","Manual count","South East","Hampshire",B3048,BR,440296,151853,51.264417798,-1.423843688,48,11,965,6,150,19,0,1,8,0,0,27,1159
2012,945127,"Counted","Manual count","South East","Hampshire",B3079,BR,426959,115606,50.939273436,-1.617685600,20,30,1512,4,282,16,4,0,0,2,0,22,1850
2012,945128,"Counted","Manual count","South East","Hampshire",B3051,BR,456274,162582,51.359530462,-1.193171277,18,108,4870,19,651,74,9,11,3,3,3,103,5751
2012,945131,"Counted","Manual count","South East","Hampshire",B3400,BR,444855,147217,51.222394518,-1.359085614,6,23,2752,38,486,70,13,0,2,3,1,89,3388
2012,945132,"Counted","Manual count","South East","Hampshire",B3078,BR,419388,116467,50.947318521,-1.725390602,41,33,2980,4,550,54,7,0,1,0,1,64,3630
2012,945133,"Counted","Manual count","South East","Hampshire",B3054,BR,440624,105196,50.844869112,-1.424365478,81,71,4617,32,637,56,21,16,3,7,8,112,5467
2012,945136,"Counted","Manual count","South East","Hampshire",B3084,BR,425203,141986,51.176560717,-1.640847761,18,43,2698,9,445,51,9,16,3,10,13,102,3298
2012,945142,"Counted","Manual count","South East","Hampshire",B3078,BR,414950,114207,50.927127290,-1.788655547,105,59,7756,48,1256,211,24,12,8,14,18,288,9406
2012,945143,"Counted","Manual count","South East","Hampshire",B3055,BU,424196,96548,50.768020145,-1.658262087,11,69,7538,10,1137,50,12,2,1,5,1,70,8824
2012,945147,"Counted","Manual count","South East","Hampshire",B3354,BU,449624,117741,50.956969926,-1.294842150,137,124,11461,65,1633,219,25,35,4,13,6,302,13585
2012,945149,"Counted","Manual count","South East","Hampshire",B3043,BU,442904,121676,50.992890728,-1.390049970,70,87,6524,20,863,70,6,9,7,20,2,113,7607
2012,945150,"Counted","Manual count","South East","Hampshire",B3333,BU,458293,99392,50.791174947,-1.174347817,1544,340,17158,124,1710,85,30,6,2,0,1,124,19456
2012,945151,"Counted","Manual count","South East","Hampshire",B3385,BU,457111,102831,50.822214629,-1.190581391,229,381,21352,99,2340,161,23,15,9,30,24,262,24434
2012,945152,"Counted","Manual count","South East","Hampshire",B3272,BU,481335,161056,51.342781760,-0.833657450,31,60,8032,28,986,75,53,82,11,4,6,231,9336
2012,945153,"Counted","Manual count","South East","Hampshire",B2150,BU,464898,113011,50.912926950,-1.078243314,5,11,2748,44,488,37,6,4,0,0,0,47,3338
2012,945156,"Counted","Manual count","South East","Hampshire",B2147,BU,474881,106577,50.853872792,-0.937582830,72,33,4261,42,689,30,9,8,0,0,1,48,5074
2012,945157,"Counted","Manual count","South East","Hampshire",B2149,BU,471669,107072,50.858729676,-0.983109039,154,163,14230,256,2525,284,80,41,17,61,68,550,17725
2012,945159,"Counted","Manual count","South East","Hampshire",B3004,BU,473105,140252,51.156862974,-0.956036374,8,35,4460,13,827,254,52,87,8,73,59,532,5867
2012,945160,"Counted","Manual count","South East","Hampshire",B3011,BU,476391,156873,51.305861174,-0.905519564,31,61,8341,42,1155,105,35,23,12,5,9,190,9788
2012,945161,"Counted","Manual count","South East","Hampshire",B3040,BU,448001,129537,51.063171791,-1.316391296,130,114,8290,179,1037,155,18,3,3,1,1,181,9802
2012,945166,"Counted","Manual count","South East","Hampshire",B3404,BU,449272,129436,51.062156223,-1.298269001,33,48,6841,64,650,93,3,1,0,1,3,101,7703
2012,945174,"Counted","Manual count","South East","Hampshire",C,CR,429819,145194,51.205184887,-1.574551626,25,0,613,0,69,23,0,0,0,0,0,23,705
2012,945175,"Counted","Manual count","South East","Hampshire",C,CR,468584,162007,51.353010657,-1.016509321,37,1,530,0,70,5,1,0,2,0,0,8,610
2012,945179,"Counted","Manual count","South East","Hampshire",C,CR,454370,154010,51.282645440,-1.221818886,5,3,115,0,24,4,0,0,0,0,0,4,146
2012,945180,"Counted","Manual count","South East","Hampshire",C,CR,459467,111869,50.903242854,-1.155671769,19,5,645,6,46,4,0,0,1,0,0,4,706
2012,945186,"Counted","Manual count","South East","Hampshire",C,CR,430675,144047,51.194826289,-1.562396865,13,8,684,0,114,4,1,0,0,0,0,4,810
2012,945187,"Counted","Manual count","South East","Hampshire",C,CR,462490,162494,51.358090757,-1.103922714,21,3,1509,4,234,13,0,1,0,0,0,14,1763
2012,945189,"Counted","Manual count","South East","Hampshire",C,CR,427242,129700,51.065993828,-1.612604681,11,3,410,5,56,4,3,0,0,0,0,6,481
2012,945193,"Counted","Manual count","South East","Hampshire",C,CR,443780,142148,51.176900397,-1.375094655,13,18,1216,8,209,67,6,13,2,6,2,96,1548
2012,945197,"Counted","Manual count","South East","Hampshire",C,CR,468010,122250,50.995637334,-1.032260599,33,13,866,18,136,19,1,1,1,0,0,22,1055
2012,945206,"Counted","Manual count","South East","Hampshire",C,CR,412462,115423,50.938120547,-1.824014659,9,4,1140,2,143,33,1,3,0,0,1,39,1328
2012,945213,"Counted","Manual count","South East","Hampshire",C,CR,457669,117965,50.958236621,-1.180276262,29,2,77,0,9,1,0,0,0,0,0,1,89
2012,945215,"Counted","Manual count","South East","Hampshire",C,CR,463846,124270,51.014275590,-1.091232878,58,0,279,0,37,2,0,0,0,0,0,2,318
2012,945216,"Counted","Manual count","South East","Hampshire",C,CR,425379,117303,50.954604497,-1.640054282,46,9,1185,7,194,28,5,0,0,0,0,34,1429
2012,945218,"Counted","Manual count","South East","Hampshire",C,CR,451695,105539,50.847072141,-1.267082410,49,12,603,0,127,19,2,1,0,0,2,24,766
2012,945219,"Counted","Manual count","South East","Hampshire",C,CR,434624,125485,51.027696914,-1.507661275,7,3,781,9,138,15,2,3,3,1,0,24,954
2012,945221,"Counted","Manual count","South East","Hampshire",C,CR,462014,141838,51.172429956,-1.114333773,3,3,504,1,90,14,2,1,0,0,0,18,615
2012,945222,"Counted","Manual count","South East","Hampshire",C,CR,436560,118338,50.963312495,-1.480773752,17,4,64,0,22,0,1,0,0,0,11,12,103
2012,945224,"Counted","Manual count","South East","Hampshire",B3051,CR,451701,156637,51.306512848,-1.259704269,23,50,2317,6,376,43,2,18,2,0,1,67,2815
2012,945227,"Counted","Manual count","South East","Hampshire",C,CR,450452,143955,51.192599090,-1.279404070,5,4,285,0,37,3,1,1,1,0,0,6,333
2012,945229,"Counted","Manual count","South East","Hampshire",C,CR,457153,121160,50.987015371,-1.187121140,7,31,1861,0,299,12,2,2,0,1,1,17,2208
2012,945236,"Counted","Manual count","South East","Hampshire",C,CU,465134,111719,50.901283770,-1.075117013,36,21,3143,18,408,22,8,0,4,0,0,33,3624
2012,945237,"Counted","Manual count","South East","Hampshire",C,CU,483386,154095,51.279907005,-0.805843294,106,157,13669,66,1537,159,35,48,2,20,11,275,15705
2012,945239,"Counted","Manual count","South East","Hampshire",C,CU,461890,105327,50.844167095,-1.122322935,234,60,5260,119,722,32,12,1,1,0,0,46,6208
2012,945240,"Counted","Manual count","South East","Hampshire",C,CU,449959,112827,50.912756089,-1.290745083,28,42,5557,79,794,72,5,0,0,0,0,78,6550
2012,945241,"Counted","Manual count","South East","Hampshire",C,CU,475110,123086,51.002272042,-0.930933894,81,23,1753,0,213,21,3,0,0,0,0,24,2013
2012,945242,"Counted","Manual count","South East","Hampshire",C,CU,428470,92913,50.735139599,-1.597937331,0,1,397,0,89,8,2,4,0,0,0,15,502
2012,945246,"Counted","Manual count","South East","Hampshire",C,CU,443888,122760,51.002563734,-1.375899496,12,24,4063,6,448,35,9,3,1,3,2,52,4594
2012,945249,"Counted","Manual count","South East","Hampshire",C,CU,473612,154680,51.286511201,-0.945829826,26,15,1724,14,191,13,1,0,0,0,0,14,1958
2012,945250,"Counted","Manual count","South East","Hampshire",C,CU,436283,144801,51.201278463,-1.482069087,20,8,1002,4,147,6,0,0,0,0,0,6,1168
2012,945251,"Counted","Manual count","South East","Hampshire",C,CU,461987,152802,51.271008197,-1.112827524,46,21,4103,80,449,19,7,0,0,0,2,28,4682
2012,945252,"Counted","Manual count","South East","Hampshire",C,CU,443005,103055,50.825445652,-1.390799486,58,24,3484,65,448,30,6,3,1,0,0,40,4061
2012,945254,"Counted","Manual count","South East","Hampshire",C,CU,442298,122139,50.997098647,-1.398630356,117,75,7526,32,493,28,10,2,0,0,1,41,8167
2012,945257,"Counted","Manual count","South East","Hampshire",C,CU,461581,101292,50.807919457,-1.127387635,455,31,705,0,79,8,0,0,0,0,0,8,822
2012,945263,"Counted","Manual count","South East","Hampshire",C,CU,444924,118106,50.960636571,-1.361709620,151,121,5975,139,535,63,15,1,0,0,0,79,6850
2012,945264,"Counted","Manual count","South East","Hampshire",C,CU,460340,147752,51.225780948,-1.137283368,30,19,4002,65,395,18,4,0,2,1,1,25,4506
2012,945265,"Counted","Manual count","South East","Hampshire",C,CU,441646,107959,50.869641488,-1.409536789,35,60,11042,41,1544,96,19,4,2,1,3,125,12813
2012,945268,"Counted","Manual count","South East","Hampshire",C,CU,444080,102067,50.816480933,-1.375656436,63,4,640,7,90,10,4,3,0,0,1,17,758
2012,945269,"Counted","Manual count","South East","Hampshire",C,CU,468783,112364,50.906660564,-1.023112044,60,27,4174,0,648,35,1,0,0,0,0,36,4886
2012,945270,"Counted","Manual count","South East","Hampshire",C,CU,480025,135324,51.111634465,-0.858199065,50,40,3710,117,625,31,0,4,0,0,0,35,4529
2012,945271,"Counted","Manual count","South East","Hampshire",C,CU,436319,121567,50.992362557,-1.483883738,71,28,6929,39,1012,205,25,42,0,11,11,293,8300
2012,945272,"Counted","Manual count","South East","Hampshire",C,CU,480937,160516,51.337983965,-0.839492868,63,25,3268,15,234,11,3,0,0,0,0,13,3556
2012,945274,"Counted","Manual count","South East","Hampshire",C,CU,480550,151302,51.255205426,-0.847123602,67,53,6241,53,766,70,10,10,2,2,0,94,7209
2012,945276,"Counted","Manual count","South East","Hampshire",C,CU,458838,101429,50.809435865,-1.166290862,82,21,979,11,128,1,3,1,0,0,0,4,1143
2012,945278,"Counted","Manual count","South East","Hampshire",C,CU,482577,135943,51.116837848,-0.821609656,29,12,1508,0,191,18,0,0,0,0,0,18,1729
2012,945280,"Counted","Manual count","South East","Hampshire",C,CU,486374,157359,51.308804736,-0.762224906,116,59,2516,73,295,4,0,2,0,0,0,6,2948
2012,945282,"Counted","Manual count","South East","Hampshire",C,CU,432933,96106,50.763617056,-1.534412944,155,56,4405,24,392,50,7,2,3,7,7,78,4954
2012,945283,"Counted","Manual count","South East","Hampshire",C,CU,434632,113522,50.920125788,-1.508682933,315,73,5602,51,564,27,8,3,1,0,0,38,6329
2012,945293,"Counted","Manual count","South East","Hampshire",U,UR,446252,134882,51.111374625,-1.340665454,16,16,1342,28,212,33,3,0,3,0,0,40,1637
2012,945296,"Counted","Manual count","South East","Hampshire",U,UR,483477,137395,51.129761242,-0.808418657,12,19,1625,0,263,23,0,0,4,0,0,28,1935
2012,945297,"Counted","Manual count","South East","Hampshire",U,UR,446539,125007,51.022560079,-1.337833549,14,0,99,0,8,4,0,0,0,0,0,4,112
2012,945299,"Counted","Manual count","South East","Hampshire",U,UR,443324,134966,51.112358163,-1.382479364,8,4,509,1,116,17,0,0,1,1,0,19,649
2012,945302,"Counted","Manual count","South East","Hampshire",U,UR,442615,134820,51.111098417,-1.392624269,20,11,308,17,78,3,1,0,1,0,0,5,419
2012,945312,"Counted","Manual count","South East","Hampshire",U,UR,430655,146722,51.218880034,-1.562455362,37,12,912,1,211,86,9,0,3,25,38,160,1297
2012,945313,"Counted","Manual count","South East","Hampshire",U,UR,472592,132071,51.083376250,-0.965015042,18,13,441,0,126,7,0,0,0,0,0,7,587
2012,945316,"Counted","Manual count","South East","Hampshire",U,UR,475950,146633,51.213860304,-0.914015721,60,14,613,2,87,9,2,1,1,0,0,13,728
2012,945318,"Counted","Manual count","South East","Hampshire",U,UR,456902,149506,51.241903523,-1.186233699,20,2,917,0,210,13,0,0,0,0,0,13,1142
2012,945321,"Counted","Manual count","South East","Hampshire",C,CR,427169,126718,51.039183276,-1.613869333,71,11,630,9,135,10,4,3,0,6,2,25,810
2012,945327,"Counted","Manual count","South East","Hampshire",U,UR,439233,139497,51.153392979,-1.440425673,14,0,321,8,36,3,0,0,0,0,0,3,369
2012,945330,"Counted","Manual count","South East","Hampshire",C,CR,423820,109572,50.885152001,-1.662751689,52,14,465,22,41,2,7,0,0,0,0,9,551
2012,945332,"Counted","Manual count","South East","Hampshire",U,UR,416135,110024,50.889480774,-1.771978535,49,0,1067,0,140,16,3,0,0,0,0,19,1226
2012,945334,"Counted","Manual count","South East","Hampshire",U,UR,428094,101585,50.813139676,-1.602605421,79,57,1997,30,194,29,5,0,0,0,0,34,2312
2012,945335,"Counted","Manual count","South East","Hampshire",U,UR,471917,103214,50.824011438,-0.980342237,12,7,573,0,45,1,0,0,0,0,0,1,626
2012,945345,"Counted","Manual count","South East","Hampshire",U,UU,458454,162359,51.357305828,-1.161901894,130,10,656,0,101,3,1,0,0,0,0,4,772
2012,945347,"Counted","Manual count","South East","Hampshire",U,UU,482183,155687,51.294393492,-0.822721449,10,12,3525,34,259,25,3,2,8,0,0,37,3867
2012,945350,"Counted","Manual count","South East","Hampshire",U,UU,452271,106208,50.853035952,-1.258806222,12,13,987,0,170,8,2,0,0,0,0,10,1180
2012,945355,"Counted","Manual count","South East","Hampshire",U,UU,435979,122181,50.997904864,-1.488667371,10,1,743,0,83,7,1,0,0,0,0,8,836
2012,945357,"Counted","Manual count","South East","Hampshire",U,UU,481094,160648,51.339148284,-0.837209528,10,4,740,3,91,2,1,0,0,0,0,2,840
2012,945359,"Counted","Manual count","South East","Hampshire",U,UU,476587,156515,51.302616411,-0.902785136,35,10,1775,6,184,7,6,0,0,0,0,12,1988
2012,945364,"Counted","Manual count","South East","Hampshire",U,UU,436250,113432,50.919217443,-1.485674515,66,11,1068,7,156,3,3,0,0,0,0,6,1248
