h3_index,latitude,longitude,bike_amenities,car_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,needs_amenities,other_amenities,pet_amenity,public_transport,shops_amenities,social_amenities,study_amenity,water_amenities,work_amenity,parking_area,traffic_count,number_stations,number_plugs,charger_rating,highway,voltage,has_charging_station,distance_to_center
88be084ac3fffff,-33.59330644612095,150.77931386252007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7089.399858013075,0.0,0.0,0.0,nothing,2.0,0.0,0,50.493676258568385
88be084ac9fffff,-33.602841297224565,150.79436264006077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29316.72759057475,0.0,0.0,0.0,nothing,5.0,0.0,0,48.74172519019926
88be084acbfffff,-33.60169839370867,150.78353361584743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10534.681851509307,0.0,0.0,0.0,nothing,6.0,0.0,0,49.62536600175806
88be084ad1fffff,-33.59940981161167,150.76187694955925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6325.451658163265,0.0,0.0,0.0,nothing,23.0,0.0,0,51.40692760956782
88be084ad3fffff,-33.598264133367586,150.7510493089725,1.0,11.0,0.0,29.0,6.0,0.0,1.0,2.0,5.0,67.0,0.0,11.0,0.0,3.0,3.0,0.0,0.0,55994.139683373214,0.0,0.0,0.0,nothing,71.0,0.0,0,52.30436001351432
88be084ad5fffff,-33.59216232322799,150.76848649799302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,51.37709313565952
88be084ad9fffff,-33.60780229096918,150.76609516870784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,50.55424797028018
88be084adbfffff,-33.606656906604464,150.75526632834698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,14.0,0.0,0,51.456619983286515
88be084addfffff,-33.60055456511491,150.77270505209887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,50.51385086770066
88be084ae7fffff,-33.563168446081406,150.7949139656491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,51.45668563256377
88be084b01fffff,-33.53373421402201,150.8928552782418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.6453068154115,0.0,0.0,0.0,nothing,0.0,0.0,0,47.43844817539454
88be084b03fffff,-33.5326003719959,150.88203229279432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,1.0,0.0,0,48.17553951269569
88be084b07fffff,-33.52534583945798,150.88862741318047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,48.40882184101011
88be084b0bfffff,-33.54098898696865,150.88625982740845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,47.21113344555234
88be084b11fffff,-33.538719124273356,150.8646128250467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,48.7232382002863
88be084b1bfffff,-33.54597225449759,150.8580148171457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3475.5547195720633,0.0,0.0,0.0,nothing,0.0,0.0,0,48.54423476369369
88be084b2bfffff,-33.51809092045335,150.89522146078608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,48.66200756138928
88be084b35fffff,-33.50856892364437,150.8801742759899,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,50.354195783898625
88be084b37fffff,-33.5074341934901,150.86935487482495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,51.0792360356002
88be084b49fffff,-33.56003102466125,150.91637108442416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,43.7979337957975
88be084b59fffff,-33.56502091250665,150.8881203056899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,45.095309924050966
88be084b5bfffff,-33.563886408775915,150.8772934439448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,45.87021694694493
88be084b5dfffff,-33.55776604712187,150.89471749088818,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,45.288235270995905
88be084b63fffff,-33.52761134558917,150.91027235041068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,46.97416469906041
88be084c03fffff,-33.55925479730717,150.6085512800589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,65.76815631439057
88be084c21fffff,-33.53753792576265,150.62840229533285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.343440043312,0.0,0.0,0.0,nothing,0.0,132000.0,0,65.50895607429993
88be084c23fffff,-33.53638127393258,150.61758652274577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,66.41631572856944
88be084c25fffff,-33.53029817927057,150.6350171619255,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,549.5815193082431,0.0,0.0,0.0,nothing,0.0,0.0,0,65.45357040955525
88be084c27fffff,-33.52914215975814,150.62420211930691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,66.35393982548077
88be084c29fffff,-33.54593364126465,150.63260333302716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,64.66868410989538
88be084c2bfffff,-33.54477727794218,150.621786359546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,65.57988445775611
88be084c39fffff,-33.55085831808017,150.60435212253955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,66.58696248961012
88be084c4bfffff,-33.58560068823905,150.63197596398336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11 kW,0.0,0.0,1,62.40897899573567
88be084c5dfffff,-33.584443926339496,150.62115392478813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,63.34473723106328
88be084c61fffff,-33.555484458677306,150.6476238773138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,62.92121795897912
88be084c63fffff,-33.55432930576505,150.63680523260993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,63.833310631654165
88be084c65fffff,-33.548243603998976,150.65423869038577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.745389314584,0.0,0.0,0.0,nothing,0.0,0.0,0,62.85556428312975
88be084c67fffff,-33.54708908334064,150.64342077688727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,63.76053303722097
88be084c69fffff,-33.56387978221618,150.65182783999748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,62.08696619614711
88be084c6dfffff,-33.556638689812836,150.65844299145667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.1592053954655,0.0,0.0,0.0,nothing,2.0,0.0,0,62.012235689522385
88be084d1bfffff,-33.52190265153536,150.63081664695036,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220.156537728348,0.0,0.0,0.0,nothing,0.0,0.0,0,66.30692363148394
88be084d41fffff,-33.52767038193489,150.68489289678857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,61.87784476883182
88be084d45fffff,-33.52042732297091,150.69150269841307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,61.88551495225181
88be084d4dfffff,-33.52882116511488,150.69570954932092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,nothing,0.0,330000.0,1,61.00384228863396
88be084d51fffff,-33.53260745602574,150.65664865653267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3845.1548415837483,0.0,0.0,0.0,nothing,0.0,0.0,0,63.662919077206546
88be084d69fffff,-33.51318387223787,150.6981114303216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,nothing,0.0,330000.0,1,61.90970028494804
88be084d6dfffff,-33.505940030250166,150.704719092598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,nothing,0.0,330000.0,1,61.95038164273288
88be084d91fffff,-33.50655370571631,150.56174822390935,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.4193931402756,0.0,0.0,0.0,nothing,0.0,0.0,0,72.56806351333927
88be084d93fffff,-33.50539159367319,150.5509384200644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,73.47880383528585
88be084d99fffff,-33.514951005720754,150.56594067304215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,71.73230286030639
88be084d9bfffff,-33.51378917949818,150.55512966776175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,72.64649634384962
88be084d9dfffff,-33.50771489880959,150.57255850262212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.4861533968788,0.0,0.0,0.0,nothing,0.0,0.0,0,71.66004232844224
88be084dc1fffff,-33.519589115795775,150.60918943348395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.7895741982611,0.0,0.0,0.0,nothing,0.0,0.0,0,68.10323319505281
88be084dc3fffff,-33.51843096784375,150.59837653395326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.8392253317858,0.0,0.0,0.0,nothing,0.0,0.0,0,69.00612446663372
88be084dc9fffff,-33.527985219717436,150.61338754746504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,67.25749076437653
88be084dcbfffff,-33.52682735931995,150.60257344713966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,68.16409589668038
88be084dd1fffff,-33.52450887814176,150.58094666399654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,69.98599039587288
88be084dd3fffff,-33.523348257705145,150.57013398265732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,70.9010550359106
88be084dd5fffff,-33.51727190006587,150.58756410687667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,69.91200936054342
88be084dd7fffff,-33.51611191263413,150.57675215299335,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.4861533968788,0.0,0.0,0.0,nothing,0.0,0.0,0,70.82077221236759
88be084dddfffff,-33.52566857873742,150.59175981907038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,69.07363415814409
88be084e11fffff,-33.624111354337096,150.62052089580246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,61.3441375888875
88be084e13fffff,-33.622953270807315,150.60969425824317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,62.304249974960925
88be084e15fffff,-33.61687216710386,150.6271431496951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,61.15169206795436
88be084e27fffff,-33.58791144376743,150.65362145422714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,60.54485224265975
88be084e2dfffff,-33.597460548409096,150.66865231770592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,nothing,0.0,330000.0,1,58.804896169881836
88be084e3bfffff,-33.60847576601668,150.62293915720957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,61.9246352310467
88be084e3dfffff,-33.60239259928787,150.64038444400254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.5247305799621,0.0,0.0,0.0,nothing,0.0,0.0,0,60.81541965254577
88be084e43fffff,-33.63597577056732,150.6572117633939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.8402609109428,0.0,2.0,0.0,nothing,0.0,330000.0,1,57.70822962205657
88be084e47fffff,-33.628734446920895,150.6638321595564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,nothing,0.0,330000.0,1,57.521594205361644
88be084e4bfffff,-33.64437142488682,150.66142075272674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,nothing,0.0,330000.0,1,56.949681203385744
88be084e4dfffff,-33.638283035851394,150.67887168073923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,55.79693340955187
88be084e61fffff,-33.614250607737425,150.6770697358276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,57.20013730144235
88be084e63fffff,-33.61309748729079,150.66624268105647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,nothing,0.0,330000.0,1,58.14049409034307
88be084e67fffff,-33.60585560547009,150.67286059497755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,nothing,0.0,330000.0,1,57.99928209208677
88be084e6bfffff,-33.62149272580613,150.67045148367308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,nothing,0.0,330000.0,1,57.35217900364663
88be084e8bfffff,-33.61831170031081,150.56639244378957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,66.16024205678626
88be084ec3fffff,-33.62787121812199,150.58141688616584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,64.45232453792845
88be084f03fffff,-33.56733883907275,150.68429018955726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,nothing,0.0,330000.0,1,59.35754376046077
88be084f05fffff,-33.56124639317362,150.70172412759416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,58.41032615278776
88be084f09fffff,-33.57688412157705,150.6993215354871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.35521264142653,0.0,0.0,0.0,nothing,40.0,132000.0,0,57.6086990607809
88be084f0bfffff,-33.57573323888669,150.68849861694162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,58.51608243491059
88be084f0dfffff,-33.569640264023526,150.70593409224045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6943.472143267227,0.0,0.0,0.0,nothing,1.0,0.0,0,57.55506432201771
88be084f15fffff,-33.5661867425409,150.67346893836694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,60.26407966535379
88be084f17fffff,-33.56503372353185,150.66264815493318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,132000.0,0,61.17393609613589
88be084f1bfffff,-33.58067027190373,150.66023835301658,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,60.43449270761675
88be084f1dfffff,-33.57458143318982,150.67767616521039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,nothing,0.0,330000.0,1,59.42685952274021
88be084f23fffff,-33.54445849212347,150.69330678707522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,nothing,0.0,330000.0,1,60.13519284298451
88be084f27fffff,-33.53721495567572,150.69991726249506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nothing,0.0,330000.0,1,60.12618605911534
88be084f2bfffff,-33.552852469040495,150.6975150259457,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439.699642568467,0.0,0.0,0.0,nothing,3.0,0.0,0,59.27043858874356
88be084f31fffff,-33.55054988037919,150.67587592333476,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1230.8093950627533,0.0,0.0,0.0,nothing,0.0,0.0,0,61.05574283607886
88be084f33fffff,-33.54939720306873,150.6650570727819,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1314.4735836114214,0.0,0.0,0.0,nothing,2.0,0.0,0,61.953918184248614
88be084f39fffff,-33.55894438607047,150.68008262509497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,nothing,0.0,330000.0,1,60.2041690474704
88be084f3bfffff,-33.55779199900078,150.66926257429748,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.71138314841377,0.0,0.0,0.0,nothing,0.0,0.0,0,61.10650352216011
88be084f3dfffff,-33.55170163575986,150.68669524130314,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1589.0205648252263,0.0,5.0,0.0,nothing,1.0,330000.0,1,60.16119459072531
88be084f41fffff,-33.5864278438761,150.71435661140646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,2.0,0.0,0,55.859985213545116
88be084f43fffff,-33.58527817621226,150.70353202650182,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,169.28035402148447,0.0,0.0,0.0,nothing,30.0,0.0,0,56.76826358668428
88be084f45fffff,-33.57918311725815,150.72096877005163,0.0,7.0,0.0,11.0,3.0,0.0,0.0,1.0,1.0,20.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,30110.73849924117,0.0,0.0,0.0,nothing,19.0,0.0,0,55.80477886932822
88be084f47fffff,-33.57803408109083,150.71014492010454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6085.558033669471,0.0,0.0,0.0,nothing,0.0,132000.0,0,56.704873266185054
88be084f4dfffff,-33.58757658783468,150.72518166143936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,0.0,0.0,0,54.955349646386196
88be084f53fffff,-33.59021850712716,150.6752688219972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,nothing,0.0,330000.0,1,58.69136650434306
88be084f55fffff,-33.58412758501296,150.69270790746813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing,2.0,0.0,0,57.680011750860565
88be084f57fffff,-33.58297607044822,150.68188425504786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,nothing,0.0,330000.0,1,58.59506681878599
