h3_index,bike_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,other_amenities,pet_amenity,social_amenities,water_amenities,parking_area,traffic_count,highway,public_transport,voltage,car_amenities,needs_amenities,shops_amenities,study_work_amenity,latitude,longitude,distance_to_center,number_stations,number_plugs,charger_rating,charger_rating_float,has_charging_station
88be08c527fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,44864.96396815014,1907057.3745173744,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.049969815068145,150.8142809002669,41.676043093695704,0.0,0.0,nothing,0.0,0
88be08c529fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,712261.2760136821,2780107.9696969697,39.0,0.0,0.0,1.0,0.0,1.0,1.0,-34.06675723394124,150.82277461087526,41.93136484521137,0.0,0.0,nothing,0.0,0
88be08c52bfffff,2.0,0.0,24.0,5.0,2.0,4.0,2.0,51.0,0.0,0.0,0.0,11266225.387106044,3061332.0636363635,110.0,9.0,0.0,8.0,20.0,3.0,0.0,-34.06561304422211,150.8118849057042,42.72723264824745,2.0,3.0,7 kW,7.0,1
88be08c52dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2374983.653211653,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-34.05950711660119,150.8294162747758,40.99019621030843,0.0,0.0,nothing,0.0,0
88be08c531fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,660350.2906493135,0.0,24.0,1.0,0.0,6.0,0.0,0.0,0.0,-34.06332183732411,150.79010688681618,44.34554194419357,0.0,0.0,nothing,0.0,0
88be08c533fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3271.137026239067,0.0,0.0,0.0,0.0,-34.0621748204844,150.779218574613,45.16702909525599,0.0,0.0,nothing,0.0,0
88be08c535fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1154.5189504373177,0.0,0.0,0.0,0.0,-34.05607363332038,150.79675079507078,43.42119672984348,0.0,0.0,nothing,0.0,0
88be08c537fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.938775510204,0.0,0.0,0.0,0.0,-34.054927254640766,150.78586322988627,44.24823143496583,0.0,0.0,nothing,0.0,0
88be08c539fffff,2.0,0.0,12.0,1.0,0.0,6.0,1.0,11.0,0.0,1.0,0.0,5116798.980755491,61172.8,53.0,6.0,0.0,38.0,8.0,2.0,5.0,-34.071716340472506,150.7943514181211,44.46559761146728,2.0,2.0,22 kW,22.0,1
88be08c53bfffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3380060.2433616873,0.0,29.0,0.0,577.2594752186588,7.0,1.0,0.0,0.0,-34.07056962761527,150.7834618934639,45.273596513149975,0.0,0.0,nothing,0.0,0
88be08c53dfffff,2.0,0.0,7.0,0.0,0.0,1.0,1.0,37.0,0.0,0.0,0.0,986340.3856417084,943655.0,49.0,3.0,4233.236151603499,14.0,36.0,7.0,0.0,-34.064467911959916,150.80099566409885,43.53212247854568,0.0,0.0,nothing,0.0,0
88be08c541fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223126.8126042724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.09918813482131,150.82887797834294,43.45927343303597,0.0,0.0,nothing,0.0,0
88be08c543fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52531.23221485509,0.0,2.0,0.0,1539.3586005830905,0.0,0.0,0.0,0.0,-34.098044223165545,150.81798388768658,44.20452430788097,0.0,0.0,nothing,0.0,0
88be08c547fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,192.4198250728863,0.0,3.0,0.0,1.0,-34.090794484125645,150.82462839739162,43.242031919970074,0.0,0.0,nothing,0.0,0
88be08c54bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129187.3872011967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.1064380976221,150.82223313157095,44.42850463893499,0.0,0.0,nothing,0.0,0
88be08c551fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,556044.9395837797,0.0,29.0,1.0,2116.6180758017495,0.0,0.0,1.0,0.0,-34.10414805375374,150.80044391560213,45.92018059526248,0.0,0.0,nothing,0.0,0
88be08c553fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,116605.50478089864,0.0,7.0,0.0,962.0991253644316,0.0,0.0,0.0,0.0,-34.103001615980844,150.78955000444026,46.68111815949029,0.0,0.0,nothing,0.0,0
88be08c555fffff,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3078.717201166181,0.0,0.0,1.0,0.0,-34.096899367695116,150.80709026052287,44.96024715302194,0.0,0.0,nothing,0.0,0
88be08c557fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4576.840766386936,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.095753568579475,150.79619709760982,45.72592165798804,0.0,0.0,nothing,0.0,0
88be08c559fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115355.22939117697,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,-34.11254245718552,150.80469160893944,46.1357503525084,0.0,0.0,nothing,0.0,0
88be08c55bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33073.424747561774,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.11139632453001,150.7937964843713,46.88226533457796,0.0,0.0,nothing,0.0,0
88be08c55dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.1052935476907,150.81133829156508,45.16914171257094,0.0,0.0,nothing,0.0,0
88be08c561fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.076293764564035,150.83791415790327,41.32401797136422,0.0,0.0,nothing,0.0,0
88be08c563fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,153211.56149943752,672207.2727272727,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.07515082298056,150.82702277829927,42.09483011270315,0.0,0.0,nothing,0.0,0
88be08c565fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,329956.41549332725,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.06904278507361,150.84455540888553,40.36882870771296,0.0,0.0,nothing,0.0,0
88be08c567fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410793.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.067900480948076,150.83366477885482,41.14504382885509,0.0,0.0,nothing,0.0,0
88be08c56bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19891.439101298976,0.0,19.0,2.0,0.0,0.0,0.0,1.0,0.0,-34.08354433108659,150.83127182076794,42.281810199598794,0.0,0.0,nothing,0.0,0
88be08c56dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.077435762906134,150.84880599935025,40.5638592549016,0.0,0.0,nothing,0.0,0
88be08c581fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,210315.47373296545,0.0,30.0,1.0,6638.483965014577,0.0,3.0,0.0,0.0,-34.07321817421317,150.73325939693913,49.49323624185945,0.0,0.0,nothing,0.0,0
88be08c583fffff,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,82227.23165502828,0.0,73.0,0.0,0.0,3.0,7.0,0.0,0.0,-34.07206611166407,150.7223714635652,50.332652746305584,0.0,0.0,nothing,0.0,0
88be08c585fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1891.797794927944,0.0,13.0,0.0,769.6793002915452,0.0,1.0,0.0,0.0,-34.06597335394485,150.73990845869534,48.58244495531809,0.0,0.0,nothing,0.0,0
88be08c587fffff,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,549388.7840513745,0.0,37.0,0.0,769.6793002915452,0.0,8.0,0.0,0.0,-34.064821930819065,150.72902126975015,49.426935821580095,0.0,0.0,nothing,0.0,0
88be08c58bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,577.2594752186588,0.0,0.0,0.0,0.0,-34.080462578732,150.7266092506905,50.407849671799326,0.0,0.0,nothing,0.0,0
88be08c58dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,721.9546943518783,0.0,3.0,0.0,1443.1486880466473,0.0,1.0,0.0,0.0,-34.07436929485999,150.74414779951854,48.66041976351369,0.0,0.0,nothing,0.0,0
88be08c591fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13397.433715552224,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-34.07815623236415,150.70483236598818,52.08309239318501,0.0,0.0,nothing,0.0,0
88be08c593fffff,0.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,0.0,2069.913830816321,0.0,10.0,3.0,0.0,0.0,10.0,1.0,0.0,-34.07700164647109,150.6939446301613,52.92989756277587,0.0,0.0,nothing,0.0,0
88be08c595fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31118.958474026196,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,-34.07091310738389,150.71148400015275,51.1783435103874,0.0,0.0,nothing,0.0,0
88be08c597fffff,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,-34.06975916154404,150.70059700745756,52.03000159319153,0.0,0.0,nothing,0.0,0
88be08c599fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.086553224836734,150.70906859821815,52.155697952691,0.0,0.0,nothing,0.0,0
88be08c59bfffff,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,10.0,0.0,0.0,-34.08539894057746,150.6981796476363,52.9916826906193,0.0,0.0,nothing,0.0,0
88be08c59dfffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-34.079309876508326,150.7157205730832,51.24230897792894,0.0,0.0,nothing,0.0,0
88be08c5a1fffff,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,475912.7310647448,0.0,13.0,6.0,4233.236151603499,0.0,5.0,0.0,0.0,-34.0503323231873,150.74231762957308,47.62821979208197,0.0,0.0,nothing,0.0,0
88be08c5a3fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126610.90939854571,0.0,10.0,4.0,0.0,0.0,2.0,0.0,0.0,-34.04918123699183,150.73143239838095,48.48929590622944,0.0,0.0,nothing,0.0,0
88be08c5a5fffff,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,90459.72731520992,0.0,15.0,4.0,3078.717201166181,0.0,4.0,0.0,0.0,-34.04308689743085,150.74896418338338,46.73571113337534,0.0,0.0,nothing,0.0,0
88be08c5a7fffff,3.0,0.0,13.0,3.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,2330691.4615503126,0.0,53.0,10.0,0.0,9.0,34.0,2.0,0.0,-34.04193645009436,150.73807969665498,47.60213883040183,1.0,2.0,22 kW,22.0,1
88be08c5a9fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14076.228497343463,0.0,11.0,2.0,2309.0379008746354,0.0,0.0,0.0,0.0,-34.05872811844222,150.74655643604535,47.67569534738388,0.0,0.0,nothing,0.0,0
88be08c5abfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,81297.72426966397,0.0,4.0,7.0,1924.198250728863,0.0,1.0,0.0,0.0,-34.05757733448843,150.73566999172405,48.5253792584548,0.0,0.0,nothing,0.0,0
88be08c5adfffff,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1130697.1575395353,0.0,37.0,2.0,0.0,1.0,1.0,0.0,0.0,-34.05148246822048,150.75320332907546,46.773222961769875,0.0,0.0,nothing,0.0,0
88be08c5b1fffff,1.0,0.0,2.0,1.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,311348.3681065651,2083646.1237113404,5.0,10.0,0.0,3.0,24.0,1.0,0.0,-34.05527294269598,150.71389851041852,50.242888833666925,0.0,0.0,nothing,0.0,0
88be08c5b3fffff,0.0,0.0,4.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,137255.34018581323,2374387.443298969,13.0,2.0,0.0,1.0,21.0,0.0,0.0,-34.0541193351997,150.7030134749453,51.11010283579889,0.0,0.0,nothing,0.0,0
88be08c5b5fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,351857.42086644605,179982.72164948453,3.0,2.0,1154.5189504373177,0.0,8.0,0.0,0.0,-34.048029209805,150.72054763625465,49.35613207837485,0.0,0.0,nothing,0.0,0
88be08c5b7fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529853.1340206186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.046876241797946,150.70966334394944,50.22842905836211,0.0,0.0,nothing,0.0,0
88be08c5b9fffff,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,832.2629891777444,159215.48453608248,7.0,2.0,0.0,0.0,10.0,0.0,0.0,-34.0636695661517,150.71813455021584,50.2776438865788,0.0,0.0,nothing,0.0,0
88be08c5bbfffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22204.04988103777,1329103.175257732,2.0,1.0,0.0,0.0,3.0,0.0,0.0,-34.062516260114,150.70724830084808,51.134257835629114,0.0,0.0,nothing,0.0,0
88be08c5bdfffff,1.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,35690.13698531007,0.0,34.0,4.0,1539.3586005830905,0.0,6.0,0.0,0.0,-34.056425609182654,150.72478401626327,49.381215563145126,0.0,0.0,nothing,0.0,0
88be08c5c5fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7311.953352769679,0.0,0.0,0.0,0.0,-34.083915032167724,150.75927809902453,47.94571678992511,0.0,0.0,nothing,0.0,0
88be08c5c7fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.08276515673273,150.74838801441754,48.75920395209668,0.0,0.0,nothing,0.0,0
88be08c5cbfffff,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,213906.1482692967,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,-34.098406429930336,150.74597902295747,49.81467490744268,0.0,0.0,nothing,0.0,0
88be08c5cdfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.3586005830905,0.0,0.0,0.0,0.0,-34.09231051105924,150.76352040195107,48.0778593698849,0.0,0.0,nothing,0.0,0
88be08c5d1fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.4198250728863,0.0,0.0,0.0,0.0,-34.096103178316476,150.7241963407172,51.42956174195508,0.0,0.0,nothing,0.0,0
88be08c5d5fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.3586005830905,0.0,0.0,0.0,0.0,-34.088858966854396,150.7308479118157,50.50314504701289,0.0,0.0,nothing,0.0,0
88be08c5d9fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0991253644316,0.0,0.0,0.0,0.0,-34.10449970999791,150.72843553586895,51.55263465806144,0.0,0.0,nothing,0.0,0
88be08c5ddfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0991253644316,0.0,0.0,0.0,0.0,-34.097255275530095,150.73508744716474,50.61842591463764,0.0,0.0,nothing,0.0,0
88be08c5e1fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,-34.06827337488782,150.7616842417945,46.913459756107635,0.0,0.0,nothing,0.0,0
88be08c5e3fffff,0.0,0.0,4.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,12.0,0.0,0.0,-34.067123835358025,150.75079611629548,47.74450227424088,0.0,0.0,nothing,0.0,0
88be08c5e5fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43499.34643187536,0.0,2.0,0.0,1924.198250728863,0.0,0.0,0.0,0.0,-34.061026861610706,150.7683307282459,45.99615056700411,0.0,0.0,nothing,0.0,0
88be08c5e7fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6062.252224307638,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,-34.05987796087319,150.7574433484713,46.83249980066833,0.0,0.0,nothing,0.0,0
88be08c5e9fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,-34.07666870976324,150.76592600926892,47.01599141832054,0.0,0.0,nothing,0.0,0
88be08c5ebfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4831.300525041567,0.0,0.0,0.0,2020.408163265306,0.0,0.0,0.0,0.0,-34.07551947343359,150.7550366705473,47.834549116027446,0.0,0.0,nothing,0.0,0
88be08c5edfffff,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,491477.218578845,0.0,10.0,0.0,3271.137026239067,0.0,2.0,0.0,0.0,-34.06942197236368,150.77257283443615,46.089691763855875,0.0,0.0,nothing,0.0,0
88be08c601fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106276.29795918366,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.190757085602336,150.79268504176693,52.49500820141763,0.0,0.0,nothing,0.0,0
88be08c607fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.18236199023308,150.78843465921824,52.15926420722836,0.0,0.0,nothing,0.0,0
88be08c609fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4070.7218609548754,629785.469387755,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-34.19915209520896,150.79693630138138,52.847938982516204,0.0,0.0,nothing,0.0,0
88be08c60bfffff,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,109108.7806266306,1294996.3714285714,7.0,2.0,0.0,0.0,2.0,1.0,0.0,-34.198004600329845,150.78603014242557,53.49143859144575,0.0,0.0,nothing,0.0,0
88be08c617fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5892.857142857143,0.0,0.0,0.0,0.0,-34.18731084096933,150.75997161513783,54.49995014307453,0.0,0.0,nothing,0.0,0
88be08c61dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216488.7551020408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.19685615830746,150.77512445033437,54.146242196660246,0.0,0.0,nothing,0.0,0
88be08c633fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.778425655977,0.0,0.0,0.0,0.0,-34.17166903594231,150.7623805987114,53.22172980222668,0.0,0.0,nothing,0.0,0
88be08c637fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3655.97667638484,0.0,0.0,0.0,0.0,-34.164422824705,150.76903522891465,52.23952381199894,0.0,0.0,nothing,0.0,0
88be08c63bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501.457725947522,0.0,0.0,0.0,0.0,-34.1800648282268,150.7666276726359,53.51260231968186,0.0,0.0,nothing,0.0,0
88be08c641fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.938775510204,0.0,0.0,0.0,0.0,-34.20869325885032,150.81209627937494,52.600123717536746,0.0,0.0,nothing,0.0,0
88be08c643fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55106.22857142857,0.0,0.0,962.0991253644316,0.0,0.0,0.0,0.0,-34.20754701855134,150.80118843828623,53.217715088970934,0.0,0.0,nothing,0.0,0
88be08c649fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.778425655977,0.0,0.0,0.0,0.0,-34.21708778786071,150.81635050997312,53.000568917368774,0.0,0.0,nothing,0.0,0
88be08c64bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68609.98557262492,0.0,0.0,0.0,769.6793002915452,0.0,0.0,0.0,0.0,-34.21594185512781,150.80544145270628,53.60398837943956,0.0,0.0,nothing,0.0,0
88be08c64dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.6793002915452,0.0,0.0,0.0,0.0,-34.209838551305,150.8230045855988,51.994935088040165,0.0,0.0,nothing,0.0,0
88be08c655fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1176911.5959183674,2.0,0.0,2411.9601328903655,0.0,0.0,0.0,0.0,-34.206399830578015,150.7902810630936,53.84728152476401,0.0,0.0,nothing,0.0,0
88be08c657fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220424.91428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.20525169510056,150.7793741545577,54.48840702263705,0.0,0.0,nothing,0.0,0
88be08c65dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11808.477551020407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.214794974359755,150.79453286112718,54.219620331609974,0.0,0.0,nothing,0.0,0
88be08c6a5fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.5382059800664,0.0,0.0,0.0,0.0,-34.15257442354705,150.732091262096,54.165944337584854,0.0,0.0,nothing,0.0,0
88be08c6adfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171474.5609795297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.16097099266485,150.73633415160066,54.39543865325876,0.0,0.0,nothing,0.0,0
88be08c751fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-34.162907133102784,150.83019616375313,47.85861179238619,0.0,0.0,nothing,0.0,0
88be08c753fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-34.161762837434914,150.81929375561816,48.515339894377966,0.0,0.0,nothing,0.0,0
88be08c755fffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-34.15565688723877,150.83684487102903,46.86244722428819,0.0,0.0,nothing,0.0,0
88be08c757fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30171.234720034645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.15451323065666,150.82594321364098,47.52212875948186,0.0,0.0,nothing,0.0,0
88be08c801fffff,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,299891.1087194101,7979711.444278488,54.0,17.0,0.0,1.0,0.0,1.0,1.0,-33.93683350472564,151.02492143263007,18.64823414899931,0.0,0.0,nothing,0.0,0
88be08c803fffff,0.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14907.64004563948,9535898.575205691,32.0,17.0,0.0,2.0,0.0,1.0,0.0,-33.935707962940555,151.01404283405202,19.524880817688327,0.0,0.0,nothing,0.0,0
88be08c805fffff,0.0,0.0,2.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,609769.4163892111,7583301.676783475,47.0,9.0,0.0,4.0,3.0,0.0,1.0,-33.92957121509818,151.0315372039697,17.770081145985163,0.0,0.0,nothing,0.0,0
88be08c807fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,226037.01114618537,3044754.7811930194,49.0,15.0,0.0,0.0,0.0,1.0,0.0,-33.92844630474725,151.02065936151598,18.66041341826459,0.0,0.0,nothing,0.0,0
88be08c809fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77948.00976797668,5731259.370731292,50.0,17.0,0.0,3.0,1.0,0.0,0.0,-33.9452206260298,151.02918437814037,18.69074162569005,1.0,1.0,kW,1.0,1
88be08c80bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,8472830.87436394,83.0,13.0,0.0,0.0,0.0,0.0,0.0,-33.94409539297176,151.01830457596895,19.539277923187942,0.0,0.0,nothing,0.0,0
88be08c80dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,209770.58929948628,8189956.777467218,32.0,8.0,2693.877551020408,0.0,0.0,0.0,0.0,-33.93795810628976,151.03580047832074,17.78612287317981,0.0,0.0,nothing,0.0,0
