h3_index,bike_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,other_amenities,pet_amenity,social_amenities,water_amenities,parking_area,traffic_count,highway,public_transport,voltage,car_amenities,needs_amenities,shops_amenities,study_work_amenity,latitude,longitude,distance_to_center,number_stations,number_plugs,charger_rating,charger_rating_float,has_charging_station
88be084469fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9773.012321926815,0.0,0.0,0.0,1539.3586005830905,0.0,0.0,0.0,0.0,-33.724002255456746,150.58852185701235,59.68819330269246,0.0,0.0,nothing,0.0,0
88be08446bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.6793002915452,0.0,0.0,0.0,0.0,-33.72284054177939,150.577683344626,60.69009410970902,0.0,0.0,nothing,0.0,0
88be08446dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3307.704107827574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.71676510524551,150.59515439298158,59.32235491552865,0.0,0.0,nothing,0.0,0
88be084501fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35605.27009245718,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-33.669859178060555,150.6024283234179,60.39228221669289,0.0,0.0,nothing,0.0,0
88be084509fffff,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,100785.78439979129,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,-33.67825658779826,150.606633205172,59.69123982590497,0.0,0.0,nothing,0.0,0
88be08450bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-33.67709683608054,150.5958000299442,60.67605717695075,0.0,0.0,nothing,0.0,0
88be08450dfffff,0.0,0.0,6.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,665658.4704699932,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,-33.671018294651844,150.6132607672911,59.411411000845064,0.0,0.0,nothing,0.0,0
88be084545fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.68057331362738,150.62830097589628,57.72445861481363,0.0,0.0,nothing,0.0,0
88be084547fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37331.27326202425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.67941541370461,150.61746685407053,58.707357385965864,0.0,0.0,nothing,0.0,0
88be084549fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45338.154976592436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.696209479974094,150.62588162118354,57.32665021744396,0.0,0.0,nothing,0.0,0
88be08454dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132086.19419733642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.68897008422576,150.6325091320955,57.02640853092904,0.0,0.0,nothing,0.0,0
88be084551fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73766.22222222222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-33.69273196962154,150.59337486354718,60.29787540647701,0.0,0.0,nothing,0.0,0
88be084553fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15603.024410622453,497922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.691570946901685,150.582540226196,61.2897140837574,0.0,0.0,nothing,0.0,0
88be084555fffff,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,17620.167493700857,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,-33.68549447962621,150.60000457061827,59.98680519436962,0.0,0.0,nothing,0.0,0
88be084557fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,90358.3835176322,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-33.684334092532275,150.58917066423112,60.97527662900585,0.0,0.0,nothing,0.0,0
88be084559fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903636.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.70112978949214,150.59757992730022,59.62987035826393,0.0,0.0,nothing,0.0,0
88be08455bfffff,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,91911.2140306928,6251687.333333333,5.0,2.0,0.0,1.0,7.0,0.0,0.0,-33.69996905727011,150.58674408387597,60.62421149895582,0.0,0.0,nothing,0.0,0
88be08456bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8850.568038510473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.67217648561933,150.624093684291,58.43161227546421,0.0,0.0,nothing,0.0,0
88be084609fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8659.077353245568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-33.78770500162247,150.58965188259896,58.06190213252196,0.0,0.0,nothing,0.0,0
88be08460bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969.8087793989248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.78654283457694,150.57880513545726,59.07422826904028,0.0,0.0,nothing,0.0,0
88be08460dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.780467908607406,150.59628935075406,57.58845403593787,0.0,0.0,nothing,0.0,0
88be08461dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.785379738060755,150.56795886515366,60.086553289359365,0.0,0.0,nothing,0.0,0
88be084625fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.74919658464261,150.60114278346762,57.851435692090405,0.0,0.0,nothing,0.0,0
88be084627fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.74803574476272,150.59030064941217,58.85856000597495,0.0,0.0,nothing,0.0,0
88be08462dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46232.561062249624,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.75759457479584,150.60535149003115,57.26169613289451,0.0,0.0,nothing,0.0,0
88be084645fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4153.52983142156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.79002654660902,150.61134680441216,56.037250205016576,0.0,0.0,nothing,0.0,0
88be084647fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.78886623902416,150.60049910583268,57.04957578784385,0.0,0.0,nothing,0.0,0
88be08464dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,28109.34573396188,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,-33.798424522011224,150.61555863446225,55.51088700409528,0.0,0.0,nothing,0.0,0
88be08465bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5124.65637607645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.80941383799943,150.56973302801634,59.56267776809139,0.0,0.0,nothing,0.0,0
88be084661fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.644412986955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.77439037274064,150.61377150110624,56.11812980530283,0.0,0.0,nothing,0.0,0
88be084665fffff,1.0,0.0,11.0,2.0,0.0,2.0,3.0,35.0,0.0,4.0,0.0,485754.5791967779,0.0,51.0,6.0,0.0,8.0,13.0,4.0,0.0,-33.767151831106446,150.6204060862105,55.67410615209336,0.0,0.0,nothing,0.0,0
88be084667fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.765992504328445,150.60956106250342,56.68380527645952,0.0,0.0,nothing,0.0,0
88be084669fffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,44156.34141890791,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,-33.78278817953255,150.61798280606143,55.56504343274528,0.0,0.0,nothing,0.0,0
88be08466dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18762.739130566428,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,-33.77554940670157,150.62461773243788,55.1073405886539,0.0,0.0,nothing,0.0,0
88be084701fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,61464.38444435018,0.0,6.0,0.0,384.8396501457726,0.0,0.0,1.0,0.0,-33.7286398356316,150.63188065362473,55.68435509710936,0.0,0.0,nothing,0.0,0
88be084705fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.72140014229409,150.6385102590565,55.32919411035239,0.0,0.0,nothing,0.0,0
88be084709fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1154.5189504373177,0.0,0.0,0.0,0.0,-33.73703683717503,150.6360915900871,55.05300015602042,0.0,0.0,nothing,0.0,0
88be08470bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,769.6793002915452,0.0,0.0,0.0,0.0,-33.73587912606486,150.62524997408966,56.05550367419,0.0,0.0,nothing,0.0,0
88be08470dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.198250728863,0.0,0.0,0.0,0.0,-33.72979691117954,150.64272153582024,54.68444519366166,0.0,0.0,nothing,0.0,0
88be084711fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17403.523695534437,0.0,3.0,3.0,7119.533527696793,0.0,0.0,0.0,0.0,-33.73356091954166,150.6035681618909,58.061537824952566,0.0,0.0,nothing,0.0,0
88be084713fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.8396501457726,0.0,0.0,0.0,0.0,-33.73240042447336,150.59272796717988,59.06503171856845,0.0,0.0,nothing,0.0,0
88be084715fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.72632290079627,150.61020030739456,57.68548007776676,0.0,0.0,nothing,0.0,0
88be084717fffff,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26621.61851687648,0.0,1.0,1.0,769.6793002915452,0.0,9.0,0.0,0.0,-33.7251630418533,150.59936084485005,58.686648787147696,0.0,0.0,nothing,0.0,0
88be084719fffff,1.0,0.0,10.0,4.0,0.0,2.0,0.0,15.0,1.0,0.0,0.0,466565.8533146157,0.0,22.0,5.0,7889.212827988338,3.0,14.0,3.0,0.0,-33.74195873781089,150.60777634432574,57.4473685363135,0.0,0.0,nothing,0.0,0
88be08471dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98799.0082687684,0.0,0.0,0.0,384.8396501457726,0.0,0.0,0.0,0.0,-33.73472048679631,150.6144088311092,57.05835590071863,0.0,0.0,nothing,0.0,0
88be084729fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.71416004656669,150.64513879046845,54.99033081319265,0.0,0.0,nothing,0.0,0
88be08472bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.7130033137982,150.63429984784335,55.98472596114669,0.0,0.0,nothing,0.0,0
88be08472dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.2973760932946,0.0,0.0,0.0,0.0,-33.70691954896381,150.6517662479442,54.66806859691115,0.0,0.0,nothing,0.0,0
88be084739fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,80563.28070022851,0.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,-33.719084478646636,150.6168313791851,57.32478835483605,0.0,0.0,nothing,0.0,0
88be08473bfffff,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,59762.34026895859,0.0,3.0,4.0,0.0,0.0,12.0,3.0,0.0,-33.717925255579125,150.6059926490025,58.32333822695289,0.0,0.0,nothing,0.0,0
88be084741fffff,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,981485.0,16.0,0.0,1571.428571428571,0.0,3.0,0.0,0.0,-33.74659026812009,150.65114668688528,53.42885383137464,0.0,0.0,nothing,0.0,0
88be084743fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.2973760932946,0.0,0.0,0.0,0.0,-33.74543377840621,150.64030339239332,54.43305043328663,0.0,0.0,nothing,0.0,0
88be084745fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28969.948973077622,0.0,5.0,1.0,3174.927113702624,1.0,0.0,0.0,0.0,-33.73934947423241,150.65777623815077,53.04912241883347,0.0,0.0,nothing,0.0,0
88be084747fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17336.56384776754,0.0,6.0,0.0,5772.594752186589,0.0,0.0,0.0,0.0,-33.73819361995483,150.64693367835602,54.050865756975206,0.0,0.0,nothing,0.0,0
88be084749fffff,0.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1106616.5024220375,1537211.6666666667,61.0,0.0,0.0,0.0,2.0,2.0,1.0,-33.75498685517548,150.65536056162955,52.818818764828585,0.0,0.0,nothing,0.0,0
88be08474bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,905296.6666666667,2.0,0.0,4040.816326530612,14.0,1.0,0.0,0.0,-33.75383065882528,150.644516060765,53.82490068984189,0.0,0.0,nothing,0.0,0
88be08474dfffff,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,834015.3369452215,721548.3333333334,14.0,1.0,384.8396501457726,0.0,0.0,0.0,1.0,-33.74774582897193,150.66199045270218,52.42497459618291,0.0,0.0,nothing,0.0,0
88be084751fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.3586005830905,0.0,1.0,0.0,0.0,-33.75151547914615,150.62282847539234,55.83775255173409,0.0,0.0,nothing,0.0,0
88be084753fffff,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,154171.71182479078,0.0,40.0,2.0,1731.778425655977,4.0,2.0,0.0,0.0,-33.75035649616128,150.61198539237617,56.84449621317918,0.0,0.0,nothing,0.0,0
88be084755fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7998.764576919979,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,-33.744276360002026,150.62946056997228,55.437546178443206,0.0,0.0,nothing,0.0,0
88be084757fffff,0.0,1.0,5.0,2.0,0.0,1.0,0.0,11.0,0.0,1.0,0.0,84214.8079311303,0.0,23.0,0.0,2693.877551020408,1.0,5.0,3.0,0.0,-33.74311801307953,150.61861822036792,56.44232413207333,0.0,0.0,nothing,0.0,0
88be084759fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,105340.86138303272,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,-33.75991288449641,150.62703959640413,55.245018053177944,0.0,0.0,nothing,0.0,0
88be08475bfffff,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,320640.6697266091,0.0,32.0,2.0,0.0,3.0,0.0,2.0,0.0,-33.75875419409308,150.61619530626382,56.253284709060694,0.0,0.0,nothing,0.0,0
88be08475dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2665.5049487746674,0.0,0.0,0.0,1539.3586005830905,0.0,0.0,0.0,0.0,-33.75267353342487,150.63367203177057,54.8312164910795,0.0,0.0,nothing,0.0,0
88be084763fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3848.396501457726,0.0,0.0,0.0,0.0,-33.722556582529954,150.64935040725533,54.33220704323773,0.0,0.0,nothing,0.0,0
88be084767fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.198250728863,0.0,0.0,0.0,0.0,-33.71531585174071,150.655978204476,53.99660535572719,0.0,0.0,nothing,0.0,0
88be084769fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0991253644316,0.0,0.0,0.0,0.0,-33.732108277676744,150.66440471464526,52.68605957286693,0.0,0.0,nothing,0.0,0
88be08476bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.6297376093294,0.0,0.0,0.0,0.0,-33.73095305858514,150.6535628897423,53.685004116027265,0.0,0.0,nothing,0.0,0
88be08476dfffff,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1010703.8271121648,0.0,6.0,0.0,1539.3586005830905,0.0,67.0,0.0,1.0,-33.7248666789676,150.6710321164528,52.34001250541219,0.0,0.0,nothing,0.0,0
88be084813fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-33.529602814887994,150.77804302577755,54.899669023681994,0.0,0.0,nothing,0.0,0
88be084819fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-33.53913680797852,150.79308027989742,53.15852093013446,0.0,0.0,nothing,0.0,0
88be08481bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-33.537994323153626,150.78225946187666,53.97730874850733,0.0,0.0,nothing,0.0,0
88be084823fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.50174678276421,150.81526467177144,54.70286352786106,0.0,0.0,nothing,0.0,0
88be084825fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.96501457725947,0.0,0.0,0.0,0.0,-33.495634823847006,150.8326788877823,54.154985307022066,0.0,0.0,nothing,0.0,0
88be084827fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.94169096209913,0.0,0.0,0.0,0.0,-33.49449611027238,150.8218625001211,54.902728465002504,0.0,0.0,nothing,0.0,0
88be084831fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.5078561761982,150.79784836482114,55.300982598851455,0.0,0.0,nothing,0.0,0
88be084835fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-33.50060651951287,150.80444800240582,55.470989429847194,0.0,0.0,nothing,0.0,0
88be084841fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44078.22222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.543697516765356,150.83636813571692,49.95450815572523,0.0,0.0,nothing,0.0,0
88be084847fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69555.16143076833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.53530747885647,150.8321457154622,50.89957138071529,0.0,0.0,nothing,0.0,0
88be084849fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23246.57045862472,269979.1111111111,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-33.55208749922936,150.8405914201432,49.0120174770101,0.0,0.0,nothing,0.0,0
88be08484bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164506.22222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.55094900202915,150.82976757354442,49.80635184273027,0.0,0.0,nothing,0.0,0
88be08484dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10232.444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.544835385496825,150.84719124189036,49.17303307816184,0.0,0.0,nothing,0.0,0
88be084853fffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,-33.54752796863253,150.79729877682257,52.23470784759255,0.0,0.0,nothing,0.0,0
88be08485bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,-33.55591907453054,150.80151813755555,51.31412428771368,0.0,0.0,nothing,0.0,0
88be08485dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-33.549809581084745,150.81894418362907,50.60848580859647,0.0,0.0,nothing,0.0,0
88be084893fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.198250728863,0.0,0.0,0.0,0.0,-33.52157755105682,150.70231860357933,60.766718333353886,0.0,0.0,nothing,0.0,0
88be0848c1fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-33.53570658552502,150.76061920615533,55.634030342251016,0.0,0.0,nothing,0.0,0
88be0848c5fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-33.52845911435049,150.76722386505654,55.72044421308905,0.0,0.0,nothing,0.0,0
88be0848cbfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.54295366617131,150.75401347611233,55.56588695376006,0.0,0.0,nothing,0.0,0
88be0848cdfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-33.536850915613066,150.77143910371515,54.80257496524821,0.0,0.0,nothing,0.0,0
88be0848e1fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.51281963847642,150.76961274302758,56.75328538128888,0.0,0.0,nothing,0.0,0
88be0848e3fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-33.51167535283609,150.75879597674833,57.565382177992056,0.0,0.0,nothing,0.0,0
88be084919fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.731778425655975,0.0,0.0,0.0,0.0,-33.4883831367574,150.83927490606504,54.38513787273666,0.0,0.0,nothing,0.0,0
88be08491bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.28862973760937,0.0,0.0,0.0,0.0,-33.48724505084406,150.82845925746108,55.12042428832337,0.0,0.0,nothing,0.0,0
88be08494bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-33.50018045907819,150.875948989829,51.25511615877717,0.0,0.0,nothing,0.0,0
88be084951fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.8396501457726,0.0,0.0,0.0,0.0,-33.49790948560923,150.85431303001005,52.686068853990605,0.0,0.0,nothing,0.0,0
88be084953fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.8396501457726,0.0,0.0,0.0,0.0,-33.49677261568154,150.843495731326,53.41597593923987,0.0,0.0,nothing,0.0,0
88be084959fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1399416909621,0.0,0.0,0.0,0.0,-33.50629861646142,150.85853591344394,51.714653686588214,0.0,0.0,nothing,0.0,0
88be08495dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6492.201771556359,0.0,0.0,0.0,288.6297376093294,0.0,0.0,0.0,0.0,-33.49904543346356,150.86513078309193,51.96564858640273,0.0,0.0,nothing,0.0,0
88be0849c9fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.493356475124635,150.8110465690847,55.65885248953841,0.0,0.0,nothing,0.0,0
88be084a03fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-33.58337131168573,150.83583639115443,46.90763148151455,0.0,0.0,nothing,0.0,0
88be084a05fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-33.57725710895507,150.85326646064527,46.20156126249408,0.0,0.0,nothing,0.0,0
