h3_index,latitude,longitude,bike_amenities,car_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,needs_amenities,other_amenities,pet_amenity,public_transport,shops_amenities,social_amenities,study_amenity,water_amenities,work_amenity,parking_area,traffic_count,number_stations,highway,subway,voltage,has_charging_station,distance_to_center
88194ad531fffff,51.330639908036936,-0.0004906561892473482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4172.005011144885,0.0,0.0,2.0,0.0,0.0,0,19.08079310493971
88194ad535fffff,51.33273234133077,-0.012628451353573067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1205.5763383151793,0.0,0.0,0.0,0.0,0.0,0,18.51486132882099
88194ad539fffff,51.3363108551467,0.0074214683383497385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.76842474628571
88194ad53dfffff,51.3384042284506,-0.0047164066117815024,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,12042.832604011786,7881.857142857143,0.0,4.0,0.0,0.0,0,18.175227708205288
88194ad541fffff,51.3688426109762,0.022718722520847237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3191.6313032947305,2100.0,0.0,0.0,0.0,0.0,0,16.29545520195049
88194ad543fffff,51.3610797415887,0.026941997329473555,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2476.6511561434268,1057.2727272727273,0.0,1.0,0.0,0.0,0,17.162334173313283
88194ad545fffff,51.37093853866742,0.010576125714540335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6599.353795482564,22042.76923076923,0.0,4.0,0.0,0.0,0,15.604888183162604
88194ad547fffff,51.36317580217278,0.014801643740944316,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.0,0.0,0.0,0.0,0.0,0,16.48080567029876
88194ad549fffff,51.374508215703806,0.030636823926582415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.8333333333333,0.0,0.0,0.0,0.0,0,16.151477281213516
88194ad54bfffff,51.36674561040096,0.03485915403861431,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3040.40227044341,25351.166666666668,0.0,5.0,0.0,0.0,0,17.003171449827214
88194ad54dfffff,51.37660508349699,0.018494148870998078,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,5514.183208872252,13504.0,0.0,0.0,0.0,0.0,0,15.433847652198027
88194ad551fffff,51.351219210590706,0.0432999203129111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.723778943148293
88194ad553fffff,51.34345541685436,0.0475183575804956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,400000.0,1,19.591187670831374
88194ad555fffff,51.353316475720085,0.031163973849908173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2807.875665376876,11221.0,0.0,2.0,0.0,0.0,0,18.033728543830893
88194ad557fffff,51.345552813755965,0.035384652634900225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3034.4098009259023,0.0,6.0,0.0,0.0,400000.0,1,18.909018019327622
88194ad55bfffff,51.34912087406298,0.05543370168506315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,400000.0,1,19.428856356729483
88194ad55dfffff,51.35898260856809,0.039080185983125806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5654.111633079777,8872.916666666666,0.0,0.0,0.0,0.0,0,17.86087948598447
88194ad561fffff,51.36736470366793,-0.009485556195088172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,6294.74325395948,22583.166666666668,0.0,2.0,0.0,0.0,0,15.177966870078455
88194ad565fffff,51.369457543397395,-0.021632401517358176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.562072829981021
88194ad567fffff,51.36169481043882,-0.01740145270245543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4816.3133068006655,0.0,0.0,0.0,0.0,0.0,0,15.463685886840024
88194ad569fffff,51.37303339288363,-0.001568635868601796,8.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,7.0,26.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,6530.8063176284995,17696.615384615383,0.0,10.0,0.0,0.0,0,14.93386309628182
88194ad56bfffff,51.36527078972947,0.0026591257287083506,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3248.3216887753106,0.0,0.0,0.0,0.0,0.0,0,15.818506334327626
88194ad56dfffff,51.37512717303391,-0.0137155617159241,12.0,1.0,0.0,28.0,3.0,0.0,3.0,2.0,17.0,93.0,0.0,9.0,1.0,8.0,0.0,0.0,1.0,30416.917554277963,8281.57142857143,0.0,3.0,0.0,0.0,0,14.285148166360699
88194ad581fffff,51.29538953567979,0.040650562855909324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.87584624802024
88194ad589fffff,51.30105965717494,0.04855907174853621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3067.869046621449,9908.375,0.0,0.0,0.0,0.0,0,23.588913423079223
88194ad58bfffff,51.293293363206885,0.05277291900379367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5858.444552754344,650.0,0.0,0.0,0.0,0.0,0,24.485498099923944
88194ad5c1fffff,51.31449421265762,0.052254401465407004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8920.087031699057,0.0,0.0,0.0,0.0,0.0,0,22.44004891333243
88194ad5c3fffff,51.30672857600113,0.056468599854435635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10601.27457333301,0.0,0.0,0.0,0.0,0.0,0,23.3285952673236
88194ad5c5fffff,51.3165910635305,0.040127493049825054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1011.1608475462627,4968.545454545455,0.0,0.0,0.0,0.0,0,21.799824809010172
88194ad5c7fffff,51.308825557411446,0.04434392994754396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2399.3,0.0,0.0,0.0,0.0,0,22.693636419021303
88194ad5c9fffff,51.32016166494724,0.06016589253089205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.215207855881108
88194ad5cbfffff,51.31239629203092,0.0643791470691232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.3132389036016,0.0,0.0,0.0,0.0,0.0,0,23.095781054894534
88194ad5cdfffff,51.3222594551471,0.04803890810040943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3546.020155054037,0.0,0.0,0.0,0.0,0.0,0,21.55353620879552
88194ad5d1fffff,51.29686436509137,0.07280177378477115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.86391615731042
88194ad5dbfffff,51.29476511634891,0.08491988114116572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000.0,0,25.52265938932917
88194ad5e1fffff,51.31301630995055,0.020088104791312674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,178.2,0.0,0.0,0.0,0.0,0,21.4747662965622
88194ad5e3fffff,51.30525067145689,0.02430772332617454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.378640711386208
88194ad5e9fffff,51.318686844059364,0.027998422330439154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16257.125698299495,5166.0,0.0,0.0,0.0,0.0,0,21.176524869036957
88194ad5ebfffff,51.3109214689246,0.03221709809033783,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,13.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,23809.967269700774,16830.875,0.0,3.0,0.0,0.0,0,22.07521406860668
88194ad605fffff,51.37676999732748,0.13933685519688338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.685910309475247
88194ad60dfffff,51.382424208735614,0.14725955434069846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3626.0,0.0,0.0,0.0,0.0,0,21.809649908811892
88194ad621fffff,51.37322082422043,0.11928753036760283,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,7.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,9382.035902039315,0.0,0.0,1.0,0.0,0.0,0,20.775320464887756
88194ad623fffff,51.365457961596775,0.1234945121757558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.0,0.0,0.0,0.0,0.0,0,21.534011994501398
88194ad625fffff,51.375325997964545,0.10715771537011931,5.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,7.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13413.508217051689,18251.916666666668,0.0,12.0,0.0,0.0,0,19.96159023507054
88194ad627fffff,51.367563265218045,0.11136693921736605,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,13595.443495050094,20906.4,0.0,11.0,0.0,0.0,0,20.72838899401236
88194ad629fffff,51.37887717896766,0.1272091405566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5960.060788550315,119.0,0.0,0.0,0.0,0.0,0,20.855745241613867
88194ad62dfffff,51.3809832918491,0.11507925412876213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4357.677366903814,1365.3333333333333,0.0,2.0,0.0,0.0,0,20.029442855629704
88194ad631fffff,51.35558820319033,0.13982336148994626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2423.8898420091873,0.0,3.0,0.0,0.0,400000.0,1,23.10751477958198
88194ad635fffff,51.357694704362935,0.12770020010500802,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12901.937806842454,18852.833333333332,0.0,2.0,0.0,0.0,0,22.304213203413696
88194ad637fffff,51.34993105290379,0.1319045947068915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31192.891856387458,863.0,2.0,0.0,0.0,400000.0,1,23.084775314599675
88194ad639fffff,51.3612441495753,0.14774314588794257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0,23.160486548304945
88194ad663fffff,51.38453232933409,0.13513176967828153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.969266176651615
88194ad665fffff,51.39440118824157,0.11879318931519407,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,15.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,57294.92384574171,5411.387096774193,0.0,10.0,0.0,0.0,0,19.423858071144437
88194ad667fffff,51.38663938131885,0.12300181236584616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12285.422984958268,2681.5,0.0,0.0,0.0,0.0,0,20.13187012898316
88194ad669fffff,51.397947946511685,0.13884998685036384,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.438145691104253
88194ad66dfffff,51.40005580768521,0.12671771553538289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,473.1809709704992,0.0,0.0,0.0,0.0,0.0,0,19.58480230191592
88194ad701fffff,51.38939704395195,0.06653800063862488,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,37.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,10990.415732367554,0.0,0.0,5.0,0.0,0.0,0,16.774481037340617
88194ad703fffff,51.38163509985873,0.07075524987666565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2887.132613705494,0.0,0.0,0.0,0.0,0.0,0,17.556272671888596
88194ad705fffff,51.391497804163386,0.05439726285434246,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,5.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7461.725600966016,6425.0,0.0,3.0,0.0,0.0,0,15.977204852893038
88194ad707fffff,51.38373599207216,0.05861675623363496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.769356782552375
88194ad709fffff,51.39505689128248,0.07446026670521365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5646.876035679152,0.0,0.0,0.0,0.0,0.0,0,16.821305155348085
88194ad70bfffff,51.387295212023126,0.07867656916575295,5.0,1.0,0.0,28.0,5.0,0.0,0.0,0.0,12.0,66.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,21816.074431527515,1102.6666666666667,0.0,3.0,0.0,0.0,0,17.57926156928286
88194ad70dfffff,51.39715859132024,0.062319453718024075,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6544.553993093336,13010.285714285714,0.0,0.0,0.0,0.0,0,16.006508308914473
88194ad711fffff,51.37177066472398,0.0871052836165251,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,20051.84989478999,18562.125,0.0,16.0,0.0,0.0,0,19.13563021582759
88194ad713fffff,51.36400779745426,0.09131769671204205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,7784.060815874727,14036.793103448275,0.0,6.0,0.0,0.0,0,19.93089108171119
88194ad715fffff,51.37387275942567,0.07497120198514838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,18.350121153954625
88194ad717fffff,51.36611002303792,0.07918585751680525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.15453138206082
88194ad719fffff,51.37743010221336,0.09502572995192694,6.0,4.0,0.0,9.0,3.0,0.0,0.0,0.0,15.0,35.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,19.15332848902537
88194ad71bfffff,51.36966749979095,0.09923719619593356,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,14.0,5.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,18019.083333333332,0.0,10.0,0.0,0.0,0,19.92867781659108
88194ad71dfffff,51.37953313637528,0.08289157461859663,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,19215.396441324727,518.8,0.0,1.0,0.0,0.0,0,18.35126879179712
88194ad721fffff,51.387934560323,0.034333264279076146,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,15.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23414.71231291214,0.0,0.0,2.0,0.0,0.0,0,15.224818257471608
88194ad723fffff,51.380172616228684,0.03855594785380221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8230.99050383902,1396.0,0.0,1.0,0.0,0.0,0,16.04996997165344
88194ad725fffff,51.390032235177536,0.0221882669873452,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,51194.740426159646,0.0,0.0,1.0,0.0,0.0,0,14.470350509118875
88194ad729fffff,51.39359749206585,0.04225435632187504,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,8293.334936008307,0.0,0.0,0.0,0.0,0.0,0,15.188628071595486
88194ad72bfffff,51.38583581242407,0.04647609419796709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,9291.42450693551,0.0,0.0,1.0,0.0,0.0,0,15.991726597319053
88194ad72dfffff,51.39569610706775,0.03010928155116201,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,16.0,14.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,29277.663320118252,27618.791666666668,0.0,11.0,0.0,0.0,0,14.410192925881939
88194ad731fffff,51.370311262487114,0.05491567506727729,5.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,4.0,15.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,58442.789389269914,0.0,0.0,8.0,0.0,0.0,0,17.629861953312226
88194ad733fffff,51.36254839296251,0.059133519166581584,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,69775.66056247427,4170.5,0.0,26.0,0.0,0.0,0,18.462073240274737
88194ad735fffff,51.372410275170125,0.04277733282877474,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3306.139941621916,15645.375,0.0,2.0,0.0,0.0,0,16.88410926567226
88194ad737fffff,51.36464753753271,0.04699741975711974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23801.125,0.0,6.0,0.0,0.0,0,17.725971615289588
88194ad739fffff,51.37597378330461,0.06283495180878966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.57317303658934
88194ad73bfffff,51.368211178245964,0.06705185013274602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,805.5171747754482,1966.6666666666667,0.0,0.0,0.0,0.0,0,18.387127991719804
88194ad73dfffff,51.3780737357694,0.050696533595371296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12841.40524179772,0.0,0.0,0.0,0.0,0.0,0,16.805985228178994
88194ad741fffff,51.40847655138166,0.07816690164677309,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11543.264542752733,16007.666666666666,0.0,1.0,0.0,0.0,0,16.19522254236285
88194ad743fffff,51.400715533937635,0.08238355432809262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.90946812225899
88194ad745fffff,51.41057905909577,0.0660237685485367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2419.2887128623993,19402.416666666668,0.0,2.0,0.0,0.0,0,15.35581136166364
88194ad747fffff,51.402818173768345,0.07024266668392852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.07938200456053
88194ad749fffff,51.41413372403428,0.08609215850110119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3309.0290512705715,30137.625,0.0,0.0,0.0,0.0,0,16.353101752810996
88194ad74bfffff,51.40637297179148,0.09030786340175638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1856.2393170258492,8108.833333333333,0.0,1.0,0.0,0.0,0,17.03831374588154
88194ad74dfffff,51.41623717161887,0.073948950973336,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2917.6371306139554,10624.8,0.0,3.0,0.0,0.0,0,15.501751867028402
88194ad751fffff,51.39085027707953,0.09873538180688284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,6767.555637224834,0.0,0.0,3.0,0.0,0.0,0,18.46770908194142
88194ad753fffff,51.383088335379995,0.10294719641739992,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,16.0,9.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,4956.605643777811,11647.583333333334,0.0,21.0,0.0,0.0,0,19.207512176614728
88194ad755fffff,51.392954119671636,0.08659890957069888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.0,0.0,0.0,0.0,0.0,0,17.641969796192065
88194ad757fffff,51.38519230896858,0.09081296792769988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,18.390550336328708
88194ad759fffff,51.39650704058227,0.10665881615038829,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,56486.23323155325,0.0,0.0,6.0,0.0,0.0,0,18.582259916208116
88194ad75bfffff,51.388745364097964,0.11086968290714501,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,13.0,13.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,45381.15830690303,18385.135135135137,0.0,29.0,0.0,0.0,0,19.297861159976748
88194ad75dfffff,51.3986118226783,0.09452227098596201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,572.2727272727273,0.0,0.0,0.0,0.0,0,17.74396232967358
88194ad761fffff,51.407020236776276,0.04595438047006344,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.435527883524363
88194ad763fffff,51.39925921919315,0.05017647111765894,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,736.7499807859125,0.0,0.0,3.0,0.0,0.0,0,15.198536261552475
88194ad765fffff,51.40911965876976,0.03380698291944875,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2828.4318856923555,0.0,0.0,10.0,0.0,0.0,0,13.623758540948698
88194ad767fffff,51.40135877430949,0.03803131941361714,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,23782.491226439255,3428.0,0.0,2.0,0.0,0.0,0,14.398551962449208
88194ad769fffff,51.412680494341764,0.05387846461566506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4480.0,0.0,0.0,0.0,0.0,0,14.520732288010139
88194ad76bfffff,51.40491974157852,0.058099608561566006,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,18094.609862249017,0.0,0.0,0.0,0.0,0.0,0,15.254436811472369
88194ad76dfffff,51.41478085652765,0.04173099035774083,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,70.70692783574376,0.0,0.0,0.0,0.0,0.0,0,13.690792768380224
