h3_index,latitude,longitude,bike_amenities,car_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,needs_amenities,other_amenities,pet_amenity,public_transport,shops_amenities,social_amenities,study_amenity,water_amenities,work_amenity,parking_area,traffic_count,number_stations,highway,subway,voltage,has_charging_station,distance_to_center
88194ac001fffff,51.324623374676925,-0.12928906783754526,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,5803.188433689107,24827.5,0.0,5.0,0.0,0.0,0,17.854568629829952
88194ac003fffff,51.31685868394604,-0.12504292502196285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,54102.6572812768,0.0,0.0,0.0,0.0,0.0,0,18.71001220208069
88194ac005fffff,51.32670344133692,-0.1414437812039023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2919.3411949736296,17123.666666666668,0.0,0.0,0.0,0.0,0,17.674545124645803
88194ac007fffff,51.31893888729303,-0.1371953962985816,18.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,27.0,11.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,64926.18073456418,17536.125,0.0,29.0,0.0,0.0,0,18.513999795469093
88194ac009fffff,51.33030665907824,-0.12138171246229242,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,14612.684035428845,2796.9375,1.0,7.0,0.0,0.0,1,17.210841866875185
88194ac00bfffff,51.32254223017001,-0.11713650800221453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4147.833333333333,0.0,0.0,0.0,0.0,0,18.07549949013611
88194ac00dfffff,51.3323876670087,-0.1335365147121072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,2919.3411949736296,4182.0,0.0,0.0,0.0,0.0,0,17.005154809874536
88194ac011fffff,51.30701217855616,-0.1086500086937225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2772.613286472574,0.0,0.0,0.0,0.0,0.0,0,19.817935836451504
88194ac013fffff,51.29924655662452,-0.1044087127383407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7262.145707149376,0.0,0.0,0.0,0.0,0.0,0,20.694617045782852
88194ac015fffff,51.3090935952031,-0.12079808571150717,5.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,5.0,8.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,17513.83723467116,8945.0,0.0,9.0,0.0,0.0,0,19.570698679126156
88194ac017fffff,51.3013281088352,-0.11655454935261327,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,10.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,7484.510627463875,1679.2666666666667,0.0,1.0,0.0,0.0,0,20.43596929448378
88194ac019fffff,51.312695045645036,-0.10074444254470433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.21672488723709
88194ac01bfffff,51.30492968554763,-0.09650408503508325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3564.3277646321385,0.0,0.0,0.0,0.0,0.0,0,20.100504394173164
88194ac01dfffff,51.31477740320033,-0.11289260693056298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.944730128468546
88194ac021fffff,51.323096059434484,-0.16150679632139067,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2393.6655818467493,0.0,0.0,0.0,0.0,0.0,0,18.24288038165562
88194ac023fffff,51.31533138108424,-0.15725523171701603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,446.95998166858726,3601.0,0.0,0.0,0.0,0.0,0,19.05385627973942
88194ac029fffff,51.32878242956078,-0.15360064757948272,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,8108.2775599435645,0.0,0.0,1.0,0.0,0.0,0,17.536700286307592
88194ac02bfffff,51.321018012652196,-0.14935002023913954,7.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,6.0,11.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,4545.35325366629,8546.8,0.0,1.0,0.0,0.0,0,18.357943706620585
88194ac02dfffff,51.330860338759315,-0.1657596664415131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3645.769083336104,0.0,0.0,1.0,0.0,0.0,0,17.44204567789628
88194ac031fffff,51.30548798315976,-0.14085267954122424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,397.93823425730193,702.6,0.0,4.0,0.0,0.0,0,20.024423510627123
88194ac033fffff,51.29772237135038,-0.13660596507590472,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3587.232105384507,0.0,0.0,0.0,0.0,0.0,0,20.867751098170547
88194ac035fffff,51.30756630409591,-0.15300497207415312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.87373570663834
88194ac037fffff,51.29980082885683,-0.1487560168388267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35004.833333333336,0.0,3.0,0.0,0.0,0,20.701464435207484
88194ac039fffff,51.311173934899415,-0.13294831556864764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,23256.44710336155,2962.2,0.0,0.0,0.0,0.0,0,19.36015694899007
88194ac03bfffff,51.30340858454324,-0.12870253846031657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3311.3523486880285,0.0,0.0,0.0,0.0,0.0,0,20.212178531823085
88194ac03dfffff,51.31325319705612,-0.14510069774439066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12727.992909561937,0.0,0.0,4.0,0.0,0.0,0,19.187529123474853
88194ac041fffff,51.343752508795575,-0.11771889976285298,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8436.093619216894,26432.666666666668,0.0,13.0,0.0,0.0,0,15.715460356558628
88194ac043fffff,51.335988740367576,-0.11347333027400441,18.0,2.0,0.0,34.0,3.0,0.0,1.0,0.0,16.0,77.0,0.0,23.0,1.0,3.0,1.0,0.0,0.0,79252.58147440731,22135.75,1.0,23.0,0.0,0.0,1,16.584633403923803
88194ac045fffff,51.34583432116248,-0.1298760337636531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2250.2520875137316,8683.5,0.0,1.0,0.0,0.0,0,15.498284141838232
88194ac047fffff,51.338070689538036,-0.1256282208647104,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,16.35147814855266
88194ac049fffff,51.349433124652116,-0.10980855150788117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9733.923076923076,0.0,6.0,0.0,0.0,0,15.099316741651378
88194ac04bfffff,51.341669618415715,-0.10556392137406782,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,15230.783431438325,2117.0,0.0,10.0,0.0,0.0,0,15.977987650233263
88194ac04dfffff,51.35151587833908,-0.12196577363140976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39816.768102942086,0.0,0.0,0.0,0.0,0.0,0,14.85157554231586
88194ac051fffff,51.32614141068913,-0.09707857167753665,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16035.351571405123,12599.8,1.0,2.0,0.0,0.0,1,17.745797586017037
88194ac053fffff,51.318376709972505,-0.09283785100705712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9948.830400769884,0.0,1.0,2.0,0.0,0.0,1,18.633951569763994
88194ac055fffff,51.32822457344191,-0.10922906461062702,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1693.8248081830614,9096.0,1.0,1.0,0.0,0.0,1,17.45830916962953
88194ac057fffff,51.32046000840544,-0.10498610221875293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1203.291352482152,205.0,0.0,0.0,0.0,0.0,0,18.335848110158825
88194ac059fffff,51.33182160992228,-0.08917001540855678,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1035.9234713418043,0.0,0.0,1.0,0.0,0.0,0,17.176505002289428
88194ac05bfffff,51.32405717140937,-0.0849302341824717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.07138606500578
88194ac05dfffff,51.33390571363247,-0.10132059494862923,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1712.9,0.0,0.0,0.0,0.0,0,16.860329019278133
88194ac061fffff,51.34223135282699,-0.1499444657573237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45637.724957055776,14729.791666666666,0.0,2.0,0.0,0.0,0,16.019931214824187
88194ac063fffff,51.33446759664395,-0.1456934708386979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2919.3411949736296,624.0,0.0,0.0,0.0,0.0,0,16.842790682888364
88194ac065fffff,51.34431006576657,-0.162105819014475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6455.437553699099,0.0,0.0,1.0,0.0,0.0,0,15.924370805055009
88194ac067fffff,51.336546447394625,-0.15785258031973895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22821.625,0.0,0.0,0.0,0.0,0,16.725023263893686
88194ac069fffff,51.34791505492683,-0.1420353228549802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1426.5,0.0,7.0,0.0,0.0,0,15.328399867593067
88194ac06bfffff,51.34015156055434,-0.1377852661997824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17719.5,0.0,0.0,0.0,0.0,0,16.162716790357017
88194ac06dfffff,51.34999470949899,-0.15419676651441913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16813.41956234508,1778.4545454545455,0.0,2.0,0.0,0.0,0,15.207405740304248
88194ac0cdfffff,51.29716392850014,-0.0922650291367716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.986823475750295
88194ac0e1fffff,51.28787669149197,-0.12021489289468944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.93109007491389
88194ac0e9fffff,51.293562225229444,-0.11231231539199453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8699.025884066601,9717.5,0.0,0.0,0.0,0.0,0,21.30526903080771
88194ac0edfffff,51.295642836611684,-0.1244580644200754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.069356647850572
88194ac101fffff,51.339161173518356,-0.21441725626506244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.5047787615304
88194ac103fffff,51.33139744901488,-0.21015541158889184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11309.116346940262,0.0,0.0,0.0,0.0,0.0,0,18.204171378505713
88194ac107fffff,51.333470094078244,-0.22232294051236812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.300269417414945
88194ac109fffff,51.344851049766724,-0.20651054130789703,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2268.7079028182443,4127.0,0.0,12.0,0.0,0.0,0,16.713665903287854
88194ac10bfffff,51.33708758631195,-0.20224963270416466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,633.5713932949905,1681.5,0.0,0.0,0.0,0.0,0,17.422772690169268
88194ac10dfffff,51.346924497256204,-0.21868040969242816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.82593063373994
88194ac141fffff,51.358302524075704,-0.20286407635094184,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,4.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,6408.058427391212,14583.486486486487,0.0,1.0,0.0,0.0,0,15.22884638245726
88194ac143fffff,51.350539722693064,-0.1986027957404863,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,16727.78511516543,332.45454545454544,0.0,7.0,0.0,0.0,0,15.927567681400957
88194ac145fffff,51.360376773844685,-0.2150362849807609,21.0,2.0,0.0,26.0,2.0,0.0,0.0,2.0,11.0,79.0,0.0,14.0,3.0,2.0,0.0,0.0,0.0,18773.279984697576,18200.979591836734,0.0,8.0,0.0,0.0,0,15.360361573542075
88194ac147fffff,51.35261411240679,-0.21077275854816765,6.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,11.0,2.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,6695.433467967292,26505.583333333332,0.0,5.0,0.0,0.0,0,16.02526894721073
88194ac149fffff,51.36398973213289,-0.19495436320050039,27.0,10.0,0.0,47.0,5.0,0.0,2.0,4.0,21.0,108.0,0.0,17.0,3.0,13.0,0.0,0.0,0.0,47263.22300499445,15579.470588235294,0.0,32.0,0.0,0.0,0,14.43734739304957
88194ac14bfffff,51.356227192167246,-0.1906940196626313,9.0,5.0,0.0,19.0,4.0,0.0,0.0,0.0,17.0,21.0,0.0,24.0,5.0,3.0,0.0,0.0,1.0,35132.60091332173,9132.030303030304,0.0,8.0,0.0,0.0,0,15.147248549157828
88194ac14dfffff,51.36606492420727,-0.20712666603889193,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9691.233121595673,1149.7272727272727,0.0,3.0,0.0,0.0,0,14.553924443672663
88194ac151fffff,51.34070090988522,-0.1821772572509767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.626758912270517
88194ac155fffff,51.3427765204467,-0.19434282365169797,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,84113.05626659156,0.0,0.0,6.0,0.0,0.0,0,16.647096394825127
88194ac159fffff,51.346387698783666,-0.17426932544740473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9507.027654852594,0.0,0.0,2.0,0.0,0.0,0,15.876900950440293
88194ac15bfffff,51.33862421867146,-0.17001384263191302,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26335.595787094368,8708.636363636364,0.0,5.0,0.0,0.0,0,16.652810793385935
88194ac15dfffff,51.34846425128893,-0.1864349845313273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,31205.987460068485,2288.375,0.0,3.0,0.0,0.0,0,15.877965621393967
88194ac169fffff,51.362449940884865,-0.22721064502389066,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5827.598676872865,0.0,0.0,0.0,0.0,0.0,0,15.540539761169622
88194ac16bfffff,51.35468741984089,-0.22294487242670505,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13536.373235912331,12892.458333333334,0.0,1.0,0.0,0.0,0,16.17020998700513
88194ac16dfffff,51.36452202460696,-0.2393871559511509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,15.76772552004085
88194ac1e5fffff,51.30448387276153,-0.2174403721876368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,21.197630206990638
88194ac201fffff,51.36438109561783,-0.07391602069165644,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20823.946237222,17266.666666666668,0.0,3.0,0.0,400000.0,0,13.79712575364846
88194ac203fffff,51.35661824100194,-0.06967645563114545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7031.0,0.0,2.0,0.0,400000.0,0,14.705983324685137
88194ac205fffff,51.36646775052666,-0.08607134484032582,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,3876.205229998997,20771.28,0.0,3.0,0.0,400000.0,0,13.396952458885227
88194ac207fffff,51.358705031823284,-0.08182953542081177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,9154.419527742046,1402.0,0.0,1.0,0.0,400000.0,0,14.299770812911097
88194ac209fffff,51.37005595552762,-0.06600147976045105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.635582651239,0.0,0.0,0.0,0.0,0.0,0,13.328333753985675
88194ac20bfffff,51.36229336385278,-0.06176285614468025,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12000.473610668585,16386.444444444445,0.0,2.0,0.0,400000.0,0,14.240188431195877
88194ac20dfffff,51.3721435514909,-0.07815688898986356,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11853.190771796815,17293.882352941175,0.0,9.0,0.0,0.0,0,12.88884517581274
88194ac211fffff,51.346766985673206,-0.053289516054608736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3153.095221466289,1418.3333333333333,4.0,6.0,0.0,132000.0,1,16.06426370548919
88194ac213fffff,51.339003199941025,-0.04905479847258548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1924.4991092484622,0.0,0.0,0.0,0.0,0.0,0,16.97645382883093
88194ac215fffff,51.34885498802958,-0.0654381932540914,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1112.173574097897,0.0,3.0,1.0,0.0,400000.0,1,15.61532195764047
88194ac217fffff,51.34109133708713,-0.061201233006550886,6.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,7.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,18248.299671373417,18330.548387096773,0.0,5.0,0.0,0.0,0,16.52506678077669
88194ac219fffff,51.35244143072534,-0.045376774326854635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,8435.213496705142,1688.0,0.0,4.0,0.0,400000.0,0,15.63489826094229
88194ac21bfffff,51.34467790794695,-0.04114299827531562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1804.2095835480354,5016.0,3.0,1.0,0.0,132000.0,1,16.547573158059027
88194ac21dfffff,51.354530373772555,-0.05752553509406302,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2977.2218524497416,0.0,0.0,2.0,0.0,400000.0,0,15.152170770231274
88194ac221fffff,51.3628753818812,-0.10614217068398245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,11037.447275586037,9351.0,0.0,10.0,0.0,400000.0,0,13.6212904193486
88194ac223fffff,51.35511253697868,-0.1018971762013109,7.0,1.0,4.0,14.0,2.0,0.0,0.0,0.0,8.0,41.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,20662.683927639035,10498.0,0.0,7.0,0.0,0.0,0,14.50556304966927
88194ac225fffff,51.36495893993756,-0.11830172511810011,8.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,24.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,85960.8890310497,26215.625,0.0,44.0,0.0,400000.0,0,13.355858790912604
88194ac227fffff,51.357196231954966,-0.11405448590436579,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,114856.24438634141,30360.541666666668,0.0,15.0,0.0,0.0,0,14.224991194423888
88194ac229fffff,51.368553327988984,-0.0982288280719193,22.0,12.0,0.0,20.0,4.0,0.0,0.0,3.0,15.0,52.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,65186.45906091934,20126.82474226804,2.0,59.0,0.0,400000.0,1,13.043632042426974
88194ac22bfffff,51.36079074564642,-0.09398477394482925,8.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,11.0,29.0,0.0,19.0,2.0,2.0,0.0,0.0,1.0,18446.817272624154,17779.02857142857,0.0,30.0,0.0,400000.0,0,13.937043458842865
88194ac22dfffff,51.370637827414576,-0.11038846986669444,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,11.0,5.0,0.0,1.0,0.0,1.0,5292.545923067914,21122.41176470588,0.0,16.0,0.0,400000.0,0,12.741078678120756
88194ac231fffff,51.34526438425334,-0.08550057721994991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1292.8636790837334,0.0,0.0,0.0,0.0,0.0,0,15.73063145223602
88194ac233fffff,51.33750060597591,-0.08126043351361803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1881.9985347039399,0.0,0.0,6.0,0.0,0.0,0,16.630087450281135
88194ac235fffff,51.3473492930936,-0.0976534858640356,9.0,3.0,2.0,6.0,4.0,0.0,0.0,0.0,6.0,26.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,17783.836407315423,1575.0,0.0,4.0,0.0,0.0,0,15.39320163695455
88194ac237fffff,51.339585650612584,-0.09341109911780919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.28366036327774
88194ac239fffff,51.35094191442598,-0.07758902935701098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6698.0,0.0,0.0,0.0,0.0,0,15.203805906878326
88194ac23bfffff,51.343178398721214,-0.07334982609473728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2085.2727272727275,0.0,1.0,0.0,0.0,0,16.108857556292875
88194ac23dfffff,51.35302776427236,-0.08974202384564257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,14.832844407576424
88194ac241fffff,51.383491541158286,-0.062324897460251494,7.0,0.0,0.0,12.0,1.0,2.0,0.0,1.0,8.0,30.0,1.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,24352.5,0.0,6.0,0.0,0.0,0,11.984526018816041
88194ac243fffff,51.37572961142447,-0.058085912729677835,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5809.58496588124,21862.160714285714,0.0,5.0,0.0,0.0,0,12.897067737475666
