h3_index,bike_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,other_amenities,pet_amenity,social_amenities,water_amenities,parking_area,traffic_count,сharger_number,highway,public_transport,voltage,car_amenities,needs_amenities,shops_amenities,work_amenity,has_charging_station,usage_type,study_amenity,latitude,longitude,distance_to_center
88194ac001fffff,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,82820.46302563883,4956183.333333333,0.0,4.0,11.0,0.0,0.0,0.0,2.0,0.0,0,nothing,0.0,51.32462352352296,-0.1292889327999893,16999.39464800711
88194ac003fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011217.260339204,531011.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0,nothing,0.0,51.31685883273679,-0.1250427900098757,16999.559595867693
88194ac005fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17516.04716984178,3574342.3333333335,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0,nothing,0.0,51.326703590236136,-0.1414436461882285,17000.01981351315
88194ac007fffff,0.0,0.0,11.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,1858495.8821677223,3803852.1458333335,0.0,31.0,24.0,0.0,2.0,19.0,10.0,0.0,0,nothing,0.0,51.31893903613696,-0.1371952613083459,17000.18494769884
88194ac009fffff,0.0,0.0,6.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,441276.2192138191,935172.3055555556,1.0,7.0,9.0,0.0,1.0,0.0,6.0,0.0,1,Public use,0.0,51.33030680792637,-0.1213815773774188,16998.604416661936
88194ac00bfffff,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552544.6888888889,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0,nothing,0.0,51.32254237896286,-0.1171363729428383,16998.76942013458
88194ac00dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17516.04716984178,1367860.9583333335,0.0,0.0,12.0,0.0,0.0,1.0,4.0,0.0,0,nothing,0.0,51.33238781591003,-0.1335363796490829,16999.229458260026
88194ac011fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,49907.03915650634,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.30701232723844,-0.1086498736853539,16999.098701492767
88194ac013fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174291.49697158503,1370167.5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0,nothing,0.0,51.299246705251534,-0.1044085777554643,16999.262979235453
88194ac015fffff,0.0,0.0,4.0,2.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,397313.7342109392,2200938.3333333335,0.0,9.0,10.0,0.0,0.0,4.0,2.0,3.0,0,nothing,0.0,51.309093743938554,-0.1207979507248899,16999.72430177022
88194ac017fffff,0.0,0.0,4.0,3.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,121980.4877802012,596981.6,0.0,1.0,16.0,0.0,0.0,0.0,3.0,0.0,0,nothing,0.0,51.301328257515365,-0.1165544143914754,16999.888765643213
88194ac019fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1435.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,nothing,0.0,51.31269519432943,-0.1007443074890992,16998.30870552092
88194ac01bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21385.966587792835,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,nothing,0.0,51.30492983417674,-0.0965039500049973,16998.47303916521
88194ac01dfffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23165.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0,nothing,0.0,51.31477755193789,-0.1128924718966975,16998.93418176868
88194ac021fffff,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,71809.96745540248,429557.9,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.32309620838474,-0.1615066613750048,17001.435464080652
88194ac023fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5363.519780023047,1361076.2,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,0,nothing,0.0,51.31533152997919,-0.1572550967960226,17001.600729110585
88194ac027fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.31740863534296,-0.169411782064849,17002.226079995842
88194ac029fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,208395.95437033952,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,0,nothing,0.0,51.32878257851317,-0.1536005125857352,17000.644916533474
88194ac02bfffff,0.0,1.0,4.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,68915.73517690835,1282080.1333333333,0.0,1.0,12.0,0.0,1.0,1.0,4.0,0.0,0,nothing,0.0,51.321018161549304,-0.1493498852707961,17000.81023714292
88194ac02dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,174996.91600013297,2601665.25,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.33086048776489,-0.1657595314697405,17001.269956948767
88194ac031fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6069.390027704967,925142.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,0,nothing,0.0,51.305488131946234,-0.1408525446237326,17001.140152128086
88194ac033fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,76102.61203037131,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0,nothing,0.0,51.29772252008157,-0.1366058301838241,17001.304746360544
88194ac035fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380328.666666667,0.0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,0,nothing,0.0,51.307566452935546,-0.1530048371785506,17001.765751966814
88194ac037fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7526039.166666667,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,nothing,0.0,51.29980097764115,-0.1487558819686156,17001.930532577644
88194ac039fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,976770.7783411852,1728057.55,0.0,0.0,14.0,0.0,0.0,14.0,5.0,0.0,0,nothing,0.0,51.31117408368803,-0.1329481806038739,17000.349839878476
88194ac03bfffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79472.45636851268,393876.2,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0,nothing,0.0,51.30340873327657,-0.1287024035209666,17000.514489980476
88194ac03dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396494.35757597873,1672292.5375,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.31325334589791,-0.145100562801471,17000.975315698346
88194ac041fffff,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,192438.85805323743,3512977.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.34375265770104,-0.1177187646051505,16997.648953038577
88194ac043fffff,0.0,0.0,34.0,5.0,0.0,1.0,0.0,93.0,0.0,4.0,0.0,5807336.250003445,7061122.086111112,1.0,31.0,23.0,0.0,2.0,5.0,11.0,0.0,1,Public use,1.0,51.33598888921777,-0.1134731951418269,16997.814253702047
88194ac045fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,27003.02505016478,2703923.6,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0,nothing,0.0,51.34583447012119,-0.1298758986277718,16998.273684487238
88194ac047fffff,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2973620.7708333335,0.0,3.0,7.0,0.0,0.0,0.0,7.0,0.0,0,nothing,0.0,51.338070838441446,-0.1256280857543356,16998.43917142228
88194ac049fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2621818.880952381,0.0,6.0,5.0,0.0,0.0,0.0,4.0,0.0,0,nothing,0.0,51.349433273559626,-0.1098084163028345,16996.858803147534
88194ac04bfffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,595220.9192016148,827506.4166666666,0.0,10.0,7.0,0.0,2.0,0.0,8.0,0.0,0,nothing,0.0,51.34166976726796,-0.1055637861945653,16997.02415916613
88194ac04dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1194503.0430882624,446277.9,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0,nothing,0.0,51.351516027299816,-0.1219656384481748,16997.483410799126
88194ac051fffff,0.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,249899.68246234144,1916870.191666667,1.0,2.0,8.0,0.0,1.0,4.0,4.0,0.0,1,Public use,0.0,51.32614155943086,-0.0970784365491398,16997.35414654711
88194ac053fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,107989.52965663724,893380.4361111112,1.0,2.0,10.0,0.0,1.0,0.0,3.0,0.0,1,Public use,0.0,51.318376858658965,-0.0928377159042155,16997.518777766552
88194ac055fffff,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,24906.570352750685,1232180.0166666666,1.0,1.0,12.0,0.0,1.0,0.0,5.0,0.0,1,Public use,0.0,51.32822472223683,-0.1092289295039671,16997.979312717933
88194ac057fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18332.031919644727,398114.0916666667,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,nothing,0.0,51.32046015714509,-0.104985967137617,16998.144130014713
88194ac059fffff,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12431.08165610165,56709.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0,nothing,0.0,51.33182175866604,-0.0891698802328974,16996.56423140464
88194ac05bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,420537.875,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,nothing,0.0,51.32405732009788,-0.0849300990323977,16996.728918268465
88194ac05dfffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1095690.1583333334,0.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0,nothing,0.0,51.33390586242945,-0.101320459794693,16997.189273656495
88194ac061fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268385.4456234374,2375881.7094298247,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.342231501836814,-0.149944330690751,16999.68881941027
88194ac063fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17516.04716984178,1743255.6754385964,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.33446774559847,-0.1456933357975776,16999.854437393045
88194ac065fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,307747.45846920414,926126.6545454544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.34431021482959,-0.1621056839698773,17000.313549439557
88194ac067fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915763.647727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.336546596402336,-0.1578524453005634,17000.479353941744
88194ac069fffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,572032.0215909091,0.0,7.0,11.0,0.0,0.0,0.0,6.0,0.0,0,nothing,0.0,51.34791520393873,-0.1420351877410093,16998.898353392997
88194ac06bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3549891.0949561405,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0,nothing,0.0,51.34015170951096,-0.1377851311112888,16999.064026698084
88194ac06dfffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,699325.3922002078,233815.20367965367,0.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0,nothing,0.0,51.34999485856411,-0.1541966314224025,16999.522959636626
88194ac0c5fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.29148068636419,-0.100168583554,16999.427014925448
88194ac0cdfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,nothing,0.0,51.29716407707398,-0.0922648941322096,16998.63713087627
88194ac0e1fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.28787684011472,-0.1202147580062278,17000.843063665692
88194ac0e9fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,209372.26987635985,1325448.8,0.0,0.0,2.0,0.0,1.0,8.0,1.0,0.0,0,nothing,0.0,51.293562373854336,-0.1123121804563398,17000.052987415274
88194ac0edfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,95370.6,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0,nothing,0.0,51.29564298528972,-0.1244579295061693,17000.678897933354
88194ac101fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34177.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.33916132273657,-0.2144171213817506,17003.769490170536
88194ac103fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374658.93513505755,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.33139759817775,-0.2101552767308697,17003.935744379378
88194ac107fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0,nothing,0.0,51.33347024329426,-0.2223228056765584,17004.560656993108
88194ac109fffff,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,40836.7422507284,1278276.1354166667,0.0,12.0,5.0,0.0,0.0,0.0,5.0,0.0,0,nothing,0.0,51.344851198987136,-0.2065104063770677,17002.978391905304
88194ac10bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.6746317148745,248634.75,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.33708773547702,-0.2022494977986605,17003.144701370136
88194ac10dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223936.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.34692464652977,-0.2186802747838394,17003.602993740667
88194ac141fffff,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,166631.57429723736,3696640.271422205,0.0,1.0,7.0,0.0,1.0,3.0,11.0,0.0,0,nothing,0.0,51.35830267335362,-0.2028639413472784,17002.020755602636
88194ac143fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,460610.720849156,1833918.5403860027,0.0,7.0,13.0,0.0,0.0,3.0,4.0,0.0,0,nothing,0.0,51.35053987191563,-0.1986026607621565,17002.18736223604
88194ac145fffff,0.0,0.0,26.0,2.0,0.0,0.0,2.0,101.0,0.0,4.0,0.0,528232.8074796902,4349131.823201553,0.0,9.0,14.0,0.0,2.0,3.0,9.0,0.0,0,nothing,0.0,51.360376923175785,-0.2150361499993242,17002.645046744463
88194ac147fffff,0.0,0.0,3.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,200863.0040390188,5843490.446580298,0.0,4.0,4.0,0.0,1.0,4.0,12.0,0.0,0,nothing,0.0,51.35261426168254,-0.2107726235920397,17002.811840339316
88194ac149fffff,0.0,0.0,48.0,5.0,0.0,2.0,4.0,135.0,0.0,13.0,0.0,1318604.1696801048,2816073.5924242423,0.0,30.0,16.0,0.0,10.0,9.0,12.0,1.0,0,nothing,0.0,51.363989881412934,-0.194954228149304,17001.22973956915
88194ac14bfffff,0.0,0.0,15.0,3.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,881742.4348293983,3233779.0393939395,0.0,9.0,24.0,0.0,5.0,6.0,14.0,0.0,0,nothing,0.0,51.35622734139197,-0.1906938846368004,17001.396401201342
88194ac14dfffff,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,349448.9233888528,1330946.9222052458,0.0,4.0,6.0,0.0,1.0,0.0,2.0,0.0,0,nothing,0.0,51.36606507354051,-0.2071265310098948,17001.853907060147
88194ac151fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310279.6666666666,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0,nothing,0.0,51.3407010589993,-0.1821771222758645,17001.72899880873
88194ac155fffff,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3573553.5724323085,230130.44583333333,0.0,6.0,12.0,0.0,2.0,1.0,3.0,0.0,0,nothing,0.0,51.34277666961393,-0.1943426886987113,17002.353726888105
88194ac159fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230439.36209970943,608680.9696969697,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0,nothing,1.0,51.34638784789987,-0.1742691904248493,17000.938216666593
88194ac15bfffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1632628.4180844026,3129925.386363636,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0,nothing,0.0,51.33862436773236,-0.1700137076347501,17001.10420778677
88194ac15dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054403.595791489,1506773.518421717,0.0,3.0,7.0,0.0,0.0,0.0,6.0,0.0,0,nothing,0.0,51.348464400458326,-0.1864348495308566,17001.562820971933
88194ac169fffff,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,34965.59206123719,1041479.5291666668,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0,nothing,0.0,51.362450090269135,-0.2272105100647306,17003.269274507107
88194ac16bfffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133774.6241476023,1911275.2430555555,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0,nothing,0.0,51.35468756916982,-0.2229447374928298,17003.436255162058
88194ac16dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.3645221740444,-0.239387021014339,17003.893438770767
88194ac1cbfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nothing,0.0,51.30187835737978,-0.1609080843389265,17002.556256465352
88194ac1e5fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Public use,0.0,51.30448402180922,-0.217440237475028,17005.849595133393
88194ac201fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,354882.7397680857,2621397.666666667,0.0,3.0,2.0,21282.79883381924,0.0,12.0,1.0,0.0,0,nothing,0.0,51.36438124447804,-0.0739158853229156,16993.864466034112
88194ac203fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2938183.611111111,0.0,1.0,4.0,12827.98833819242,0.0,1.0,1.0,0.0,0,nothing,0.0,51.35661838980692,-0.0696763202880548,16994.029801735967
88194ac205fffff,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,10864.808791615318,4522481.754861111,0.0,3.0,7.0,22448.979591836734,0.0,19.0,5.0,0.0,0,nothing,0.0,51.366467899440146,-0.0860712094932573,16994.488764815873
88194ac207fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,228469.66831088185,321639.5,0.0,1.0,6.0,17492.71137026239,0.0,0.0,5.0,1.0,0,nothing,0.0,51.35870518068154,-0.0818294000993716,16994.65428648829
88194ac209fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13867.626991814868,777760.8392857143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,nothing,0.0,51.37005610438977,-0.0660013443443942,16993.074714196595
88194ac20bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,238997.76389963017,4148882.0,0.0,3.0,4.0,17784.256559766764,4.0,3.0,0.0,0.0,0,nothing,0.0,51.362293512659704,-0.0617627207542979,16993.240105030018
88194ac20dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,257039.05032205812,2372179.860416667,0.0,9.0,7.0,0.0,0.0,3.0,5.0,0.0,0,nothing,0.0,51.37214370040635,-0.0781567535954578,16993.69888928074
88194ac211fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37837.142657595476,477565.12499999994,3.0,6.0,11.0,1154.5189504373177,0.0,1.0,5.0,0.0,1,Public use,0.0,51.34676713436967,-0.0532893807156199,16993.570163613647
88194ac213fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23093.989310981546,845369.5,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0,nothing,0.0,51.33900334858228,-0.0490546631592765,16993.73483122121
88194ac215fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13346.082889174764,1676308.2083333335,3.0,1.0,6.0,10868.804664723031,0.0,0.0,4.0,0.0,1,Public use,0.0,51.348855136779335,-0.0654380579366604,16994.194896314846
88194ac217fffff,0.0,0.0,4.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,656177.5440747587,4988148.395833334,0.0,5.0,17.0,0.0,1.0,0.0,4.0,0.0,0,nothing,0.0,51.34109148578165,-0.0612010977147943,16994.35974969938
88194ac219fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,97845.91139805988,577280.1666666666,0.0,4.0,10.0,36224.489795918365,0.0,0.0,2.0,0.0,0,nothing,0.0,51.35244157942375,-0.0453766389406298,16992.780645977567
88194ac21bfffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20640.324538273613,703683.5,4.0,1.0,15.0,1924.198250728863,0.0,0.0,2.0,0.0,1,Public use,0.0,51.344678056590155,-0.041142862914805,16992.945369005196
88194ac21dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,71453.3244587938,852152.7777777779,0.0,2.0,2.0,18367.34693877551,0.0,10.0,2.0,0.0,0,nothing,0.0,51.35453052252426,-0.0575253997293769,16993.405254859492
88194ac221fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,204313.39224014131,3203277.5258333334,0.0,9.0,9.0,26822.157434402332,0.0,0.0,6.0,0.0,0,nothing,0.0,51.36287553084598,-0.1061420354060067,16995.903069145264
88194ac223fffff,0.0,4.0,14.0,2.0,0.0,0.0,0.0,47.0,0.0,2.0,0.0,700031.9478414505,4133156.5039682537,0.0,7.0,11.0,0.0,1.0,1.0,7.0,0.0,0,nothing,0.0,51.3551126858882,-0.1018970409489238,16996.068721787724
88194ac225fffff,0.0,0.0,4.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,5861440.391676271,8975406.707916666,0.0,45.0,16.0,28279.8833819242,2.0,2.0,5.0,0.0,0,nothing,0.0,51.364959088955594,-0.1183015898619547,16996.52736681209
88194ac227fffff,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8206219.644177021,5549113.886904762,0.0,15.0,6.0,0.0,1.0,0.0,3.0,0.0,0,nothing,0.0,51.35719638091774,-0.114054350673757,16996.693205672294
88194ac229fffff,0.0,0.0,24.0,3.0,0.0,0.0,3.0,73.0,0.0,0.0,0.0,2535553.982057623,6606623.754861111,2.0,59.0,16.0,33163.26530612245,15.0,11.0,12.0,0.0,1,Public use,0.0,51.36855347695575,-0.0982286927465841,16995.113001256497
88194ac22bfffff,0.0,0.0,4.0,1.0,0.0,0.0,0.0,38.0,0.0,6.0,0.0,706284.0077854759,4320183.802083333,0.0,30.0,19.0,24489.79591836735,1.0,0.0,10.0,0.0,0,nothing,0.0,51.36079089455794,-0.0939846386451007,16995.278708997677
88194ac22dfffff,0.0,1.0,6.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,109362.28893457154,6551846.340238095,0.0,16.0,13.0,40306.12244897959,0.0,17.0,10.0,0.0,0,nothing,1.0,51.370637976434615,-0.1103883345631296,16995.73717523709
88194ac231fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15514.3641490048,494075.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0,nothing,0.0,51.34526453305436,-0.0855004419714336,16995.609400753958
88194ac233fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22583.98241644728,87725.6,0.0,7.0,12.0,0.0,0.0,0.0,3.0,0.0,0,nothing,0.0,51.33750075472168,-0.0812602982907089,16995.77438462601
88194ac235fffff,0.0,2.0,6.0,4.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,533887.9695397384,710305.0714285715,0.0,4.0,9.0,0.0,4.0,0.0,6.0,0.0,0,nothing,0.0,51.34734944194786,-0.0976533506372302,16996.234133092814
88194ac237fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44457.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0,nothing,0.0,51.3395857994116,-0.093410963916584,16996.399302988953
