h3_index,latitude,longitude,bike_amenities,car_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,needs_amenities,other_amenities,pet_amenity,public_transport,shops_amenities,social_amenities,study_amenity,water_amenities,work_amenity,parking_area,traffic_count,highway,voltage,сharger_number,has_charging_station,distance_to_center
8811aa4227fffff,55.593494133919116,37.140198713503146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,2.0,1,34.74071796243275
8811aa4229fffff,55.6003225934451,37.115672686063135,0.0,3.0,0.0,13.0,3.0,2.0,1.0,2.0,6.0,0.0,3.0,2.0,22.0,6.0,0.0,0.0,6.0,29574.5443552673,23432.645305200276,2.0,110000.0,0.0,0,35.7092909496626
8811aa422dfffff,55.592021361587776,37.116681249149984,1.0,3.0,1.0,6.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,8.0,21724.904560850126,23432.645305200276,9.0,110000.0,2.0,1,36.10379845304467
8811aa4235fffff,55.606682894426875,37.15045694890954,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,1.0,1,33.44697383424389
8811aa4263fffff,55.60373441464614,37.10340853085123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,0.0,0.0,0,36.21452176660477
8811aa4267fffff,55.59543379817888,37.104419540195416,1.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,12.0,1.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,169158.05740316535,23432.645305200276,9.0,0.0,0.0,0,36.59263278492546
8811aa4301fffff,55.55881392660342,37.12071153265841,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,37.86794952594341
8811aa4305fffff,55.55051144269342,37.12171811249378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,38.352316451786976
8811aa4307fffff,55.555397426169414,37.13296270665822,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,37.45844279349671
8811aa4311fffff,55.57688895994678,37.142205660721324,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,11279.624618999793,23432.645305200276,2.0,0.0,0.0,0,35.6160723976036
8811aa4313fffff,55.581774419663965,37.15346180919818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,71538.16857586474,23432.645305200276,2.0,0.0,0.0,0,34.72402045446666
8811aa4315fffff,55.56858599716921,37.14320854179007,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7315.185505233668,23432.645305200276,1.0,0.0,0.0,0,36.08150403137646
8811aa4317fffff,55.573471093110584,37.154462640555835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18356.772101991675,23432.645305200276,2.0,0.0,0.0,0,35.188244384391886
8811aa4319fffff,55.58030522179288,37.12994791855875,0.0,4.0,0.0,7.0,1.0,1.0,3.0,5.0,9.0,0.0,2.0,7.0,12.0,3.0,0.0,0.0,6.0,109060.91829392164,23432.645305200276,7.0,0.0,0.0,0,36.05936830939657
8811aa431bfffff,55.58519167231176,37.14120238470326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,35.16890924534935
8811aa431dfffff,55.57200287337576,37.130953243531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.1561865388776,23432.645305200276,0.0,0.0,0.0,0,36.508161227127864
8811aa4321fffff,55.5387909807676,37.134970588914435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42095.84112726166,23432.645305200276,0.0,0.0,0.0,0,38.47461931004897
8811aa4323fffff,55.54367560981181,37.14621481762497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68386.01904387749,23432.645305200276,36.0,0.0,0.0,0,37.580508479134586
8811aa4325fffff,55.53048738460635,37.13597393779721,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2906.426117785321,23432.645305200276,1.0,0.0,0.0,0,39.00582637355769
8811aa4327fffff,55.53537164883502,37.14721612122012,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,179197.22431589,23432.645305200276,25.0,0.0,0.0,0,38.11217510252986
8811aa432bfffff,55.54709432807038,37.1339668452789,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,37.95861597122287
8811aa432dfffff,55.53390572709231,37.12373008454707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235.69797531047,23432.645305200276,0.0,0.0,0.0,0,39.36866022141843
8811aa4331fffff,55.556863689625494,37.15646312155657,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,36.170111116204836
8811aa4333fffff,55.5617474308356,37.16771685090474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,35.275747497023666
8811aa4335fffff,55.548559613384064,37.157462771663454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,32699.687028737226,23432.645305200276,11.0,0.0,0.0,0,36.68632810968864
8811aa433bfffff,55.56516751631606,37.1554630779313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,3.0,0.0,0.0,0,35.67051456755132
8811aa433dfffff,55.55197932175658,37.1452131200096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,2.0,1,37.0644006301701
8811aa4351fffff,55.578831811773604,37.10644036486142,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,476412.78737122455,23432.645305200276,2.0,110000.0,26.0,1,37.406288175810516
8811aa4353fffff,55.583719878630035,37.11768941511915,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,284661.71563190594,23432.645305200276,12.0,110000.0,6.0,1,36.51756202201545
8811aa4355fffff,55.570530442525296,37.10745018065197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,37.84060138499459
8811aa4357fffff,55.57541814491676,37.11869718420452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,36.949936701932536
8811aa4359fffff,55.58224387392804,37.09418278655293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391015.9169201079,23432.645305200276,0.0,0.0,5.0,1,37.8766822495378
8811aa435bfffff,55.587132930439765,37.105430151453994,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,245291.4447037333,23432.645305200276,4.0,0.0,0.0,0,36.99009321574226
8811aa435dfffff,55.573943119898445,37.095195045907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,110000.0,5.0,1,38.295191251631564
8811aa4363fffff,55.54562483473715,37.11047724466211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6039.197624927262,23432.645305200276,0.0,0.0,0.0,0,39.24612845693771
8811aa4413fffff,55.74239183574692,37.3839918924085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,14.585750750961799
8811aa4415fffff,55.72920850154289,37.373604753364006,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27634.54004643642,23432.645305200276,0.0,0.0,0.0,0,15.413723669253411
8811aa4417fffff,55.73408273722402,37.38495198896178,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,131905.8782705214,23432.645305200276,7.0,0.0,0.0,0,14.625823946027465
8811aa441bfffff,55.745825731646626,37.371680006433586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23432.645305200276,0.0,0.0,0.0,0,15.333750572798083
8811aa4421fffff,55.69940692154461,37.36515179491982,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,114.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,482551.5365113326,23432.645305200276,57.0,0.0,0.0,0,16.79848832284945
8811aa4423fffff,55.70428073616904,37.37648901924488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,638983.6608102272,23432.645305200276,48.0,0.0,0.0,0,15.942515526996091
8811aa4425fffff,55.691097512020214,37.36611453850771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42639.40999664573,23432.645305200276,0.0,0.0,0.0,0,17.09013107553007
8811aa4427fffff,55.69597097036516,37.37744968090202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93311.18951218762,23432.645305200276,27.0,0.0,0.0,0,16.221262425247843
8811aa4429fffff,55.70284126022966,37.35285312052174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,4.0,0.0,0.0,0,17.39928993743978
8811aa442bfffff,55.7077160761344,37.36418867057632,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,16.553704607415032
8811aa442dfffff,55.69453246209569,37.35381832604211,8.0,0.0,2.0,8.0,1.0,10.0,13.0,14.0,130.0,17.0,0.0,10.0,3.0,4.0,0.0,0.0,4.0,82423.26709719254,23432.645305200276,52.0,0.0,0.0,0,17.658345469296577
8811aa4431fffff,55.717463771565086,37.38687104253071,0.0,5.0,2.0,2.0,1.0,1.0,6.0,4.0,26.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,156337.31808885332,23432.645305200276,11.0,0.0,0.0,0,14.879959189227678
8811aa4433fffff,55.72233664938907,37.398217866388705,4.0,2.0,4.0,18.0,14.0,0.0,3.0,10.0,8.0,3.0,2.0,15.0,20.0,8.0,1.0,0.0,14.0,242669.6311862764,23432.645305200276,25.0,110000.0,5.0,1,14.05390288236126
8811aa4435fffff,55.709153905118484,37.38782999999601,0.0,8.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,4.0,213198.45051382273,23432.645305200276,13.0,0.0,0.0,0,15.091101279150053
8811aa4437fffff,55.71402642754208,37.399174738151345,1.0,6.0,3.0,5.0,7.0,0.0,7.0,8.0,7.0,0.0,1.0,15.0,10.0,10.0,1.0,0.0,4.0,355358.31198233145,23432.645305200276,13.0,110000.0,6.0,1,14.245076979887308
8811aa4439fffff,55.720899502102675,37.374566555700945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29291.576664832668,23432.645305200276,1.0,0.0,0.0,0,15.536753498459495
8811aa443bfffff,55.725773382381846,37.385911705594204,0.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,73551.93354584857,23432.645305200276,5.0,110000.0,10.0,1,14.724278042444853
8811aa443dfffff,55.71259024686314,37.37552797758619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245023.63510557904,23432.645305200276,10.0,0.0,0.0,0,15.713613047830258
8811aa4467fffff,55.69796579999934,37.341521326442574,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,23432.645305200276,1.0,0.0,0.0,0,18.249594471411392
8811aa4481fffff,55.75357319560186,37.43037856049378,0.0,5.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,9.0,1.0,0.0,1.0,0.0,6.0,111220.26701534343,23432.645305200276,11.0,0.0,0.0,0,11.631110436535131
8811aa4483fffff,55.75844418484645,37.44174461555616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,245282.3881282698,23432.645305200276,1.0,0.0,0.0,0,10.937864190185559
8811aa4485fffff,55.74526242267725,37.4313299191908,0.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,23.0,1.0,0.0,6.0,8.0,10.0,0.0,2.0,2.0,244879.92441525028,23432.645305200276,5.0,110000.0,0.0,0,11.5973501664231
8811aa4487fffff,55.750133058283986,37.44269388098664,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,8.0,0.0,0.0,0,10.85973988276514
8811aa4489fffff,55.75701171745217,37.41806244318469,0.0,4.0,0.0,6.0,6.0,0.0,8.0,4.0,16.0,0.0,1.0,6.0,8.0,3.0,0.0,0.0,0.0,413746.1434458892,23432.645305200276,7.0,0.0,0.0,0,12.414456411786475
8811aa448bfffff,55.76188371150536,37.42942682490959,9.0,1.0,0.0,2.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,439703.8897323359,23432.645305200276,1.0,0.0,0.0,0,11.738241932871729
8811aa448dfffff,55.74870155536433,37.41901627128146,2.0,2.0,7.0,11.0,6.0,0.0,2.0,10.0,10.0,0.0,2.0,10.0,5.0,12.0,0.0,0.0,14.0,282436.54192021413,23432.645305200276,20.0,110000.0,0.0,0,12.350459164785777
8811aa4491fffff,55.77162574471862,37.45216689143165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,10.485131991450173
8811aa4493fffff,55.776495782170656,37.46354257818459,4.0,10.0,16.0,8.0,16.0,4.0,0.0,9.0,38.0,1.0,5.0,16.0,25.0,16.0,1.0,0.0,10.0,367735.6899040803,23432.645305200276,17.0,0.0,0.0,0,9.920829660214087
8811aa4495fffff,55.76331452224452,37.45311443744608,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,111940.13783053082,23432.645305200276,0.0,0.0,0.0,0,10.276023955395255
8811aa4497fffff,55.76818420694216,37.4644880271405,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,11273.747089726126,23432.645305200276,12.0,0.0,0.0,0,9.652073004284958
8811aa4499fffff,55.7750656660364,37.439844956092664,0.0,5.0,0.0,1.0,0.0,0.0,13.0,3.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9299.565005657347,23432.645305200276,3.0,0.0,0.0,0,11.322588984998188
8811aa449bfffff,55.779936709475585,37.45121896982966,3.0,2.0,9.0,4.0,4.0,0.0,1.0,1.0,8.0,1.0,1.0,15.0,5.0,7.0,0.0,1.0,4.0,52871.466246110685,23432.645305200276,9.0,0.0,0.0,0,10.770271196549679
8811aa449dfffff,55.766755054212126,37.440794973999196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14316.2489675559,23432.645305200276,0.0,0.0,0.0,0,11.093208710044332
8811aa44a1fffff,55.73351003494753,37.44459128435953,1.0,4.0,4.0,2.0,8.0,0.0,3.0,3.0,34.0,7.0,0.0,19.0,5.0,6.0,2.0,0.0,4.0,113498.82307401851,23432.645305200276,16.0,110000.0,0.0,0,10.940162153086396
8811aa44a3fffff,55.73837931196589,37.45595482418978,0.0,4.0,4.0,2.0,0.0,3.0,5.0,6.0,84.0,9.0,0.0,1.0,1.0,3.0,0.0,0.0,6.0,23619.562432477192,23432.645305200276,3.0,0.0,0.0,0,10.14350647330364
8811aa44a5fffff,55.72519813886308,37.445539422747196,2.0,5.0,2.0,8.0,7.0,0.0,4.0,8.0,7.0,11.0,0.0,22.0,14.0,16.0,0.0,0.0,6.0,392121.9595360663,23432.645305200276,34.0,0.0,0.0,0,11.097006962380473
8811aa44a7fffff,55.73006706207005,37.45690087007885,0.0,2.0,2.0,2.0,4.0,1.0,13.0,6.0,4.0,1.0,0.0,9.0,6.0,9.0,1.0,1.0,8.0,252610.341313215,23432.645305200276,20.0,110000.0,11.0,1,10.267841938198512
8811aa44a9fffff,55.73695139307619,37.43228090122394,1.0,2.0,5.0,9.0,7.0,0.0,5.0,6.0,7.0,2.0,0.0,16.0,6.0,18.0,0.0,0.0,10.0,320996.13257606793,23432.645305200276,13.0,110000.0,0.0,0,11.637606035407618
8811aa44abfffff,55.741821674869435,37.44364277051353,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,99.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,0.0,0.0,0,10.860509166880487
8811aa44adfffff,55.72864010714344,37.43323150681633,0.0,3.0,0.0,1.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0,12.0,6.0,8.0,0.0,0.0,2.0,246324.8527969969,23432.645305200276,8.0,0.0,0.0,0,11.751123675608975
8811aa44b3fffff,55.75642860999997,37.477750965082066,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,8.668059301077434
8811aa44b5fffff,55.743247937345465,37.46732212728204,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,351.71524668436984,23432.645305200276,0.0,0.0,0.0,0,9.36482954376882
8811aa44b7fffff,55.748115910232826,37.4786931946107,1.0,0.0,1.0,4.0,0.0,4.0,6.0,5.0,141.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,23432.645305200276,0.0,0.0,0.0,0,8.609034326764553
8811aa44b9fffff,55.7550030423979,37.45406160809562,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,85115.00237770866,23432.645305200276,2.0,0.0,0.0,0,10.147655714611764
8811aa44bbfffff,55.75987237416533,37.46543310149403,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,5.0,0.0,0.0,0,9.466880530912496
8811aa44bdfffff,55.746691305523434,37.455008403602754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,15.0,0.0,0.0,0,10.10311266909148
8811aa44c1fffff,55.755574975278044,37.394386589944496,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,36516.20275123454,23432.645305200276,4.0,110000.0,0.0,0,13.894775782854682
8811aa44c3fffff,55.760448623810355,37.4057455301203,3.0,3.0,9.0,35.0,28.0,0.0,2.0,18.0,19.0,3.0,4.0,16.0,28.0,26.0,0.0,0.0,22.0,391780.33358234895,23432.645305200276,23.0,110000.0,0.0,0,13.207628390722386
8811aa44c5fffff,55.74726577872002,37.395344977913645,0.0,1.0,0.0,2.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,23432.645305200276,12.0,0.0,0.0,0,13.841893890840904
8811aa44c7fffff,55.752139072906026,37.40670182784579,3.0,0.0,3.0,7.0,8.0,0.0,141.0,5.0,134.0,0.0,1.0,20.0,12.0,10.0,1.0,0.0,12.0,1040137.1767328097,23432.645305200276,39.0,110000.0,0.0,0,13.117015470641109
8811aa44c9fffff,55.7590092624564,37.38207055863875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,252669.45884520747,23432.645305200276,0.0,0.0,0.0,0,14.681942734866206
8811aa44cbfffff,55.76388391465221,37.393427822361986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,110000.0,0.0,0,14.008939731553209
8811aa44cdfffff,55.7507006776059,37.38303141570925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33621.42320726377,23432.645305200276,0.0,0.0,0.0,0,14.60453398806644
8811aa44d1fffff,55.77363126971279,37.416153653154566,2.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,23.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,4.0,377354.49626553885,23432.645305200276,2.0,0.0,0.0,0,12.745423671049277
8811aa44d3fffff,55.77850397087055,37.42752222218559,0.0,0.0,0.0,6.0,0.0,6.0,5.0,0.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,23432.645305200276,0.0,0.0,0.0,0,12.163515195551133
8811aa44d5fffff,55.76532162234984,37.41710823721708,0.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,6.0,1.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,132513.0215926495,23432.645305200276,8.0,0.0,0.0,0,12.54682317340958
8811aa44d7fffff,55.77019397004312,37.428474712214744,2.0,1.0,3.0,4.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,8.0,1104133.8608885154,23432.645305200276,8.0,0.0,0.0,0,11.91675978584539
8811aa44d9fffff,55.77706695319679,37.403831797880905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,77619.8549763741,23432.645305200276,1.0,0.0,0.0,0,13.578246021148754
8811aa44dbfffff,55.78194065919647,37.415198690772904,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,23432.645305200276,0.0,0.0,0.0,0,13.007218683872951
8811aa44ddfffff,55.76875791735544,37.40478885354022,1.0,16.0,2.0,2.0,1.0,0.0,4.0,0.0,5.0,5.0,0.0,9.0,3.0,9.0,0.0,0.0,2.0,450994.6256867325,23432.645305200276,5.0,110000.0,0.0,0,13.36210015484851
8811aa44e1fffff,55.73551920039798,37.40861328763067,1.0,4.0,0.0,27.0,19.0,1.0,0.0,17.0,6.0,0.0,1.0,18.0,35.0,20.0,3.0,0.0,18.0,187114.31515746456,23432.645305200276,33.0,0.0,0.0,0,13.13174555068222
8811aa44e3fffff,55.74039113643094,37.41996972173126,1.0,7.0,8.0,27.0,19.0,0.0,5.0,17.0,17.0,2.0,3.0,16.0,28.0,35.0,0.0,0.0,18.0,217718.135568976,23432.645305200276,28.0,0.0,0.0,0,12.355899824341568
8811aa44e5fffff,55.72720887948358,37.409568450138494,0.0,3.0,2.0,5.0,1.0,0.0,6.0,5.0,10.0,0.0,1.0,8.0,8.0,8.0,1.0,0.0,8.0,166405.8770716267,23432.645305200276,24.0,0.0,0.0,0,13.236881647580137
8811aa44e7fffff,55.73208046099669,37.42092279475782,0.0,6.0,3.0,6.0,7.0,0.0,4.0,1.0,15.0,0.0,1.0,13.0,3.0,16.0,1.0,0.0,4.0,138210.76871546073,23432.645305200276,27.0,0.0,0.0,0,12.430693157150184
8811aa44e9fffff,55.73895632532277,37.396302986494284,0.0,1.0,2.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,7.0,7.0,6.0,2.0,0.0,0.0,131526.3108419894,23432.645305200276,9.0,0.0,0.0,0,13.851001321562856
8811aa44ebfffff,55.74382926498702,37.40765774694115,0.0,10.0,8.0,6.0,6.0,0.0,1.0,0.0,7.0,1.0,0.0,7.0,1.0,11.0,0.0,0.0,2.0,361323.84634562983,23432.645305200276,18.0,0.0,0.0,0,13.091593107291017
8811aa44edfffff,55.730646615430885,37.39726061591113,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,31606.913910605985,23432.645305200276,4.0,0.0,1.0,1,13.921981722082107
8811aa4501fffff,55.66129472541411,37.3576753352912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,33737.38269667252,23432.645305200276,6.0,0.0,0.0,0,19.113821660016356
8811aa4503fffff,55.6661677572886,37.36900048698885,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,0.0,0.0,0,18.221962816900938
8811aa4505fffff,55.65298465693209,37.358638635522055,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,9683.36188757556,23432.645305200276,5.0,0.0,0.0,0,19.570833861886097
