h3_index,latitude,longitude,bike_amenities,car_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,needs_amenities,other_amenities,pet_amenity,public_transport,shops_amenities,social_amenities,study_amenity,water_amenities,work_amenity,parking_area,traffic_count,highway,voltage,сharger_number,has_charging_station,distance_to_center
88118180c3fffff,55.2267210741875,37.3016534279335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,61.77708475200384
88118180d3fffff,55.24476254415629,37.323087292261235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,59.441910547401285
8811818287fffff,55.240533143393684,37.25301701599613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,61.40151769969864
88118182d1fffff,55.264058217273295,37.22673626413978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,59.64180232246267
88118182d3fffff,55.26892652986115,37.23792569227649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,58.85762866617018
88118182d7fffff,55.2606119839588,37.23890284643395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,59.681327519292736
8811818351fffff,55.17177680788297,37.15545828724665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,220000.0,2.0,1,70.87219543492336
8811818353fffff,55.17664681206617,37.166607903553015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,220000.0,1.0,1,70.08878196387035
8811818357fffff,55.16833321499073,37.167596508059624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,0.0,0,70.91209014011487
881181835dfffff,55.16690619548996,37.144312330226974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,220000.0,2.0,1,71.6581222147305
881181840bfffff,55.32037811464932,37.39686110882517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.02047428618107
8811818443fffff,55.3189789456863,37.373438642385146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.59734097254795
8811818447fffff,55.31065975533505,37.374390991822594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,51.46362047594634
8811818449fffff,55.317575569382036,37.35002237372437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,51.211247323342555
881181844bfffff,55.322437046336354,37.36125230290669,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.46978502943317
881181844dfffff,55.309257348963904,37.350979182935895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,52.068287109516405
8811818451fffff,55.332158120106776,37.383723225150035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,3.0,1,49.00207058686714
8811818453fffff,55.33701771524856,37.39496422011576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,4.0,1,48.27628925756613
8811818457fffff,55.32869803471422,37.39591285034438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,49.14734272828453
8811818459fffff,55.33561660849958,37.37153282364137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,3.0,1,48.871664853003
881181845bfffff,55.3404771964301,37.38277217527365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,1.0,1,48.136818713868706
881181845dfffff,55.32729789685692,37.37248591973104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,4.0,1,49.73331635471269
8811818461fffff,55.294020658480214,37.376294571922266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,53.20250826998898
881181846bfffff,55.30234032615055,37.37534296826211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,0.0,0.0,0,52.33204415824804
881181846dfffff,55.28916126981982,37.36506912674832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,0.0,0.0,0,53.9254669967911
88118184c9fffff,55.35159272364675,37.42870935180675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,3.0,1,46.134345125044106
8811818543fffff,55.260739609891345,37.3800972631346,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,23432.645305200276,0.0,0.0,0.0,0,56.7029096850999
8811818547fffff,55.25241875500537,37.381047006170455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,57.58222925469287
881181854bfffff,55.26420193759996,37.36792782428657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,56.53884023006678
8811818559fffff,55.27738060907212,37.3781966617779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,54.94917450303195
881181855bfffff,55.282238640564664,37.38942170532548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,54.23774394259006
881181855dfffff,55.269060228029495,37.37914714840965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,55.82519946028071
8811818601fffff,55.336253485024685,37.31249921711563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.10561502044367
8811818603fffff,55.34111830087173,37.32372624899781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70845.72602030454,23432.645305200276,0.0,0.0,0.0,0,49.33605417262501
8811818605fffff,55.32793732003586,37.31346365487634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.94044467629445
8811818607fffff,55.33280176999225,37.32468864568582,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.17458754475107
8811818609fffff,55.33970360358749,37.30030901884751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.05145977438801
881181860bfffff,55.344569409970255,37.31153440137541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2675.7714795813486,23432.645305200276,2.0,0.0,0.0,0,49.274135312053055
8811818611fffff,55.35429914744007,37.33399624086474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4398.032024411212,23432.645305200276,2.0,0.0,0.0,0,47.731644005801364
8811818613fffff,55.35916307685289,37.34523269974139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,46.9668850705783
8811818615fffff,55.345982491408726,37.334956971527596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,48.570724405308155
8811818617fffff,55.35084605579863,37.34619138566173,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,4.0,0.0,0.0,0,47.80983314681921
8811818623fffff,55.32103108234873,37.33783690530617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17145.374986422037,23432.645305200276,2.0,0.0,0.0,0,51.10652875006693
8811818627fffff,55.31271346683061,37.33879613123096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,51.95748555066231
8811818635fffff,55.32589355062182,37.34906518961113,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,5.0,3.0,0.0,5.0,3.0,3.0,1.0,0.0,2.0,106388.73199674742,23432.645305200276,2.0,35000.0,5.0,1,50.35674744430151
8811818637fffff,55.33075539295107,37.36029716207161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,3.0,1,49.611718974737514
881181863bfffff,55.3425287941773,37.34714969579992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,0.0,0.0,0,48.65589680108263
881181863dfffff,55.32934845851593,37.33687730352764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,0.0,0,50.258321261707835
8811818641fffff,55.33828470556309,37.27689801069467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.80059880051231
8811818643fffff,55.34315212565527,37.28811805191224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,50.01216499783337
8811818645fffff,55.32997011970911,37.27786932343335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,51.617331264515144
8811818647fffff,55.33483717322171,37.28908732651977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,50.832583901253734
8811818655fffff,55.34801892225491,37.299341783838834,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15001.494219393995,23432.645305200276,0.0,0.0,0.0,0,49.22729842892683
881181865dfffff,55.35146683770039,37.28714839741952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6111.423083484445,23432.645305200276,0.0,0.0,0.0,0,49.19558157419739
8811818681fffff,55.37029403513467,37.391165977358064,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,35000.0,10.0,1,44.81524552843216
8811818683fffff,55.37515445622139,37.40241886384677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,3.0,0.0,0.0,0,44.080113676749036
8811818685fffff,55.36197531619527,37.39211609676091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,0.0,0,45.67677017755417
8811818687fffff,55.366835373821935,37.40336693188791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,8.0,1,44.94556130527072
8811818689fffff,55.373751097750066,37.37896424437991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,53616.27921689443,23432.645305200276,0.0,35000.0,5.0,1,44.70126922020827
881181868bfffff,55.37861251280744,37.390215485115064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,5.0,0.0,0.0,0,43.95645363125249
881181868dfffff,55.3654329837104,37.379916787249634,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,45.55605243691248
8811818691fffff,55.38833345002564,37.41272906109848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,42.48407777182492
8811818693fffff,55.39319297050719,37.423991398254806,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,41.757135612375016
8811818695fffff,55.380014246131374,37.4136754476694,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,10000.0,13.0,1,43.35095025286934
8811818697fffff,55.38487340402511,37.42493572977907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,3.0,0.0,0.0,0,42.62806627194241
88118186a3fffff,55.35505518613575,37.41651238007058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,1.0,1,45.9660612062072
88118186a5fffff,55.341876681444596,37.406208905579824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,4.0,1,47.55622681208082
88118186a7fffff,55.346735017856794,37.4174572824933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,3.0,1,46.84215130563612
88118186abfffff,55.35851605032787,37.40431462804499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,45.8134855562122
88118186adfffff,55.345337155905014,37.39401521792121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9189.595801037782,23432.645305200276,0.0,0.0,0.0,0,47.407427010285346
88118186b1fffff,55.36823354603163,37.42682328117178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,22.0,1,44.37695822312156
88118186b5fffff,55.359913255214515,37.42776650147531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,2.0,1,45.25465080166218
88118186b9fffff,55.371694800620226,37.4146214628764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,14.0,1,44.2203323378212
88118186bdfffff,55.363375113839304,37.41556710693751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,5.0,1,45.09208036982262
88118186c1fffff,55.372343523575445,37.35551583767277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23829.375441334,23432.645305200276,0.0,0.0,0.0,0,45.36308201491891
88118186c3fffff,55.37720656164101,37.366761733985776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,1.0,1,44.603752095499814
88118186c9fffff,55.375796395872015,37.34331419967187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,45.29102491077432
88118186d5fffff,55.38206897035104,37.37801132771384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,35000.0,3.0,1,43.84948665482899
88118186ddfffff,55.38552382882521,37.36580639267609,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,35000.0,4.0,1,43.759329513209416
88118186e1fffff,55.352253311812,37.36962551027883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7270.988752043106,23432.645305200276,0.0,0.0,0.0,0,47.15599551792051
88118186e9fffff,55.3557089932041,37.357429492356395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,5.0,0.0,0.0,0,47.05360002313262
88118186ebfffff,55.360571302787385,37.3686712925673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,2.0,0.0,0.0,0,46.30225764408499
8811818713fffff,55.30093888971473,37.351935617465365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,0.0,0.0,0,52.92774467681555
8811818721fffff,55.25794223956543,37.333333276152665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,57.84533396316102
8811818725fffff,55.24962332560741,37.33429191249579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,58.70923239399336
8811818729fffff,55.2613994002308,37.32116557624681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,57.72225669594282
881181873bfffff,55.28430125611283,37.35384736335609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,54.6534614407907
8811818753fffff,55.30298738828105,37.31635470249583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,53.463473415762245
8811818755fffff,55.289806659198554,37.30610447908801,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,55.06616695120098
8811818757fffff,55.294670266590686,37.31731763055205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,54.31018851755572
881181876dfffff,55.25512809465595,37.28659404715257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,59.1164785750115
8811819021fffff,55.17975096574665,37.01381670299624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16856.709534809303,23432.645305200276,0.0,0.0,0.0,0,74.23244414252814
8811819023fffff,55.18463122396244,37.024938447912916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16856.709534809303,23432.645305200276,0.0,0.0,0.0,0,73.40487678783654
8811819029fffff,55.18317635640458,37.001678418470846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,74.30272971454586
881181902bfffff,55.18805759144686,37.01279850289483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16856.709534809303,23432.645305200276,0.0,0.0,0.0,0,73.47136826582076
8811819033fffff,55.20269768520807,37.04618072460962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,70.98581095804026
881181903bfffff,55.20612539799143,37.03403506135347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,71.05078717529797
881181904bfffff,55.21005113679772,36.96320318543684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,73.10614191688988
8811819051fffff,55.21982036766875,36.98544503239288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,71.41417004331825
8811819053fffff,55.22470408144369,36.99657145448623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,1.0,0.0,0.0,0,70.56980006923787
8811819057fffff,55.216399007506375,36.99759364397368,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,23432.645305200276,1.0,0.0,0.0,0,71.3078841532973
8811819059fffff,55.22324013962854,36.97329568629407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,71.53067085026869
881181905dfffff,55.21493605251123,36.974322276367644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,0.0,0.0,0,72.2596308746583
8811819081fffff,55.233949384127634,37.077582387547444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,110000.0,0.0,0,66.97354432243837
8811819089fffff,55.23737881458889,37.06542694171531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,110000.0,0.0,0,67.03940545590171
881181908bfffff,55.242257549492145,37.076575032060084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,110000.0,0.0,0,66.20928451338395
881181908dfffff,55.229071022492576,37.06643630685769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23432.645305200276,0.0,220000.0,3.0,1,67.80102505698751
8811819091fffff,55.25201319648661,37.09888222650535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12105.793876990498,23432.645305200276,0.0,0.0,0.0,0,64.55388858953712
