h3_index,bicycle_amenities,bike_amenities,children_amenity,food_amenities,health_amenity,home_amenities,infrastructure_amenities,leisure_amenities,other_amenities,pet_amenity,social_amenities,water_amenities,parking_area,traffic_count,сharger_number,highway,public_transport,railway,subway,voltage,distance_class,car_amenities,needs_amenities,shops_amenities,work_amenity,has_charging_station,usage_type,study_amenity,latitude,longitude,distance_to_center
88194ac001fffff,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,82820.46302563883,4956183.333333333,0.0,4.0,11.0,0.0,0.0,0.0,757,0.0,0.0,2.0,0.0,0,nothing,0.0,51.32462352352296,-0.12928893279998932,16999.39464800711
88194ac003fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011217.2603392042,531011.0,0.0,0.0,9.0,0.0,0.0,0.0,762,0.0,0.0,2.0,0.0,0,nothing,0.0,51.31685883273679,-0.12504279000987573,16999.559595867693
88194ac005fffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17516.04716984178,3574342.3333333335,0.0,0.0,6.0,0.0,0.0,0.0,773,0.0,0.0,4.0,0.0,0,nothing,0.0,51.326703590236136,-0.14144364618822855,17000.01981351315
88194ac007fffff,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,1858495.8821677223,3803852.1458333335,0.0,31.0,22.0,2.0,0.0,0.0,778,2.0,19.0,10.0,0.0,0,nothing,0.0,51.31893903613696,-0.13719526130834592,17000.18494769884
88194ac009fffff,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,441276.2192138191,935172.3055555556,1.0,7.0,8.0,1.0,0.0,0.0,738,1.0,0.0,6.0,0.0,1,Public use,0.0,51.33030680792637,-0.12138157737741882,16998.604416661936
88194ac00bfffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552544.6888888889,0.0,0.0,4.0,0.0,0.0,0.0,742,0.0,0.0,4.0,0.0,0,nothing,0.0,51.32254237896286,-0.11713637294283838,16998.76942013458
88194ac00dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17516.04716984178,1367860.9583333335,0.0,0.0,12.0,0.0,0.0,0.0,753,0.0,1.0,4.0,0.0,0,nothing,0.0,51.33238781591003,-0.13353637964908296,16999.229458260026
88194ac011fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,49907.03915650634,0.0,0.0,0.0,10.0,0.0,0.0,0.0,750,0.0,0.0,1.0,0.0,0,nothing,0.0,51.30701232723844,-0.10864987368535398,16999.098701492767
88194ac013fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174291.49697158503,1370167.5,0.0,0.0,1.0,0.0,0.0,0.0,754,0.0,2.0,1.0,0.0,0,nothing,0.0,51.299246705251534,-0.10440857775546432,16999.262979235453
88194ac015fffff,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,397313.7342109392,2200938.3333333335,0.0,9.0,10.0,0.0,0.0,0.0,766,0.0,4.0,2.0,3.0,0,nothing,0.0,51.309093743938554,-0.12079795072488991,16999.72430177022
88194ac017fffff,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,121980.48778020119,596981.6,0.0,1.0,16.0,0.0,0.0,0.0,770,0.0,0.0,3.0,0.0,0,nothing,0.0,51.301328257515365,-0.11655441439147544,16999.888765643213
88194ac019fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1435.0,0.0,0.0,0.0,0.0,0.0,0.0,730,0.0,1.0,1.0,0.0,0,nothing,0.0,51.31269519432943,-0.10074430748909927,16998.30870552092
88194ac01bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21385.966587792835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734,0.0,2.0,1.0,0.0,0,nothing,0.0,51.30492983417674,-0.09650395000499735,16998.47303916521
88194ac01dfffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23165.0,0.0,0.0,4.0,0.0,0.0,0.0,746,0.0,1.0,3.0,0.0,0,nothing,0.0,51.31477755193789,-0.11289247189669754,16998.93418176868
88194ac021fffff,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,71809.96745540248,429557.89999999997,0.0,0.0,4.0,0.0,0.0,0.0,810,0.0,0.0,1.0,0.0,0,nothing,0.0,51.32309620838474,-0.1615066613750048,17001.435464080652
88194ac023fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5363.519780023047,1361076.2,0.0,0.0,10.0,1.0,0.0,0.0,815,0.0,0.0,5.0,0.0,0,nothing,0.0,51.31533152997919,-0.15725509679602265,17001.600729110585
88194ac027fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234065.0,0.0,0.0,0.0,0.0,0.0,0.0,830,0.0,0.0,0.0,0.0,0,nothing,0.0,51.317408635342964,-0.16941178206484908,17002.226079995842
88194ac029fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,208395.95437033952,0.0,0.0,1.0,3.0,0.0,0.0,0.0,789,0.0,1.0,4.0,2.0,0,nothing,0.0,51.32878257851317,-0.1536005125857352,17000.644916533474
88194ac02bfffff,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,68915.73517690835,1282080.1333333333,0.0,1.0,12.0,0.0,0.0,0.0,794,1.0,1.0,4.0,0.0,0,nothing,0.0,51.321018161549304,-0.14934988527079618,17000.81023714292
88194ac02dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,174996.91600013297,2601665.25,0.0,2.0,2.0,0.0,0.0,0.0,806,0.0,0.0,0.0,0.0,0,nothing,0.0,51.33086048776489,-0.16575953146974057,17001.269956948767
88194ac031fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6069.390027704967,925142.0000000001,0.0,0.0,2.0,0.0,0.0,0.0,803,0.0,6.0,3.0,0.0,0,nothing,0.0,51.305488131946234,-0.14085254462373265,17001.140152128086
88194ac033fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,76102.61203037131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807,0.0,13.0,0.0,0.0,0,nothing,0.0,51.29772252008157,-0.13660583018382416,17001.304746360544
88194ac035fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380328.666666667,0.0,6.0,1.0,0.0,0.0,0.0,819,0.0,3.0,2.0,0.0,0,nothing,0.0,51.307566452935546,-0.15300483717855062,17001.765751966814
88194ac037fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7526039.166666667,0.0,1.0,1.0,0.0,0.0,0.0,823,1.0,0.0,0.0,0.0,0,nothing,0.0,51.29980097764115,-0.14875588196861564,17001.930532577644
88194ac039fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,976770.7783411851,1728057.55,0.0,0.0,14.0,0.0,0.0,0.0,782,0.0,14.0,5.0,0.0,0,nothing,0.0,51.31117408368803,-0.1329481806038739,17000.349839878476
88194ac03bfffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79472.45636851268,393876.2,0.0,0.0,3.0,0.0,0.0,0.0,786,0.0,2.0,2.0,0.0,0,nothing,0.0,51.30340873327657,-0.1287024035209666,17000.514489980476
88194ac03dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396494.35757597873,1672292.5374999999,0.0,3.0,8.0,0.0,0.0,0.0,799,0.0,0.0,1.0,0.0,0,nothing,0.0,51.31325334589791,-0.14510056280147104,17000.975315698346
88194ac041fffff,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,192438.85805323743,3512977.0,0.0,5.0,9.0,0.0,0.0,0.0,713,0.0,0.0,1.0,0.0,0,nothing,0.0,51.34375265770104,-0.1177187646051505,16997.648953038577
88194ac043fffff,0.0,0.0,0.0,34.0,5.0,0.0,1.0,0.0,93.0,0.0,4.0,0.0,5807336.250003445,7061122.086111112,1.0,31.0,22.0,1.0,0.0,0.0,717,2.0,5.0,11.0,0.0,1,Public use,1.0,51.33598888921777,-0.11347319514182697,16997.814253702047
88194ac045fffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,27003.02505016478,2703923.6,0.0,1.0,2.0,0.0,0.0,0.0,729,0.0,0.0,5.0,0.0,0,nothing,0.0,51.34583447012119,-0.12987589862777188,16998.273684487238
88194ac047fffff,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2973620.7708333335,0.0,3.0,7.0,0.0,0.0,0.0,733,0.0,0.0,7.0,0.0,0,nothing,0.0,51.338070838441446,-0.12562808575433565,16998.43917142228
88194ac049fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2621818.880952381,0.0,6.0,5.0,0.0,0.0,0.0,693,0.0,0.0,4.0,0.0,0,nothing,0.0,51.349433273559626,-0.10980841630283457,16996.858803147534
88194ac04bfffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,595220.9192016148,827506.4166666666,0.0,10.0,7.0,0.0,0.0,0.0,698,2.0,0.0,8.0,0.0,0,nothing,0.0,51.34166976726796,-0.1055637861945653,16997.02415916613
88194ac04dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1194503.0430882624,446277.89999999997,0.0,0.0,2.0,0.0,0.0,0.0,709,0.0,4.0,0.0,0.0,0,nothing,0.0,51.351516027299816,-0.12196563844817486,16997.483410799126
88194ac051fffff,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,249899.68246234144,1916870.191666667,1.0,2.0,7.0,1.0,0.0,0.0,706,1.0,4.0,4.0,0.0,1,Public use,0.0,51.32614155943086,-0.09707843654913983,16997.35414654711
88194ac053fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,107989.52965663723,893380.4361111112,1.0,2.0,10.0,0.0,0.0,0.0,710,1.0,0.0,3.0,0.0,1,Public use,0.0,51.318376858658965,-0.09283771590421551,16997.518777766552
88194ac055fffff,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,24906.570352750685,1232180.0166666666,1.0,1.0,12.0,0.0,0.0,0.0,721,1.0,0.0,5.0,0.0,1,Public use,0.0,51.32822472223683,-0.10922892950396715,16997.979312717933
88194ac057fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18332.031919644727,398114.0916666667,0.0,0.0,1.0,0.0,0.0,0.0,725,0.0,0.0,3.0,0.0,0,nothing,0.0,51.32046015714509,-0.10498596713761701,16998.144130014713
88194ac059fffff,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12431.08165610165,56709.0,0.0,1.0,7.0,0.0,0.0,0.0,686,0.0,0.0,3.0,0.0,0,nothing,0.0,51.33182175866604,-0.08916988023289742,16996.56423140464
88194ac05bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,420537.875,0.0,0.0,0.0,0.0,0.0,0.0,690,0.0,4.0,0.0,0.0,0,nothing,0.0,51.32405732009788,-0.08493009903239779,16996.728918268465
88194ac05dfffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1095690.1583333334,0.0,0.0,5.0,1.0,0.0,0.0,702,0.0,2.0,4.0,0.0,0,nothing,0.0,51.33390586242945,-0.10132045979469308,16997.189273656495
88194ac061fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268385.4456234374,2375881.7094298247,0.0,0.0,4.0,0.0,0.0,0.0,764,0.0,0.0,0.0,0.0,0,nothing,0.0,51.342231501836814,-0.14994433069075103,16999.68881941027
88194ac063fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17516.04716984178,1743255.6754385964,0.0,0.0,2.0,0.0,0.0,0.0,769,0.0,0.0,1.0,0.0,0,nothing,0.0,51.33446774559847,-0.1456933357975776,16999.854437393045
88194ac065fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,307747.45846920414,926126.6545454545,0.0,1.0,0.0,0.0,0.0,0.0,781,0.0,0.0,0.0,0.0,0,nothing,0.0,51.34431021482959,-0.1621056839698773,17000.313549439557
88194ac067fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915763.647727273,0.0,0.0,0.0,0.0,0.0,0.0,785,0.0,0.0,0.0,0.0,0,nothing,0.0,51.336546596402336,-0.15785244530056342,17000.479353941744
88194ac069fffff,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,572032.0215909091,0.0,7.0,11.0,0.0,0.0,0.0,744,0.0,0.0,6.0,0.0,0,nothing,0.0,51.34791520393873,-0.1420351877410093,16998.898353392997
88194ac06bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3549891.0949561405,0.0,0.0,7.0,0.0,0.0,0.0,748,0.0,0.0,3.0,0.0,0,nothing,0.0,51.34015170951096,-0.1377851311112888,16999.064026698084
88194ac06dfffff,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,699325.3922002078,233815.20367965367,0.0,4.0,2.0,0.0,0.0,0.0,760,0.0,0.0,4.0,0.0,0,nothing,0.0,51.34999485856411,-0.15419663142240256,16999.522959636626
88194ac0c5fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408135.0,0.0,0.0,0.0,0.0,0.0,0.0,758,0.0,0.0,0.0,0.0,0,nothing,0.0,51.29148068636419,-0.10016858355400009,16999.427014925448
88194ac0cdfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738,0.0,2.0,0.0,0.0,0,nothing,0.0,51.29716407707398,-0.09226489413220967,16998.63713087627
88194ac0e1fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794,0.0,0.0,0.0,0.0,0,nothing,0.0,51.28787684011472,-0.12021475800622781,17000.843063665692
88194ac0e9fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,209372.26987635985,1325448.8,0.0,0.0,2.0,0.0,0.0,0.0,774,1.0,8.0,1.0,0.0,0,nothing,0.0,51.293562373854336,-0.11231218045633984,17000.052987415274
88194ac0edfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,95370.59999999999,0.0,0.0,3.0,0.0,0.0,0.0,790,0.0,18.0,0.0,0.0,0,nothing,0.0,51.29564298528972,-0.12445792950616935,17000.678897933354
88194ac101fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34177.5,0.0,0.0,0.0,0.0,0.0,0.0,864,0.0,0.0,1.0,0.0,0,nothing,0.0,51.33916132273657,-0.21441712138175067,17003.769490170536
88194ac103fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374658.93513505755,0.0,0.0,0.0,2.0,0.0,0.0,0.0,868,0.0,0.0,0.0,0.0,0,nothing,0.0,51.33139759817775,-0.21015527673086973,17003.935744379378
88194ac107fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,880,0.0,0.0,3.0,0.0,0,nothing,0.0,51.33347024329426,-0.22232280567655843,17004.560656993108
88194ac109fffff,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,40836.7422507284,1278276.1354166667,0.0,12.0,5.0,0.0,0.0,0.0,846,0.0,0.0,5.0,0.0,0,nothing,0.0,51.344851198987136,-0.20651040637706777,17002.978391905304
88194ac10bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.6746317148745,248634.75,0.0,0.0,2.0,0.0,0.0,0.0,850,0.0,0.0,1.0,0.0,0,nothing,0.0,51.33708773547702,-0.20224949779866058,17003.144701370136
88194ac10dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223936.0,0.0,0.0,1.0,0.0,0.0,0.0,860,0.0,0.0,1.0,0.0,0,nothing,0.0,51.34692464652977,-0.21868027478383945,17003.602993740667
88194ac141fffff,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,166631.57429723736,3696640.271422205,0.0,1.0,7.0,0.0,0.0,0.0,825,1.0,3.0,11.0,0.0,0,nothing,0.0,51.35830267335362,-0.2028639413472784,17002.020755602636
88194ac143fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,460610.72084915603,1833918.5403860027,0.0,7.0,13.0,0.0,0.0,0.0,828,0.0,3.0,4.0,0.0,0,nothing,0.0,51.35053987191563,-0.19860266076215652,17002.18736223604
88194ac145fffff,0.0,0.0,0.0,26.0,2.0,0.0,0.0,2.0,101.0,0.0,4.0,0.0,528232.8074796902,4349131.823201553,0.0,9.0,14.0,0.0,0.0,0.0,839,2.0,3.0,9.0,0.0,0,nothing,0.0,51.360376923175785,-0.21503614999932424,17002.645046744463
88194ac147fffff,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,200863.00403901882,5843490.446580298,0.0,4.0,3.0,1.0,0.0,0.0,843,1.0,4.0,12.0,0.0,0,nothing,0.0,51.35261426168254,-0.21077262359203972,17002.811840339316
88194ac149fffff,0.0,0.0,0.0,48.0,5.0,0.0,2.0,4.0,135.0,0.0,13.0,0.0,1318604.1696801048,2816073.5924242423,0.0,30.0,16.0,0.0,0.0,0.0,805,10.0,9.0,12.0,1.0,0,nothing,0.0,51.363989881412934,-0.19495422814930408,17001.22973956915
88194ac14bfffff,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,881742.4348293983,3233779.0393939395,0.0,9.0,23.0,1.0,0.0,0.0,809,5.0,6.0,14.0,0.0,0,nothing,0.0,51.35622734139197,-0.19069388463680045,17001.396401201342
88194ac14dfffff,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,349448.9233888528,1330946.9222052458,0.0,4.0,5.0,1.0,0.0,0.0,821,1.0,0.0,2.0,0.0,0,nothing,0.0,51.36606507354051,-0.20712653100989484,17001.853907060147
88194ac151fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310279.6666666666,0.0,0.0,3.0,0.0,0.0,0.0,818,0.0,0.0,2.0,0.0,0,nothing,0.0,51.3407010589993,-0.18217712227586458,17001.72899880873
88194ac155fffff,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3573553.5724323085,230130.44583333333,0.0,6.0,11.0,1.0,0.0,0.0,832,2.0,1.0,3.0,0.0,0,nothing,0.0,51.34277666961393,-0.19434268869871138,17002.353726888105
88194ac159fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230439.36209970943,608680.9696969697,0.0,2.0,5.0,0.0,0.0,0.0,797,0.0,0.0,2.0,0.0,0,nothing,1.0,51.34638784789987,-0.17426919042484937,17000.938216666593
88194ac15bfffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1632628.4180844026,3129925.3863636362,0.0,4.0,0.0,0.0,0.0,0.0,802,0.0,3.0,0.0,0.0,0,nothing,0.0,51.33862436773236,-0.1700137076347501,17001.10420778677
88194ac15dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054403.5957914887,1506773.518421717,0.0,3.0,7.0,0.0,0.0,0.0,813,0.0,0.0,6.0,0.0,0,nothing,0.0,51.348464400458326,-0.1864348495308566,17001.562820971933
88194ac169fffff,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,34965.59206123719,1041479.5291666667,0.0,0.0,1.0,0.0,0.0,0.0,853,0.0,3.0,1.0,0.0,0,nothing,0.0,51.362450090269135,-0.2272105100647306,17003.269274507107
88194ac16bfffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133774.6241476023,1911275.2430555555,0.0,1.0,3.0,0.0,0.0,0.0,857,1.0,1.0,2.0,0.0,0,nothing,0.0,51.35468756916982,-0.22294473749282986,17003.436255162058
88194ac16dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,867,0.0,0.0,1.0,0.0,0,nothing,0.0,51.364522174044396,-0.239387021014339,17003.893438770767
88194ac1cbfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840116.0,0.0,0.0,0.0,0.0,0.0,0.0,837,0.0,0.0,0.0,0.0,0,nothing,0.0,51.30187835737978,-0.1609080843389265,17002.556256465352
88194ac1e5fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,906,0.0,0.0,0.0,0.0,1,Public use,0.0,51.30448402180922,-0.21744023747502803,17005.849595133393
88194ac201fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,354882.7397680857,2621397.666666667,0.0,3.0,2.0,0.0,0.0,21282.79883381924,620,0.0,12.0,1.0,0.0,0,nothing,0.0,51.36438124447804,-0.07391588532291568,16993.864466034112
88194ac203fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2938183.611111111,0.0,1.0,4.0,0.0,0.0,12827.98833819242,624,0.0,1.0,1.0,0.0,0,nothing,0.0,51.35661838980692,-0.06967632028805482,16994.029801735967
88194ac205fffff,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,10864.808791615318,4522481.754861111,0.0,3.0,7.0,0.0,0.0,22448.979591836734,635,0.0,19.0,5.0,0.0,0,nothing,0.0,51.366467899440146,-0.08607120949325738,16994.488764815873
88194ac207fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,228469.66831088185,321639.5,0.0,1.0,6.0,0.0,0.0,17492.71137026239,639,0.0,0.0,5.0,1.0,0,nothing,0.0,51.35870518068154,-0.08182940009937169,16994.65428648829
88194ac209fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13867.626991814868,777760.8392857143,0.0,0.0,1.0,0.0,0.0,0.0,601,0.0,0.0,1.0,0.0,0,nothing,0.0,51.37005610438977,-0.06600134434439424,16993.074714196595
88194ac20bfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,238997.76389963017,4148882.0,0.0,3.0,4.0,0.0,0.0,17784.256559766764,605,4.0,3.0,0.0,0.0,0,nothing,0.0,51.362293512659704,-0.06176272075429795,16993.240105030018
88194ac20dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,257039.05032205812,2372179.860416667,0.0,9.0,7.0,0.0,0.0,0.0,616,0.0,3.0,5.0,0.0,0,nothing,0.0,51.37214370040635,-0.07815675359545786,16993.69888928074
88194ac211fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37837.142657595476,477565.12499999994,3.0,6.0,11.0,0.0,0.0,1154.5189504373177,613,0.0,1.0,5.0,0.0,1,Public use,0.0,51.34676713436967,-0.053289380715619956,16993.570163613647
88194ac213fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23093.989310981546,845369.5,0.0,0.0,11.0,0.0,0.0,0.0,617,0.0,1.0,0.0,0.0,0,nothing,0.0,51.33900334858228,-0.0490546631592765,16993.73483122121
88194ac215fffff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13346.082889174764,1676308.2083333335,3.0,1.0,6.0,0.0,0.0,10868.804664723031,628,0.0,0.0,4.0,0.0,1,Public use,0.0,51.348855136779335,-0.06543805793666042,16994.194896314846
88194ac217fffff,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,656177.5440747587,4988148.395833334,0.0,5.0,17.0,0.0,0.0,0.0,632,1.0,0.0,4.0,0.0,0,nothing,0.0,51.34109148578165,-0.06120109771479439,16994.35974969938
88194ac219fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,97845.91139805989,577280.1666666666,0.0,4.0,10.0,0.0,0.0,36224.489795918365,594,0.0,0.0,2.0,0.0,0,nothing,0.0,51.35244157942375,-0.045376638940629856,16992.780645977567
88194ac21bfffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20640.324538273613,703683.5,4.0,1.0,15.0,0.0,0.0,1924.198250728863,597,0.0,0.0,2.0,0.0,1,Public use,0.0,51.344678056590155,-0.04114286291480509,16992.945369005196
88194ac21dfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,71453.3244587938,852152.7777777779,0.0,2.0,2.0,0.0,0.0,18367.34693877551,609,0.0,10.0,2.0,0.0,0,nothing,0.0,51.35453052252426,-0.057525399729376946,16993.405254859492
88194ac221fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,204313.39224014131,3203277.5258333334,0.0,9.0,9.0,0.0,0.0,26822.157434402332,670,0.0,0.0,6.0,0.0,0,nothing,0.0,51.36287553084598,-0.10614203540600678,16995.903069145264
88194ac223fffff,0.0,0.0,4.0,14.0,2.0,0.0,0.0,0.0,47.0,0.0,2.0,0.0,700031.9478414505,4133156.5039682537,0.0,7.0,11.0,0.0,0.0,0.0,674,1.0,1.0,7.0,0.0,0,nothing,0.0,51.3551126858882,-0.10189704094892385,16996.068721787724
